Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
24195,0,-27000,-11571,-11117,-27000,-27000,-27000,-23952,-27000,27000,-21600,-13500,-27000,-27000,-27000,-19707,-27000,0
24196,0,-27000,-11571,-11117,-27000,-27000,-27000,-9446,27000,2454,0,-27000,-27000,-27000,-27000,-19775,-27000,0
24197,0,-27000,-27000,-20647,-9000,-27000,-27000,-23099,27000,27000,0,-13500,-27000,-27000,-27000,-18200,-16200,0
24198,0,-27000,-27000,-20647,-9000,-27000,-27000,-22611,27000,22090,-14400,-13500,-27000,-27000,-27000,-12755,-16200,0
24200,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-17181,-27000,-27000,-27000,-27000,-27000,-21000,-27000,0
24201,-13500,-21600,-19285,-17470,-27000,-27000,-27000,-16882,27000,7363,-27000,-13500,-27000,-27000,-27000,-10290,-16200,0
24202,13500,-27000,-27000,-17470,-27000,-27000,-18000,-14322,27000,17181,16200,-13500,-27000,-27000,-27000,-14670,-5400,0
24203,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-25415,27000,-12272,5400,13500,-27000,-27000,-27000,-17500,-27000,0
24204,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-25049,27000,22090,-18000,-13500,-27000,-27000,-27000,-10683,-5400,0
24205,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-20173,-27000,12272,16200,-27000,-27000,-27000,-27000,-8500,-27000,0
24206,0,-27000,-27000,-23823,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-16100,-27000,0
24207,0,-27000,-27000,-23823,-9000,-27000,-27000,-20295,27000,-12272,-7200,-13500,-27000,-27000,-27000,-17550,-27000,0
24209,0,-27000,-11571,-11117,-27000,-27000,-27000,-22246,27000,22090,-5400,-13500,-27000,-27000,-27000,-20533,5400,0
24211,0,-27000,-11571,-11117,9000,-27000,-27000,6765,27000,12272,-19800,-27000,-27000,-27000,-27000,-18086,-16200,0
24212,0,-27000,-19285,-17470,-27000,-27000,-27000,-26146,-27000,22090,-25200,-13500,-27000,-27000,-27000,-17500,-16200,0
24214,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-20295,27000,2454,-16200,0,-27000,-27000,-27000,-19100,-27000,0
24215,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-1523,27000,27000,-14400,-13500,-27000,-27000,-27000,-18810,-16200,0
24217,0,-27000,-27000,-20647,-27000,-27000,-27000,-26756,27000,-2454,-25200,-13500,-27000,-27000,-27000,-15000,-27000,0
24220,0,-27000,-11571,-23823,-27000,-27000,-27000,-16882,27000,-17181,-7200,-13500,-27000,-27000,-27000,-19170,-27000,0
24221,0,-27000,-27000,-17470,9000,-27000,-27000,-25415,27000,-12272,18000,-27000,-27000,-27000,-27000,-17400,-27000,0
24223,0,-27000,-27000,-17470,-27000,-27000,-18000,-23465,-27000,17181,19800,-27000,-27000,-27000,-27000,-19500,-27000,0
24224,0,-27000,-27000,-20647,-27000,-27000,-27000,-26390,27000,-7363,14400,0,-27000,-27000,-27000,-16000,-16200,0
24225,13500,-27000,-27000,-23823,-27000,-27000,-18000,-27000,27000,-2454,9000,-13500,-27000,-27000,-27000,-9300,-16200,0
24226,0,-27000,-19285,-20647,-27000,-27000,-27000,-13347,27000,2454,3600,-13500,-27000,-27000,-27000,-16470,-5400,0
24227,0,-27000,-19285,-27000,-27000,-27000,-18000,-18223,27000,17181,-12600,-13500,-27000,-27000,-27000,-13769,5400,0
24228,-13500,-27000,-19285,-23823,-9000,-27000,-27000,-26390,27000,27000,5400,-13500,-27000,-27000,-27000,-20200,-27000,0
24230,-13500,-27000,-27000,-23823,-27000,-27000,18000,-27000,27000,-12272,9000,27000,27000,-27000,-26068,-27000,-27000,0
24232,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-19198,27000,-7363,1800,0,-27000,-27000,-27000,-14000,-27000,0
24233,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-26756,27000,-12272,-5400,-13500,-27000,-27000,-27000,-15400,-27000,0
24234,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-18711,-27000,27000,-25200,0,-27000,-27000,-27000,-20500,-16200,0
24235,0,-27000,-27000,-17470,-27000,-27000,-27000,-9812,27000,7363,16200,-27000,-27000,-27000,-27000,-19775,-27000,0
24236,0,-27000,-27000,-14294,-9000,-27000,-27000,-20783,-27000,17181,21600,-13500,-27000,-27000,-27000,-20779,-27000,0
24238,0,-27000,-19285,-27000,-9000,-27000,-27000,-24318,27000,12272,-9000,-13500,-27000,-27000,-27000,-18100,-16200,0
24240,-13500,-27000,-27000,-23823,9000,-27000,-18000,-26878,27000,-12272,-18000,-27000,-27000,-27000,-27000,-17800,-27000,0
24241,0,-27000,-11571,-23823,-27000,-27000,-27000,-20417,27000,17181,23400,-27000,-27000,-27000,-27000,-17500,-16200,0
24243,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-18345,27000,-7363,-10800,-27000,-27000,-27000,-27000,-19000,-27000,0
24245,0,-27000,-27000,-17470,-27000,-27000,-27000,-11031,27000,17181,-21600,-13500,-27000,-27000,-27000,-12533,-16200,0
24246,0,-27000,-19285,-20647,-27000,-27000,-27000,-20051,27000,-2454,-10800,-27000,-27000,-27000,-27000,-17933,-16200,0
24250,0,-27000,-27000,-17470,-27000,-27000,-27000,-24683,-27000,17181,-18000,-27000,27000,-22846,-27000,-18000,-27000,0
24251,0,-21600,-27000,-20647,-27000,-27000,-27000,-15663,27000,2454,-7200,-13500,-27000,-27000,-27000,-14850,-5400,0
24253,0,-27000,-19285,-23823,-27000,-27000,-27000,-22367,27000,22090,21600,27000,-27000,-27000,-27000,-27000,-16200,0
24254,0,-27000,-11571,-17470,-9000,-27000,-27000,-16151,27000,27000,10800,-13500,-27000,-27000,-27000,-19520,-16200,0
24255,0,-27000,-27000,-14294,-9000,-27000,-27000,-23343,27000,22090,23400,-13500,-27000,-27000,-27000,-19520,-16200,0
24256,-13500,-27000,-27000,-14294,-9000,-27000,-27000,-6277,27000,2454,5400,-13500,-27000,-27000,-27000,-18500,-16200,0
24258,0,-27000,-27000,-23823,-9000,-27000,-27000,-15176,27000,-7363,5400,-13500,-27000,-27000,-27000,-15390,-16200,0
24259,0,-27000,-27000,-23823,-9000,-27000,-27000,-12494,27000,22090,-10800,-13500,-27000,-27000,-27000,-10890,-16200,0
24260,13500,-27000,-19285,-17470,-27000,-27000,-27000,-16882,27000,7363,-27000,-13500,-27000,-27000,-27000,-11530,-16200,0
24263,0,-21600,-27000,-23823,9000,-27000,-27000,-24074,27000,27000,7200,-27000,-27000,-27000,-27000,-13800,-27000,0
24264,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-19564,27000,27000,-19800,-13500,27000,-27000,-26068,-20209,-5400,0
24265,0,-27000,-19285,-14294,-27000,-27000,-27000,-19564,-27000,27000,25200,-13500,27000,-22846,-27000,-15840,-16200,0
24266,13500,-27000,-27000,-17470,-27000,-27000,-18000,-19930,27000,-17181,27000,-13500,-27000,-27000,-27000,-14670,-5400,0
24267,0,-27000,-27000,-17470,-27000,-27000,-27000,-18101,27000,27000,-27000,-27000,-27000,-27000,-27000,-19500,-27000,0
24268,-13500,-27000,-11571,-11117,-27000,-27000,-27000,-25171,27000,27000,7200,-13500,-27000,-27000,-27000,-18160,-27000,0
24270,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26634,-27000,17181,-27000,-13500,-27000,-27000,-27000,-15000,-16200,0
24271,0,-27000,-19285,-17470,-27000,-27000,-27000,-17492,27000,-7363,5400,-27000,-27000,-27000,-27000,-17000,-27000,0
24272,0,-16200,-27000,-17470,-27000,-27000,0,-27000,-27000,17181,-16200,-13500,-27000,-27000,-27000,-7400,-5400,0
24273,0,-21600,-27000,-17470,-27000,-27000,-27000,-26146,27000,-17181,14400,-13500,-27000,-27000,-27000,-9533,-5400,0
24275,-13500,-27000,-27000,-14294,-27000,-27000,-18000,-25659,27000,22090,-14400,-13500,-27000,-27000,-27000,-10637,-16200,0
24276,0,-27000,-27000,-20647,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-16100,-27000,0
24277,0,-27000,-11571,-20647,-27000,-27000,-27000,-22124,-27000,12272,5400,-13500,-27000,-27000,-27000,-17550,-5400,0
24279,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-22855,-27000,17181,0,-13500,-27000,-27000,-27000,-17055,-27000,0
24280,0,-27000,-11571,-23823,-27000,-27000,-9000,-24805,-27000,17181,27000,-13500,-27000,-27000,-27000,-19146,-16200,0
24281,0,-27000,-11571,-20647,-27000,-27000,-18000,-16151,27000,-12272,-14400,-13500,-27000,-27000,-27000,-19833,-16200,0
24282,0,-27000,-27000,-14294,-27000,-27000,-18000,-27000,-27000,27000,23400,-27000,-27000,-27000,-27000,-20975,-27000,0
24283,13500,-27000,-11571,-11117,-27000,-27000,-18000,-16273,27000,7363,12600,-13500,-27000,-27000,-27000,-11713,-27000,0
24284,0,-27000,-19285,-20647,-9000,-27000,-27000,-20051,27000,22090,-9000,-13500,-27000,-27000,-27000,-20563,-16200,0
24286,0,-27000,-27000,-17470,-9000,-27000,-27000,-9690,27000,-2454,-12600,-13500,-27000,-27000,-27000,-16080,-16200,0
24287,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-20539,27000,17181,-3600,-27000,-27000,-27000,-27000,-15000,-27000,0
24292,0,-27000,-11571,-20647,-27000,-27000,-27000,-11275,27000,-7363,-5400,-27000,-27000,-27000,-27000,-18925,-27000,0
24293,0,-27000,-19285,-20647,-27000,-27000,-27000,-11762,27000,-2454,1800,-13500,-27000,-27000,-27000,-17229,-5400,0
24294,-13500,-27000,-27000,-14294,9000,-27000,-27000,-14810,27000,12272,21600,-13500,-27000,-27000,-27000,-27000,-27000,0
24295,-13500,-27000,-27000,-20647,-9000,-27000,-27000,-27000,-27000,17181,-12600,-13500,-27000,-27000,-27000,-15296,-16200,0
24296,0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,7363,7200,-13500,-27000,-27000,-27000,-13100,-27000,0
24298,0,-27000,-11571,-4764,9000,-27000,-18000,-24927,27000,27000,-12600,-27000,-27000,-27000,-27000,-16180,-27000,0
24300,0,-27000,-27000,-23823,-27000,-27000,-27000,-26878,-27000,22090,-7200,27000,27000,-22846,-21413,-27000,-16200,0
24302,0,-27000,-11571,-17470,-27000,-27000,-27000,-24927,27000,22090,-7200,-13500,-27000,-27000,-27000,-19460,-16200,0
24303,0,-27000,-19285,-14294,-27000,-27000,-18000,-19198,27000,17181,5400,-27000,-27000,-27000,-27000,-17370,-27000,0
24304,0,-27000,-11571,-17470,-27000,-27000,-27000,-9446,27000,12272,12600,-13500,-27000,-27000,-27000,-14040,-5400,0
24305,-13500,-27000,-27000,-23823,-9000,-27000,-27000,-24562,27000,-2454,-14400,-13500,-27000,-27000,-27000,-16100,-16200,0
24306,0,-27000,-27000,-27000,-9000,-27000,-27000,-24318,27000,2454,19800,-13500,-27000,-27000,-27000,-27000,-16200,0
24307,0,-27000,-27000,-27000,-27000,-27000,-27000,-27000,-27000,22090,-3600,-13500,-27000,-27000,-27000,-27000,-5400,0
24308,0,-27000,-27000,-14294,-27000,-27000,-27000,-26878,-27000,22090,-10800,-13500,-27000,-27000,-27000,-18680,-27000,0
24310,0,-27000,-27000,-20647,-9000,-27000,-27000,-27000,27000,17181,-7200,-13500,-27000,-27000,-27000,-14000,-16200,0
24312,-13500,-27000,-27000,-20647,9000,-27000,-27000,-20173,-27000,12272,1800,-27000,-27000,-27000,-27000,-21200,-27000,0
24314,0,-27000,-19285,-17470,-27000,-27000,-27000,-15663,-27000,27000,-23400,-13500,-27000,-27000,-27000,-19775,-5400,0
24316,-13500,-27000,-19285,-11117,-27000,-27000,-27000,-27000,27000,17181,3600,0,-27000,-27000,-27000,-15000,-27000,0
24317,0,-27000,-11571,-23823,-27000,-27000,-27000,-2255,27000,17181,-14400,-27000,-27000,-27000,-27000,-18288,-27000,0
24318,0,-27000,-19285,-17470,-27000,-27000,-27000,-16638,27000,17181,-18000,-27000,-27000,-27000,-27000,-18500,-16200,0
24319,0,-27000,-19285,-17470,-27000,-27000,-27000,-25537,-27000,17181,-7200,0,-27000,-27000,-27000,-17000,-27000,0
24321,0,-27000,-27000,-17470,-27000,-27000,-18000,-21270,27000,12272,-27000,-13500,-27000,-27000,-27000,-14670,-5400,0
24323,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25293,27000,17181,18000,-27000,-27000,-27000,-27000,-17500,-27000,0
24324,0,-27000,-11571,-11117,9000,-27000,-18000,-2620,27000,27000,14400,-13500,-27000,-27000,-27000,-13994,-27000,0
24327,0,-27000,-11571,-20647,-27000,-27000,-27000,-25659,-27000,17181,12600,-27000,-27000,-27000,-27000,-18150,-27000,0
24331,0,-27000,-11571,-20647,-27000,-27000,-9000,-13835,27000,-12272,0,-13500,-27000,-27000,-27000,-19424,-27000,0
24332,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,0
24333,0,-27000,-27000,-20647,-27000,-27000,-27000,-14688,27000,-17181,3600,-13500,-27000,-27000,-27000,-19170,-27000,0
24334,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-23586,-27000,17181,23400,-27000,-27000,-27000,-27000,-14000,-27000,0
24335,0,-27000,-19285,-23823,-9000,-27000,-27000,-26512,27000,-27000,0,-13500,-27000,-27000,-27000,-21025,-16200,0
24336,-13500,-27000,-11571,-17470,-27000,-27000,-27000,-12981,27000,-22090,19800,-27000,-27000,-27000,-27000,-19400,-27000,0
24338,0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-17181,14400,-13500,-27000,-27000,-27000,-12900,-27000,0
24340,0,-27000,-19285,-23823,-27000,-27000,-27000,-7618,27000,-12272,-12600,-27000,-27000,-27000,-27000,-20000,-16200,0
24341,0,-27000,-19285,-23823,-27000,-27000,-27000,-22246,27000,-22090,-5400,-13500,-27000,-27000,-27000,-19170,-16200,0
24342,0,-27000,-27000,-23823,-9000,-27000,-27000,-18101,27000,-17181,1800,-13500,-27000,-27000,-27000,-20250,-16200,0
24343,0,-27000,-11571,-17470,-27000,-27000,-27000,-25293,27000,-22090,5400,-27000,-27000,-27000,-27000,-18300,-27000,0
24344,0,-27000,-11571,-23823,9000,-27000,-27000,-11031,-27000,7363,-1800,-27000,-27000,-27000,-27000,-17550,-27000,0
24345,0,-27000,-19285,-20647,-27000,-27000,-27000,-26756,27000,17181,-16200,-13500,-27000,-27000,-27000,-13653,-16200,0
24346,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-18467,27000,-2454,-23400,-27000,-27000,-27000,-27000,-18000,-27000,0
24347,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-12860,27000,-22090,21600,-13500,-27000,-27000,-27000,-27000,-27000,0
24349,0,-27000,-27000,-20647,9000,-27000,-27000,-23343,27000,12272,-27000,-13500,-27000,-27000,-27000,-11700,-5400,0
24350,0,-27000,-27000,-17470,-27000,-27000,-9000,-26756,27000,-27000,-16200,-13500,-27000,-27000,-27000,-19275,-27000,0
24352,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26756,-27000,22090,10800,0,-27000,-27000,-27000,-20500,-27000,0
24353,0,-27000,-27000,-20647,-9000,-27000,-27000,-24805,27000,-17181,16200,-27000,-27000,-27000,-27000,-19100,-27000,0
24354,13500,-27000,-27000,-20647,-27000,-27000,-27000,-24318,27000,17181,-19800,-27000,-27000,-27000,-27000,-15500,-27000,0
24355,0,-27000,-27000,-14294,-27000,-27000,-18000,-20539,27000,-17181,23400,-13500,-27000,-27000,-27000,-17140,-16200,0
24356,0,-27000,-19285,-23823,-27000,-27000,-18000,-18223,27000,-7363,-25200,-13500,-27000,-27000,-27000,-12060,-5400,0
24357,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,0
24358,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26268,27000,22090,12600,-27000,-27000,-27000,-27000,-19500,-27000,0
24360,0,-27000,-19285,-20647,-9000,-27000,-27000,-24683,27000,12272,12600,-13500,-27000,-27000,-27000,-13100,-16200,0
24361,0,-27000,-19285,-23823,-27000,-27000,-27000,-19564,-27000,17181,18000,-27000,-27000,-27000,-27000,-19776,-16200,0
24362,0,-27000,-27000,-17470,-27000,-27000,-27000,-20539,27000,17181,-21600,-13500,-27000,-27000,-27000,-15120,-5400,0
24363,-13500,-27000,-27000,-23823,-9000,-27000,-27000,-24196,27000,12272,0,-13500,-27000,-27000,-27000,-13100,-16200,0
24364,0,-27000,-11571,-23823,-27000,-27000,-27000,-24683,27000,-22090,9000,-27000,-27000,-27000,-27000,-20400,-27000,0
24367,0,-27000,-27000,-17470,-27000,-27000,-27000,-14322,-27000,27000,-23400,-27000,-27000,-27000,-27000,-19500,-27000,0
24368,0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,12272,-25200,-13500,-27000,-27000,-27000,-17590,-27000,0
24369,0,-27000,-19285,-23823,-9000,-27000,-27000,-27000,27000,-17181,18000,-13500,-27000,-27000,-27000,-13600,-27000,0
24372,0,-27000,-11571,-17470,-9000,-27000,-27000,-26634,27000,-7363,-7200,-27000,-27000,-27000,-27000,-17320,-16200,0
24375,0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,0
24377,0,-27000,-11571,-20647,-9000,-27000,-27000,-18467,27000,27000,-23400,-13500,-27000,-27000,-27000,-19520,-16200,0
24380,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,-27000,-16200,-13500,-27000,-27000,-27000,-18800,-27000,0
24381,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-12616,27000,-2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,0
24382,0,-27000,-27000,-20647,-27000,-27000,-27000,-23465,27000,27000,-25200,0,-27000,-27000,-27000,-18500,-27000,0
24384,0,-27000,-27000,-20647,-27000,-27000,-27000,-26024,-27000,17181,7200,-13500,-27000,-27000,-27000,-14400,-16200,0
24385,-13500,-27000,-27000,-23823,-27000,27000,-27000,-25049,27000,17181,5400,0,27000,-27000,-19551,-17200,-5400,0
24388,0,-27000,-11571,-23823,-9000,-27000,-27000,-15054,27000,17181,-12600,-13500,-27000,-27000,-27000,-16200,5400,0
24390,0,-27000,-19285,-20647,-27000,-27000,-27000,-23586,27000,27000,25200,-27000,-27000,-27000,-27000,-12833,-27000,0
24392,0,-27000,-19285,-20647,-27000,-27000,-27000,-914,27000,12272,12600,-27000,-27000,-27000,-27000,-18925,-16200,0
24393,0,-27000,-11571,-11117,-27000,-27000,-9000,-24562,-27000,12272,-27000,-27000,-27000,-27000,-27000,-18360,-16200,0
24394,0,-27000,-27000,-17470,-27000,-27000,-27000,-9568,27000,7363,16200,-27000,-27000,-27000,-27000,-17000,-27000,0
24395,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-26878,27000,-22090,-10800,-13500,-27000,-27000,-27000,-18400,-27000,0
24396,0,-27000,-19285,-20647,-27000,-27000,-27000,-18954,27000,-12272,-27000,-13500,-27000,-27000,-27000,-17730,-16200,0
24398,13500,-27000,-19285,-11117,-27000,-27000,-18000,-16638,27000,7363,10800,-13500,-27000,-27000,-27000,-10470,-27000,0
24400,0,-27000,-19285,-17470,-27000,-27000,-18000,-18223,27000,12272,5400,-13500,-27000,-27000,-27000,-21605,-16200,0
24401,0,-27000,-27000,-23823,-27000,-27000,-18000,-26268,27000,22090,0,-13500,-27000,-27000,-27000,-14900,-16200,0
