Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
12283,-13500,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-18000,-27000,1
12288,0,-27000,-19285,-20647,-27000,-27000,-27000,-792,27000,2454,-14400,-13500,-27000,-27000,-27000,-17370,-27000,1
12290,0,-27000,-27000,-23823,-27000,-27000,-27000,-1279,27000,22090,3600,-13500,-27000,-27000,-27000,-19170,-27000,1
12292,0,-27000,-27000,-20647,-9000,-27000,-27000,-8959,27000,-2454,1800,-13500,-27000,-27000,-27000,-15390,-27000,1
12294,13500,-27000,-19285,-17470,-27000,-27000,-18000,-23708,27000,2454,16200,-13500,-27000,-27000,-27000,-8767,-27000,1
12297,0,-27000,-19285,-23823,-27000,-27000,-27000,-22367,27000,-7363,-16200,-13500,-27000,-27000,-27000,-13410,-27000,1
12300,0,-21600,-27000,-20647,-27000,-27000,-27000,-16516,27000,7363,-12600,-13500,-27000,-27000,-27000,-14931,-16200,1
12302,13500,-27000,-11571,-23823,-27000,-27000,-27000,-22611,27000,-12272,-10800,-13500,-27000,-27000,-27000,-13230,-27000,1
12304,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-27000,-27000,-27000,-27000,-15500,-27000,1
12315,0,-27000,-27000,-23823,-9000,-27000,-27000,-20905,27000,17181,5400,-13500,-27000,-27000,-27000,-16200,-16200,1
12316,0,-27000,-27000,-20647,-27000,-27000,-27000,-14810,-27000,2454,-25200,-13500,-27000,-27000,-27000,-19350,-16200,1
12317,0,-27000,-27000,-20647,-27000,27000,-27000,-2498,27000,-7363,14400,-13500,-27000,-27000,-27000,-14300,-16200,1
12322,0,-27000,-19285,-17470,-27000,-27000,-27000,-6521,27000,22090,-16200,-13500,-27000,-27000,-27000,-9810,-16200,1
12323,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-27000,-27000,-27000,-27000,-14000,-27000,1
12332,0,-27000,-11571,-23823,-27000,-27000,-27000,-16638,-27000,2454,-19800,-13500,-27000,-27000,-27000,-21764,-27000,1
12333,0,-27000,-19285,-23823,-9000,-27000,-27000,-19198,27000,-7363,9000,-13500,-27000,-27000,-27000,-15390,-27000,1
12334,0,-27000,-19285,-27000,-9000,-27000,-27000,-25781,27000,-17181,-5400,-13500,-27000,-27000,-27000,-17300,-27000,1
12343,0,-27000,-19285,-20647,-27000,-27000,-27000,-3474,27000,-2454,7200,-27000,-27000,-27000,-27000,-15000,-27000,1
12344,0,-27000,-27000,-17470,-27000,-27000,-18000,-25659,27000,-2454,-3600,0,-27000,-27000,-27000,-18000,-27000,1
12348,0,-27000,-27000,-17470,-27000,-27000,-27000,-1036,27000,-2454,-16200,-27000,-27000,-27000,-27000,-14000,-27000,1
12349,0,-27000,-11571,-23823,9000,-27000,-27000,-10178,-27000,7363,10800,-27000,-27000,-27000,-27000,-17550,-27000,1
12350,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-27000,-27000,-27000,-27000,-16000,-27000,1
12353,0,-27000,-11571,-11117,-27000,-27000,-18000,-10909,27000,2454,27000,-13500,-27000,-27000,-27000,-14863,-27000,1
12356,0,-27000,-19285,-17470,-27000,-27000,-27000,-12616,27000,-2454,7200,-13500,-27000,-27000,-27000,-16014,-27000,1
12358,0,-27000,-27000,-20647,-27000,-27000,-18000,2255,27000,12272,25200,-13500,-27000,-27000,-27000,-12960,-27000,1
12359,0,-27000,-11571,-4764,-27000,-27000,-18000,-10056,27000,2454,-5400,-13500,-27000,-27000,-27000,-13901,-27000,1
12363,0,-27000,-19285,-20647,-9000,-27000,-27000,-25902,27000,-2454,1800,-13500,-27000,-27000,-27000,-14100,-16200,1
12366,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-12860,27000,-22090,21600,-27000,-27000,-27000,-27000,-20900,-27000,1
12368,0,-27000,-27000,-20647,-27000,-27000,-18000,-17979,27000,12272,19800,-13500,-27000,-27000,-27000,-12060,-27000,1
12371,0,-27000,-27000,-17470,-9000,-27000,-27000,-3108,27000,7363,25200,-13500,-27000,-27000,-27000,-18450,-27000,1
12372,0,-16200,-11571,-17470,9000,-27000,0,-21636,27000,-17181,3600,-13500,-27000,-27000,-27000,-5758,-27000,1
12375,0,-27000,-27000,-20647,-9000,-27000,-27000,-22367,27000,2454,18000,-13500,-27000,-27000,-27000,-14490,-16200,1
12376,0,-27000,-27000,-17470,-27000,-27000,-27000,-16760,-27000,7363,-18000,-13500,-27000,-27000,-27000,-19350,-16200,1
12377,0,-27000,-19285,-20647,-27000,-27000,-27000,-6521,27000,-12272,10800,-27000,-27000,-27000,-27000,-18500,-27000,1
12380,0,-21600,-19285,-27000,-27000,-27000,-27000,-4205,27000,7363,23400,-13500,-27000,-27000,-27000,-15750,-27000,1
12382,0,-16200,-27000,-14294,-27000,-27000,0,-4814,27000,27000,19800,-13500,-27000,-27000,-27000,-12550,-16200,1
12384,13500,-27000,-27000,-20647,-27000,-27000,-18000,-24074,27000,-2454,10800,-13500,-27000,-27000,-27000,-11300,-27000,1
12390,0,-27000,-11571,-20647,-9000,-27000,-27000,-13591,27000,-12272,-12600,-13500,-27000,-27000,-27000,-19350,-16200,1
12391,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-27000,-27000,-27000,-27000,-15500,-27000,1
12396,0,-27000,-19285,-27000,-27000,-27000,-27000,4449,27000,17181,0,-27000,-27000,-27000,-27000,-16000,-27000,1
12397,0,-27000,-27000,-20647,-27000,-27000,-27000,-5424,27000,-2454,-23400,-27000,-27000,-27000,-27000,-17000,-27000,1
12400,0,-27000,-27000,-20647,-27000,-27000,-27000,5058,27000,17181,9000,-27000,-27000,-27000,-27000,-16000,-27000,1
12401,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-24318,27000,12272,18000,-13500,-27000,-27000,-27000,-16360,-27000,1
12403,0,-27000,-27000,-20647,9000,-27000,-27000,2133,27000,-2454,-1800,-27000,-27000,-27000,-27000,-15780,-27000,1
12404,0,-27000,-27000,-23823,-27000,-27000,-27000,-17370,-27000,12272,3600,-13500,-27000,-27000,-27000,-18075,-27000,1
12410,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-60,27000,12272,23400,-13500,-27000,-27000,-27000,-15450,-5400,1
12415,0,-27000,-19285,-23823,-27000,-27000,-27000,-23830,27000,22090,5400,-13500,-27000,-27000,-27000,-16600,-16200,1
12419,0,-16200,-19285,-20647,-27000,-27000,0,-25902,-27000,7363,1800,-13500,-27000,-27000,-27000,-11700,-16200,1
12420,0,-27000,-27000,-17470,-27000,-27000,-27000,10056,27000,22090,-23400,-27000,-27000,-27000,-27000,-18100,-27000,1
12428,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-21392,27000,-17181,-23400,-13500,-27000,-27000,-27000,-19610,-27000,1
12431,0,-27000,-27000,-20647,-27000,-27000,-9000,1158,27000,7363,-9000,-13500,-27000,-27000,-27000,-18337,-27000,1
12439,0,-27000,-19285,-23823,-27000,-27000,-18000,-21148,27000,7363,-27000,-13500,-27000,-27000,-27000,-12060,-16200,1
12440,0,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-27000,16200,0,-27000,-27000,-27000,-20800,-27000,1
12444,0,-27000,11571,11117,-27000,-27000,-27000,-12250,27000,2454,3600,-27000,-27000,-27000,-27000,-19775,-27000,1
12445,0,-27000,-27000,-17470,-27000,-27000,-27000,-1036,27000,-2454,-16200,-27000,-27000,-27000,-27000,-14000,-27000,1
12446,0,-27000,-27000,-17470,-27000,-27000,-18000,-19076,27000,12272,-16200,-13500,-27000,-27000,-27000,-13319,-27000,1
12460,0,-27000,-27000,-20647,-27000,-27000,-27000,-16516,-27000,12272,-12600,0,-27000,-27000,-27000,-17000,-27000,1
12463,0,-27000,-19285,-23823,-27000,-27000,-27000,-9325,27000,2454,25200,-13500,-27000,-27000,-27000,-15570,-27000,1
12465,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-17613,27000,22090,12600,-13500,-27000,-27000,-27000,-18360,-27000,1
12468,0,-27000,-11571,-20647,-27000,-27000,-18000,-20539,27000,12272,-9000,-13500,-27000,-27000,-27000,-12060,-27000,1
12469,0,-27000,-11571,-17470,-27000,-27000,-27000,-3595,-27000,12272,16200,-27000,-27000,-27000,-27000,-16800,-27000,1
12470,-27000,-16200,-11571,-17470,-27000,-27000,-9000,3595,27000,7363,-3600,-13500,-27000,-27000,-27000,-18850,-16200,1
12472,0,-21600,-27000,-23823,-27000,-27000,-18000,-25781,27000,-2454,-3600,-13500,-27000,-27000,-27000,-15100,-27000,1
12476,0,-27000,-11571,-11117,-27000,-27000,-27000,-4205,27000,7363,21600,-13500,-27000,-27000,-27000,-17395,-27000,1
12480,0,-27000,-19285,-20647,9000,-27000,-27000,-14200,-27000,17181,-7200,-27000,-27000,-27000,-27000,-16000,-27000,1
12481,0,-27000,-27000,-20647,-9000,-27000,-27000,-23830,27000,-12272,-1800,-13500,-27000,-27000,-27000,-15500,-27000,1
12482,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-25537,27000,-7363,25200,-13500,-27000,-27000,-27000,-17298,-27000,1
12484,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-24562,27000,-7363,18000,13500,-27000,-27000,-27000,-16000,-27000,1
12486,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-7252,27000,17181,-3600,-27000,-27000,-27000,-27000,-15500,-27000,1
12488,-13500,-27000,-11571,-14294,-27000,-27000,-27000,-18589,27000,-2454,-7200,-27000,-27000,-27000,-27000,-15000,-27000,1
12489,0,-27000,-27000,-14294,-27000,-27000,-27000,-17979,27000,22090,-1800,-13500,-27000,-27000,-27000,-18160,-5400,1
12503,0,-27000,-19285,-17470,-27000,-27000,-18000,-4814,27000,17181,-18000,-13500,-27000,-27000,-27000,-14760,-16200,1
12504,0,-21600,-19285,-23823,-27000,-27000,-27000,-22733,27000,12272,18000,-13500,-27000,-27000,-27000,-13680,-16200,1
12507,0,-27000,-19285,-17470,-27000,-27000,-27000,-12006,-27000,2454,-5400,-13500,-27000,-27000,-27000,-19350,-27000,1
12509,0,-27000,-19285,-20647,-9000,-27000,-27000,-15419,27000,7363,-27000,-13500,-27000,-27000,-27000,-16290,-27000,1
12510,0,-27000,-11571,-17470,-27000,-27000,-27000,1645,27000,7363,-7200,-13500,-27000,-27000,-27000,-17905,-16200,1
12511,0,-27000,-11571,-20647,-27000,-27000,-18000,-12981,27000,7363,18000,-13500,-27000,-27000,-27000,-13860,-27000,1
12512,0,-27000,-27000,-23823,-27000,-27000,-27000,-14200,27000,-12272,-18000,-27000,-27000,-27000,-27000,-19500,-27000,1
12520,0,-27000,-11571,-17470,-27000,-27000,-27000,4571,27000,17181,-25200,-13500,-27000,-27000,-27000,-17390,-27000,1
12523,13500,-27000,-11571,-23823,-27000,-27000,-18000,-24683,27000,7363,-3600,-13500,-27000,-27000,-27000,-7900,-16200,1
12525,0,-27000,-27000,-23823,-9000,-27000,-27000,-11275,27000,2454,-18000,-13500,-27000,-27000,-27000,-15750,-27000,1
12526,0,-27000,-19285,-23823,9000,-27000,-27000,3108,27000,-2454,-18000,-27000,-27000,-27000,-27000,-15500,-16200,1
12530,0,-21600,-11571,-14294,-27000,-27000,-27000,-17735,27000,17181,-7200,-13500,-27000,-27000,-27000,-13500,-16200,1
12534,0,-27000,-19285,-20647,-27000,-27000,-18000,-21027,27000,-2454,-23400,-13500,-27000,-27000,-27000,-13860,-27000,1
12536,0,-27000,-27000,-17470,-27000,-27000,-27000,-3474,-27000,17181,-1800,-27000,-27000,-27000,-27000,-20500,-27000,1
12539,13500,-27000,-27000,-17470,-27000,-27000,-27000,-26024,27000,-22090,-21600,-13500,-27000,-27000,-27000,-14300,-27000,1
12543,0,-27000,-27000,-20647,9000,-27000,-27000,7862,27000,12272,0,-27000,-27000,-27000,-27000,-15300,-16200,1
12549,13500,-27000,-27000,-17470,-27000,-27000,-27000,-9081,27000,-2454,-25200,-27000,-27000,-27000,-27000,-14600,-16200,1
12553,-13500,-27000,3857,-7941,-27000,-27000,-18000,-26634,27000,-7363,-27000,13500,-27000,-27000,-27000,-16000,-27000,1
12555,0,-27000,-19285,-20647,9000,-27000,-27000,-2620,27000,12272,5400,-13500,-27000,-27000,-27000,-10890,-5400,1
12558,0,-27000,-27000,-17470,-27000,-27000,-27000,10056,27000,22090,-23400,-27000,-27000,-27000,-27000,-18100,-27000,1
12560,13500,-27000,-27000,-23823,-27000,-27000,-18000,-19320,27000,-2454,-9000,-13500,-27000,-27000,-27000,-11069,-27000,1
12561,0,-27000,-11571,-17470,-9000,-27000,-27000,-23830,27000,17181,0,-13500,-27000,-27000,-27000,-15100,-16200,1
12563,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-27000,-27000,-27000,-27000,-14000,-27000,1
12565,0,-27000,-19285,-20647,-27000,-27000,-27000,-20051,27000,-12272,-9000,-13500,-27000,-27000,-27000,-16470,-27000,1
12567,0,-27000,-27000,-20647,9000,-27000,-27000,-14566,-27000,17181,0,-27000,-27000,-27000,-27000,-16850,-27000,1
12571,0,-27000,-27000,-23823,-27000,-27000,-27000,-13347,27000,12272,-14400,-13500,-27000,-27000,-27000,-14040,-27000,1
12575,0,-27000,-11571,-23823,-27000,-27000,-27000,-5180,27000,17181,-27000,-13500,-27000,-27000,-27000,-16110,-16200,1
12582,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-24927,27000,-2454,12600,-13500,-27000,-27000,-27000,-17500,-16200,1
12585,0,-27000,-19285,-20647,-9000,-27000,-27000,-23465,27000,7363,-1800,-13500,-27000,-27000,-27000,-14027,-16200,1
12587,0,-27000,-27000,-17470,-27000,-27000,-27000,1036,27000,17181,5400,-13500,-27000,-27000,-27000,-17370,-27000,1
12592,0,-27000,-27000,-17470,-27000,-27000,-27000,-16395,27000,-12272,-3600,-13500,-27000,-27000,-27000,-17370,-27000,1
12596,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-13225,27000,-7363,-12600,-13500,-27000,-27000,-27000,-18075,-27000,1
12599,0,-27000,-11571,-23823,-27000,-27000,-27000,-11519,-27000,7363,0,-27000,-27000,-27000,-27000,-20625,-16200,1
12600,0,-16200,-3857,-11117,-27000,-27000,0,-26146,27000,12272,16200,-13500,-27000,-27000,-27000,-1850,-27000,1
12604,0,-27000,-19285,-20647,-27000,-27000,-27000,23952,27000,12272,18000,-27000,-27000,-27000,-27000,-19500,-27000,1
12605,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-1523,27000,12272,23400,-13500,-27000,-27000,-27000,-15865,-27000,1
12607,0,-27000,-27000,-17470,-27000,-27000,-27000,-7740,27000,-12272,-7200,-13500,-27000,-27000,-27000,-16300,-27000,1
12609,0,-27000,-11571,-23823,-27000,-27000,-18000,-2376,27000,17181,10800,-13500,-27000,-27000,-27000,-16020,-27000,1
12611,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-22855,27000,-17181,12600,-13500,-27000,-27000,-27000,-15750,-27000,1
12614,0,-27000,-27000,-20647,-27000,-27000,-18000,-26512,27000,12272,-5400,-13500,-27000,-27000,-27000,-14564,-27000,1
12617,13500,-27000,-11571,-23823,-27000,-27000,-18000,-3108,27000,7363,21600,-13500,-27000,-27000,-27000,-14130,-27000,1
12622,0,-27000,3857,-11117,-27000,-27000,-27000,-16151,27000,-2454,18000,-13500,-27000,-27000,-27000,-15970,-27000,1
12624,0,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-7363,-25200,-13500,-27000,-27000,-27000,-14310,-27000,1
12625,0,-27000,-27000,-23823,-27000,-27000,-27000,27000,27000,-12272,23400,-27000,-27000,-27000,-27000,-20500,-27000,1
12629,0,-27000,-27000,-14294,-27000,-27000,-27000,-24196,27000,-22090,-10800,-13500,-27000,-27000,-27000,-19720,-27000,1
12632,-13500,-27000,-11571,-14294,-27000,-27000,-27000,2864,27000,2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,1
12635,0,-27000,-11571,-20647,-9000,-27000,-27000,-1645,27000,2454,25200,-13500,-27000,-27000,-27000,-18925,-27000,1
12636,0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,-7363,-5400,-27000,-27000,-27000,-27000,-17500,-27000,1
12637,-13500,-27000,-11571,-14294,-27000,-27000,-27000,2864,27000,2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,1
12638,0,-27000,-11571,-14294,-9000,-27000,-27000,-3352,27000,17181,-14400,-13500,-27000,-27000,-27000,-16440,-16200,1
12645,-13500,-27000,-19285,-23823,-27000,-27000,-27000,-19686,27000,-12272,25200,-13500,-27000,-27000,-27000,-14850,-27000,1
12648,13500,-27000,-27000,-20647,-27000,-27000,-18000,-21270,27000,-2454,10800,-13500,-27000,-27000,-27000,-13590,-27000,1
12650,0,-27000,-19285,-20647,-27000,-27000,-27000,-19442,27000,-17181,-21600,-13500,-27000,-27000,-27000,-18970,-27000,1
12652,0,-27000,-11571,-20647,-27000,-27000,-27000,-14932,-27000,17181,25200,-27000,-27000,-27000,-27000,-20500,-27000,1
12655,0,-27000,-27000,-20647,9000,-27000,-27000,8593,27000,2454,9000,-27000,-27000,-27000,-27000,-15500,-27000,1
12660,0,-27000,-19285,-20647,-27000,-27000,-18000,-9081,27000,7363,10800,-13500,-27000,-27000,-27000,-15120,-27000,1
12676,0,-27000,-19285,-27000,-27000,-27000,-27000,-17004,27000,-2454,19800,-13500,-27000,-27000,-27000,-17370,-27000,1
12683,0,-27000,-27000,-20647,-27000,-27000,-18000,-26268,27000,-22090,-19800,-13500,-27000,-27000,-27000,-16400,-27000,1
12686,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-7363,14400,-13500,-27000,-27000,-27000,-13500,-27000,1
12687,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-25781,27000,22090,-16200,13500,-27000,-27000,-27000,-19100,-27000,1
12689,0,-27000,-19285,-27000,-27000,-27000,-27000,-9812,-27000,12272,7200,-27000,-27000,-27000,-27000,-18000,-27000,1
12693,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-13225,27000,-7363,27000,0,-27000,-27000,-27000,-17000,-27000,1
12694,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,-22090,21600,-27000,-27000,-27000,-27000,-21000,-27000,1
12697,0,-27000,-11571,-23823,-27000,-27000,-18000,-8837,27000,7363,7200,-13500,-27000,-27000,-27000,-15120,-27000,1
12704,13500,-27000,-11571,-20647,-27000,-27000,-18000,-25415,27000,-17181,18000,-13500,-27000,-27000,-27000,-9050,-27000,1
12707,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4936,27000,17181,-9000,-27000,-27000,-27000,-27000,-15000,-27000,1
12708,0,-27000,-19285,-20647,-9000,-27000,-27000,-8106,27000,7363,10800,-13500,-27000,-27000,-27000,-17550,-27000,1
12710,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6643,27000,17181,-19800,-27000,-27000,-27000,-27000,-19180,-27000,1
12711,0,-16200,-27000,-17470,-27000,-27000,0,-24318,27000,-2454,0,-13500,-27000,-27000,-27000,-4900,-27000,1
12712,0,-27000,-27000,-20647,-27000,-27000,-27000,426,27000,7363,-7200,-13500,-27000,-27000,-27000,-17370,-27000,1
12713,0,-27000,-19285,-14294,-27000,-27000,-18000,-13591,27000,12272,9000,-13500,-27000,-27000,-27000,-12060,-16200,1
12714,0,-21600,-11571,-11117,-27000,-27000,-27000,-10909,27000,2454,-25200,-13500,-27000,-27000,-27000,-15525,-5400,1
12715,0,-27000,-19285,-14294,-27000,-27000,-27000,-4693,27000,7363,-23400,-27000,-27000,-27000,-27000,-15800,-16200,1
12720,0,-27000,-19285,-27000,-9000,-27000,-27000,-26878,27000,-22090,-3600,-13500,-27000,-27000,-27000,-19100,-27000,1
12723,0,-27000,-11571,-27000,-27000,-27000,-27000,-21148,27000,-7363,23400,-13500,-27000,-27000,-27000,-14850,-27000,1
12725,0,-27000,-27000,-17470,-27000,-27000,-18000,11153,27000,27000,-27000,-13500,-27000,-27000,-27000,-17820,-16200,1
12728,0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-15500,-16200,1
12729,0,-27000,-19285,-20647,-27000,-27000,-27000,5546,27000,12272,25200,-27000,-27000,-27000,-27000,-17500,-27000,1
12730,0,-21600,-27000,-20647,-27000,-27000,-27000,-7862,27000,2454,-3600,-13500,-27000,-27000,-27000,-14850,-5400,1
12735,0,-21600,-19285,-17470,9000,-27000,-27000,-22855,27000,7363,-1800,-13500,-27000,-27000,-27000,-7515,-27000,1
12738,13500,-27000,11571,11117,-27000,-27000,-18000,-1645,27000,12272,-7200,-13500,-27000,-27000,-27000,-11955,-27000,1
12743,0,-27000,-27000,-20647,-27000,-27000,-18000,-19808,27000,-12272,-1800,-13500,-27000,-27000,-27000,-14220,-27000,1
12746,0,-27000,-27000,-20647,-9000,-27000,-27000,-18467,27000,-17181,-12600,-13500,-27000,-27000,-27000,-20250,-16200,1
12748,0,-27000,-19285,-23823,-9000,-27000,-27000,5668,27000,17181,-27000,-13500,-27000,-27000,-27000,-17460,-27000,1
12751,0,-27000,-11571,-27000,-27000,-27000,-27000,-16638,27000,17181,25200,-13500,-27000,-27000,-27000,-17910,-16200,1
12757,0,-27000,-19285,-14294,-27000,-27000,-27000,-16029,27000,-17181,-16200,-13500,-27000,-27000,-27000,-19605,-27000,1
12758,13500,-27000,-19285,-23823,-27000,-27000,-18000,-19076,27000,2454,-12600,-13500,-27000,-27000,-27000,-12150,-27000,1
12760,0,-16200,-11571,-17470,-27000,-27000,0,-8106,27000,27000,23400,-13500,-27000,-27000,-27000,-12141,-16200,1
12765,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-27000,-27000,-27000,-27000,-16000,-27000,1
12766,0,-27000,-27000,-20647,-27000,-27000,-18000,-9446,27000,-7363,-18000,-13500,-27000,-27000,-27000,-15570,-16200,1
12767,0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-15500,-16200,1
12768,0,-27000,-19285,-17470,-9000,-27000,-27000,-19930,27000,-17181,9000,-13500,-27000,-27000,-27000,-18670,-16200,1
12772,0,-27000,-11571,-20647,-27000,-27000,-9000,-19442,27000,12272,-21600,-13500,-27000,-27000,-27000,-17377,-27000,1
12781,0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,-7363,7200,-13500,-27000,-27000,-27000,-18144,-27000,1
12783,0,-27000,-27000,-14294,-9000,-27000,-27000,-7984,27000,-2454,-14400,-13500,-27000,-27000,-27000,-17012,-16200,1
12784,0,-27000,-27000,-23823,9000,-27000,-27000,-4571,27000,7363,1800,-13500,-27000,-27000,-27000,-13050,-16200,1
12786,0,-27000,-11571,-20647,-27000,-27000,-27000,-21636,27000,-2454,5400,-13500,-27000,-27000,-27000,-16155,-27000,1
12788,0,-16200,-11571,-17470,-27000,-27000,0,-5302,27000,17181,21600,-13500,-27000,-27000,-27000,-10710,-5400,1
12792,0,-21600,-19285,-14294,-27000,-27000,-27000,2133,27000,27000,18000,-13500,-27000,-27000,-27000,-17735,-27000,1
12793,0,-27000,-19285,-20647,-27000,-27000,-18000,-15907,27000,-2454,-23400,-27000,-27000,-27000,-27000,-17905,-27000,1
12797,0,-27000,-11571,-11117,-27000,-27000,-27000,-7862,27000,17181,10800,-13500,-27000,-27000,-27000,-16714,-5400,1
12799,-13500,-27000,-11571,-14294,-27000,-27000,-27000,-18589,27000,-2454,-7200,-27000,-27000,-27000,-27000,-15000,-27000,1
12803,0,-27000,-11571,-20647,-27000,-27000,-27000,-1279,27000,17181,9000,-13500,-27000,-27000,-27000,-19724,-27000,1
12804,0,-27000,-11571,-11117,-27000,-27000,-27000,3108,27000,12272,18000,-13500,-27000,-27000,-27000,-16970,-16200,1
12810,0,-27000,-27000,-20647,-27000,-27000,-27000,-1279,27000,-7363,7200,-27000,-27000,-27000,-27000,-17000,-27000,1
12812,0,-27000,-27000,-23823,-27000,-27000,-27000,-12250,27000,-2454,-12600,-27000,-27000,-27000,-27000,-15000,-27000,1
12817,0,-16200,-27000,-17470,-27000,-27000,0,-20295,27000,17181,-18000,-13500,-27000,-27000,-27000,-7920,-27000,1
12820,0,-27000,-27000,-20647,-27000,-27000,-18000,-24805,27000,-7363,-5400,-13500,-27000,-27000,-27000,-11400,-27000,1
