Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
12085,13500,-27000,-11571,-20647,-27000,-27000,-18000,-22855,27000,7363,21600,-13500,-27000,-27000,-27000,-11902,-5400,0
12087,0,-27000,-27000,-23823,-9000,-27000,-27000,-23830,27000,17181,21600,-13500,-27000,-27000,-27000,-16000,-5400,0
12088,0,-27000,-11571,-27000,-9000,-27000,-27000,-24562,27000,12272,-9000,-13500,-27000,-27000,-27000,-18100,-5400,0
12089,0,-27000,-11571,-11117,-27000,-27000,-27000,-2864,27000,17181,10800,-27000,-27000,-27000,-27000,-18925,-27000,0
12090,0,-27000,-27000,-14294,-27000,-27000,-27000,-22733,27000,7363,25200,-13500,-27000,-27000,-27000,-15100,-5400,0
12091,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26634,27000,-7363,21600,-13500,-27000,-27000,-27000,-11500,-16200,0
12093,0,-27000,-19285,-17470,-27000,-27000,-27000,-12981,27000,7363,10800,-27000,-27000,-27000,-27000,-19775,-27000,0
12094,0,-27000,-27000,-23823,-27000,-27000,-18000,-26756,27000,12272,25200,-13500,-27000,-27000,-27000,-6500,-16200,0
12096,0,-27000,-27000,-17470,9000,-27000,-27000,-26878,27000,12272,23400,0,-27000,-27000,-27000,-12400,-27000,0
12100,0,-27000,-11571,-23823,-27000,-27000,-27000,-27000,-27000,7363,10800,-13500,-27000,-27000,-27000,-16333,-27000,0
12101,0,-27000,-27000,-23823,-27000,-27000,-27000,-22367,27000,22090,-7200,-13500,-27000,-27000,-27000,-14000,-5400,0
12102,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-26634,27000,22090,-10800,13500,-27000,-27000,-27000,-17500,-27000,0
12103,0,-27000,-11571,-23823,-27000,-27000,-9000,12006,27000,7363,7200,-13500,-27000,-27000,-27000,-17505,-16200,0
12105,-13500,-27000,-27000,-20647,-27000,-27000,-18000,-26756,27000,22090,-25200,13500,-27000,-27000,-27000,-17600,-27000,0
12107,0,-27000,-27000,-17470,-27000,-27000,-27000,-20905,27000,-27000,-3600,-27000,-27000,-27000,-27000,-21800,-5400,0
12108,0,-27000,-19285,-20647,-27000,-27000,-27000,-26390,-27000,17181,5400,-27000,-27000,-27000,-27000,-18000,-27000,0
12112,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-8593,27000,-27000,5400,-27000,-27000,-27000,-27000,-19900,-27000,0
12114,0,-27000,-27000,-20647,-27000,-27000,-27000,-17370,-27000,22090,-5400,-27000,-27000,-27000,-27000,-19500,-27000,0
12115,0,-27000,-19285,-17470,-27000,-27000,-18000,-21027,27000,-17181,-10800,-13500,-27000,-27000,-27000,-20451,-16200,0
12116,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26268,27000,17181,-5400,-13500,-27000,-27000,-27000,-17500,-27000,0
12117,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26146,27000,-27000,-21600,-13500,-27000,-27000,-27000,-18700,-27000,0
12118,0,-27000,-11571,-23823,-27000,-27000,-18000,-22977,27000,-2454,5400,-13500,-27000,-27000,-27000,-14760,-5400,0
12119,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-19808,27000,-27000,21600,-27000,-27000,-27000,-27000,-18900,-27000,0
12121,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-20539,27000,17181,-3600,-27000,-27000,-27000,-27000,-15000,-27000,0
12122,0,-27000,-11571,-23823,-27000,-27000,-18000,-22124,-27000,22090,-16200,-27000,-27000,-27000,-27000,-21000,-27000,0
12123,0,-27000,-27000,-20647,-27000,-27000,-18000,-10909,27000,-7363,19800,-13500,-27000,-27000,-27000,-12510,-16200,0
12125,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-22733,-27000,17181,-14400,-13500,-27000,-27000,-27000,-17595,-16200,0
12127,0,-27000,-27000,-20647,-27000,-27000,-27000,-18467,27000,-2454,-23400,-27000,-27000,-27000,-27000,-17000,-27000,0
12128,0,-27000,-27000,-17470,-27000,-27000,-27000,-9568,27000,7363,16200,-27000,-27000,-27000,-27000,-17000,-27000,0
12130,0,-27000,-19285,-17470,-27000,-27000,-18000,-13469,27000,-2454,-12600,-13500,-27000,-27000,-27000,-13740,-16200,0
12131,0,-27000,-19285,-20647,-27000,-27000,-27000,-20051,27000,-2454,-10800,-27000,-27000,-27000,-27000,-17933,-16200,0
12132,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-19198,-27000,12272,16200,-13500,-27000,-27000,-27000,-8000,-16200,0
12133,0,-21600,-11571,-11117,-27000,-27000,-27000,4693,27000,17181,10800,-13500,-27000,-27000,-27000,-16132,5400,0
12134,0,-27000,-11571,-23823,-9000,-27000,-27000,-24318,27000,-27000,-12600,-13500,-27000,-27000,-27000,-20425,-27000,0
12135,-13500,-27000,-27000,-23823,-9000,-27000,-27000,-22611,27000,17181,-5400,-13500,-27000,-27000,-27000,-16740,-5400,0
12136,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26512,27000,12272,-1800,-13500,-27000,-27000,-27000,-11100,-5400,0
12137,0,-27000,-27000,-23823,-9000,-27000,-27000,-11031,27000,2454,-16200,-13500,-27000,-27000,-27000,-16650,-16200,0
12139,0,-21600,-19285,-17470,-27000,27000,-27000,-21758,27000,-17181,9000,-13500,-27000,-27000,-27000,-14900,-5400,0
12142,0,-27000,-27000,-23823,-27000,-27000,-27000,-19320,27000,2454,12600,-13500,-27000,-27000,-27000,-16470,-16200,0
12143,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-26146,27000,12272,-5400,-13500,-27000,-27000,-27000,-8600,-5400,0
12144,13500,-27000,-27000,-20647,-27000,-27000,-18000,-16760,27000,12272,-12600,-13500,-27000,-27000,-27000,-9270,-5400,0
12146,0,-27000,-27000,-17470,-27000,-27000,0,-15297,27000,17181,-5400,-13500,-27000,-27000,-27000,-7920,-5400,0
12147,0,-27000,-19285,-20647,-27000,-27000,-27000,-25659,-27000,27000,-9000,-27000,-27000,-27000,-27000,-21200,-27000,0
12148,0,-27000,3857,-11117,-27000,-27000,-27000,-60,27000,7363,-3600,-13500,-27000,-27000,-27000,-17905,-16200,0
12149,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-23465,27000,-12272,3600,-13500,-27000,-27000,-27000,-17267,-27000,0
12151,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-24440,-27000,27000,1800,0,-27000,-27000,-27000,-20500,-27000,0
12152,13500,-27000,-11571,-23823,-27000,-27000,-18000,-16395,27000,17181,12600,-13500,-27000,-27000,-27000,-12810,-27000,0
12153,0,-27000,-27000,-14294,-27000,-27000,-27000,-26756,27000,-27000,19800,-27000,-27000,-27000,-27000,-22450,-27000,0
12154,0,-27000,-19285,-17470,-27000,-27000,-27000,-21392,27000,-17181,-3600,-13500,-27000,-27000,-27000,-21341,-16200,0
12155,0,-27000,-27000,-20647,-27000,-27000,-27000,-23465,27000,17181,-19800,-13500,-27000,-27000,-27000,-11800,-5400,0
12156,0,-27000,-11571,-11117,-27000,-27000,-18000,-24683,-27000,17181,23400,-13500,-27000,-27000,-27000,-15489,-16200,0
12157,0,-27000,-19285,-20647,-27000,-27000,-27000,-11031,27000,2454,-21600,-13500,-27000,-27000,-27000,-16470,-16200,0
12159,13500,-27000,-27000,-23823,-27000,27000,-18000,-26634,27000,7363,14400,-13500,-27000,-27000,-27000,-8200,5400,0
12160,0,-27000,-27000,-20647,-27000,-27000,-27000,-21148,27000,12272,-3600,-27000,-27000,-27000,-27000,-14000,-27000,0
12162,13500,-27000,-19285,-20647,-27000,-27000,-18000,-24562,27000,2454,-9000,-13500,-27000,-27000,-27000,-8300,-27000,0
12164,0,-27000,-27000,-23823,-27000,-27000,-27000,-21148,27000,-22090,-18000,-13500,-27000,-27000,-27000,-18970,-27000,0
12165,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26146,27000,-7363,-12600,0,-27000,-27000,-27000,-17500,-27000,0
12166,0,-27000,-27000,-20647,-9000,-27000,-27000,-25902,27000,-22090,12600,-13500,-27000,-27000,-27000,-18900,-27000,0
12167,0,-27000,-27000,-20647,-9000,-27000,-27000,-19320,27000,-12272,18000,-13500,-27000,-27000,-27000,-17505,-5400,0
12169,0,-21600,-27000,-20647,-27000,-27000,0,-11275,27000,2454,10800,-13500,-27000,-27000,-27000,-13001,-5400,0
12171,0,-27000,-19285,-20647,-27000,-27000,-18000,-21392,-27000,22090,-18000,-27000,-27000,-27000,-27000,-21000,-16200,0
12172,0,-16200,-19285,-23823,-27000,-27000,0,-26634,27000,-17181,9000,-13500,-27000,-27000,-27000,-8900,-27000,0
12173,0,-16200,-27000,-20647,-27000,-27000,0,-24562,27000,7363,-10800,-13500,-27000,-27000,-27000,-3900,-16200,0
12174,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-22611,-27000,17181,1800,-13500,-27000,-27000,-27000,-16740,-5400,0
12175,-13500,-27000,-27000,-23823,-27000,-27000,-18000,-25902,27000,-7363,18000,13500,27000,-27000,-26068,-16000,-27000,0
12176,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26268,27000,-7363,-12600,0,-27000,-27000,-27000,-17080,-27000,0
12177,0,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,2454,-12600,-13500,-27000,-27000,-27000,-12233,-16200,0
12178,0,-27000,-27000,-20647,9000,-27000,-27000,-27000,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,0
12179,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-24927,27000,-27000,12600,-13500,-27000,-27000,-27000,-18900,-27000,0
12180,0,-27000,-27000,-20647,-27000,27000,-27000,-26268,27000,-17181,-25200,0,27000,-27000,-25137,-19200,-27000,0
12182,0,-21600,-11571,-23823,-27000,-27000,-27000,-16395,27000,27000,1800,-27000,-27000,-27000,-27000,-18000,-27000,0
12183,0,-27000,-19285,-20647,-27000,-27000,-27000,-13103,-27000,2454,19800,-13500,-27000,-27000,-27000,-19350,-5400,0
12184,0,-27000,-11571,-23823,-27000,-27000,-27000,-11275,27000,12272,-9000,-27000,-27000,-27000,-27000,-18925,-27000,0
12185,0,-27000,-11571,-23823,-27000,-27000,-27000,3474,27000,12272,-23400,-13500,-27000,-27000,-27000,-17070,-16200,0
12186,0,-16200,-11571,-20647,-27000,-27000,0,-20783,27000,12272,-9000,-13500,-27000,-27000,-27000,-6210,-5400,0
12187,0,-27000,-27000,-20647,9000,-27000,-27000,-27000,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,0
12189,0,-27000,-27000,-17470,-27000,-27000,-27000,-7252,-27000,12272,1800,-27000,-27000,-27000,-27000,-20000,-27000,0
12190,0,-27000,-11571,-20647,-27000,-27000,9000,-16029,27000,-7363,7200,-27000,-27000,-27000,-27000,-14692,-27000,0
12191,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-8593,27000,-27000,5400,-27000,-27000,-27000,-27000,-19000,-27000,0
12193,0,-27000,-11571,-17470,-27000,-27000,-27000,-19686,27000,-12272,-25200,-27000,-27000,-27000,-27000,-19500,-27000,0
12194,0,-27000,-19285,-20647,-27000,-27000,-9000,304,-27000,17181,-25200,-27000,-27000,-27000,-27000,-20500,-16200,0
12195,0,-27000,-11571,-23823,-27000,-27000,-27000,-23465,27000,-27000,-25200,-27000,-27000,-27000,-27000,-21000,-27000,0
12197,0,-27000,-11571,-23823,-27000,-27000,-27000,-27000,-27000,7363,-1800,-13500,-27000,-27000,-27000,-18000,-27000,0
12200,0,-21600,-27000,-23823,-27000,-27000,-18000,-26878,27000,-2454,-14400,-13500,-27000,-27000,-27000,-13100,-5400,0
12201,0,-27000,-11571,-23823,-9000,-27000,-27000,-22855,27000,17181,-25200,-13500,-27000,-27000,-27000,-16200,-5400,0
12202,0,-27000,-27000,-20647,-27000,-27000,-27000,-24562,27000,2454,21600,-13500,-27000,-27000,-27000,-14740,-27000,0
12203,0,-27000,-11571,-20647,9000,-27000,-18000,-17126,27000,-12272,14400,-13500,-27000,-27000,-27000,-15822,-16200,0
12204,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,0
12205,0,-27000,-19285,-23823,9000,-27000,-27000,-26146,27000,-7363,9000,-27000,-27000,-27000,-27000,-15800,-16200,0
12211,0,-27000,-11571,-20647,-27000,-27000,-18000,-22977,27000,22090,-7200,-27000,-27000,-27000,-27000,-19180,-16200,0
12212,0,-27000,-19285,-17470,9000,-27000,-27000,-23586,27000,-12272,-9000,-13500,-27000,-27000,-27000,-12275,-16200,0
12213,0,-27000,-27000,-14294,-27000,-27000,-27000,-19320,27000,-12272,18000,-27000,-27000,-27000,-27000,-18925,-27000,0
12214,13500,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-27000,16200,0,-27000,-27000,-27000,-17500,-16200,0
12215,0,-27000,-27000,-23823,9000,-27000,-27000,-22002,-27000,12272,-21600,-27000,-27000,-27000,-27000,-16000,-27000,0
12216,0,-27000,-11571,-20647,-27000,-27000,-27000,-5180,27000,17181,21600,-13500,-27000,-27000,-27000,-17910,-16200,0
12217,-13500,-27000,-19285,-23823,-27000,-27000,-27000,-15785,27000,17181,-23400,-13500,-27000,-27000,-27000,-15660,5400,0
12218,0,-27000,-27000,-20647,-9000,-27000,-27000,-26878,27000,-7363,27000,-13500,-27000,-27000,-27000,-15100,-16200,0
12219,0,-27000,-11571,-23823,-27000,-27000,-27000,-14810,-27000,27000,-7200,-13500,-27000,-27000,-27000,-19775,-5400,0
12221,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-27000,-27000,12272,9000,0,27000,-27000,-26068,-20500,-27000,0
12222,0,-27000,-27000,-11117,-9000,-27000,-27000,-26512,27000,-17181,-1800,-27000,-27000,-27000,-27000,-21050,-27000,0
12223,-13500,-27000,-11571,-17470,-27000,-27000,-27000,-19686,-27000,12272,-21600,-13500,-27000,-27000,-27000,-18925,-27000,0
12225,0,-27000,-27000,-17470,-27000,-27000,-27000,4083,27000,27000,19800,-27000,-27000,-27000,-27000,-20736,-27000,0
12226,0,-27000,-11571,-23823,-27000,-27000,-27000,-60,-27000,17181,-10800,-27000,-27000,-27000,-27000,-20500,-27000,0
12228,-13500,-21600,-27000,-23823,-27000,-27000,-27000,-26878,27000,-2454,-16200,27000,-27000,-27000,-27000,-27000,-16200,0
12229,0,-21600,-11571,-20647,9000,-27000,-27000,-17492,27000,17181,9000,-27000,-27000,-27000,-27000,-13941,5400,0
12230,-13500,-27000,-27000,-23823,9000,-27000,-27000,-304,-27000,12272,-21600,-27000,-27000,-27000,-27000,-18600,-27000,0
12231,0,-27000,-11571,-17470,9000,-27000,-18000,-24318,27000,27000,23400,-13500,-27000,-27000,-27000,-7112,-5400,0
12232,-13500,-27000,-19285,-20647,-27000,-27000,-18000,-27000,27000,12272,5400,0,-27000,-27000,-27000,-16000,-27000,0
12234,0,-27000,-27000,-20647,-27000,-27000,-27000,-25049,27000,-27000,10800,-13500,-27000,-27000,-27000,-18970,-16200,0
12236,0,-27000,-19285,-20647,-27000,-27000,-27000,-26512,-27000,22090,19800,-13500,-27000,-27000,-27000,-18300,-16200,0
12237,0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,-27000,7363,-16200,-13500,-27000,-27000,-27000,-17200,-27000,0
12238,13500,-27000,-19285,-20647,-27000,-27000,-27000,-22246,-27000,27000,16200,-13500,-27000,-27000,-27000,-17977,-16200,0
12240,0,-27000,-27000,-17470,-27000,-27000,-18000,-16882,27000,17181,16200,-13500,-27000,-27000,-27000,-16560,-27000,0
12241,-13500,-27000,-19285,-27000,-27000,-27000,-27000,-27000,-27000,17181,18000,0,-27000,-27000,-27000,-20500,-27000,0
12242,0,-27000,-11571,-20647,-27000,-27000,-27000,-17126,27000,17181,10800,-27000,-27000,-27000,-27000,-18925,-27000,0
12246,0,-27000,-19285,-11117,-27000,27000,-18000,-10787,27000,-7363,14400,-13500,-27000,-27000,-27000,-14285,-16200,0
12248,-13500,-27000,-19285,-23823,-27000,27000,-27000,-26634,27000,12272,5400,0,27000,-22846,-10241,-20300,-16200,0
12249,0,-27000,-11571,-11117,-27000,-27000,9000,-20051,27000,-12272,10800,-13500,-27000,-27000,-27000,-16475,-27000,0
12250,-13500,-27000,-27000,-23823,-27000,27000,-27000,-25902,27000,12272,-14400,-13500,-27000,-27000,-27000,-10100,5400,0
12252,-13500,-27000,-27000,-23823,-27000,27000,-27000,-25537,27000,17181,-7200,0,27000,-27000,-25137,-20300,-27000,0
12254,0,-27000,-27000,-11117,-27000,-27000,-27000,-9934,-27000,27000,23400,-27000,-27000,-27000,-27000,-20000,-27000,0
12256,0,-27000,-11571,-23823,-9000,-27000,-27000,-26634,-27000,12272,5400,-13500,-27000,-27000,-27000,-11800,5400,0
12257,0,-27000,-27000,-20647,-27000,-27000,-18000,-27000,27000,-2454,1800,-27000,-27000,-27000,-27000,-17905,-16200,0
12259,0,-27000,-27000,-20647,9000,-27000,-27000,-23343,-27000,12272,25200,-27000,-27000,-27000,-27000,-14900,-27000,0
12260,0,-27000,-19285,-17470,-27000,-27000,-27000,-24927,27000,17181,-10800,-27000,-27000,-27000,-27000,-18500,-27000,0
12261,0,-27000,-11571,-23823,-27000,27000,-27000,-21027,27000,-2454,18000,-13500,-27000,-27000,-27000,-15330,-16200,0
12262,0,-21600,-11571,-20647,-27000,-27000,-27000,-20539,27000,12272,1800,-27000,-27000,-27000,-27000,-18925,-27000,0
12263,0,-27000,-27000,-14294,-27000,-27000,-27000,-27000,-27000,7363,-19800,-13500,-27000,-27000,-27000,-18000,-16200,0
12265,0,-27000,-11571,-17470,-27000,-27000,-27000,-19442,27000,-12272,-23400,-27000,-27000,-27000,-27000,-19400,-16200,0
12266,0,-27000,-11571,-17470,-27000,-27000,-27000,-26512,27000,12272,-21600,-13500,-27000,-27000,-27000,-10100,-5400,0
12270,0,-16200,-27000,-11117,-27000,-27000,18000,-12981,27000,27000,19800,-13500,-27000,-27000,-27000,-9937,-5400,0
12271,0,-27000,-19285,-27000,-27000,-27000,-27000,-26634,-27000,12272,-5400,-13500,-27000,-27000,-27000,-14400,-16200,0
12272,0,-27000,-27000,-14294,-27000,-27000,-18000,-24683,27000,27000,21600,-13500,-27000,-27000,-27000,-13865,-16200,0
12273,0,-27000,-19285,-17470,-27000,-27000,-27000,-25537,27000,-22090,3600,-13500,-27000,-27000,-27000,-17900,-27000,0
12276,0,-27000,-27000,-23823,-27000,-27000,-27000,-23708,27000,-2454,-12600,-27000,-27000,-27000,-27000,-15000,-27000,0
12277,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,12272,25200,-27000,27000,-22846,-27000,-17190,-27000,0
12278,-13500,-27000,-11571,-20647,-27000,27000,-27000,-23221,27000,22090,-5400,0,27000,-27000,-25137,-20300,-27000,0
12281,0,-27000,-19285,-23823,-27000,-27000,-27000,-26634,27000,7363,10800,0,-27000,-27000,-27000,-17000,-27000,0
12282,-13500,-27000,-11571,-17470,-27000,-27000,-27000,16760,27000,17181,-3600,-27000,-27000,-27000,-27000,-20000,-27000,0
12284,0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,-27000,-10800,-13500,-27000,-27000,-27000,-21598,-27000,0
12285,0,-27000,-27000,-20647,-27000,-27000,-27000,-11153,27000,-7363,-18000,-13500,-27000,-27000,-27000,-15570,-16200,0
12286,-13500,-27000,-27000,-17470,-9000,-27000,-27000,-26756,27000,-12272,7200,-13500,-27000,-27000,-27000,-19762,-16200,0
12287,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-26634,27000,-27000,25200,-13500,-27000,-27000,-27000,-19000,-27000,0
12289,0,-27000,-19285,-23823,-27000,-27000,-27000,-27000,27000,7363,-27000,-13500,-27000,-27000,-27000,-18414,-16200,0
12291,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25049,27000,-22090,18000,0,-27000,-27000,-27000,-23900,-16200,0
12293,-13500,-27000,-11571,-17470,-27000,-27000,-27000,-1158,27000,-7363,7200,-27000,-27000,-27000,-27000,-20000,-27000,0
12295,0,-27000,-11571,-23823,-9000,-27000,-27000,-26268,27000,17181,0,-13500,-27000,-27000,-27000,-15833,5400,0
12296,0,-27000,-11571,-17470,-27000,-27000,-27000,-15297,27000,-12272,-10800,-13500,-27000,-27000,-27000,-18585,-16200,0
12298,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,0
12299,13500,-27000,-27000,-20647,-27000,-27000,-18000,-22611,27000,2454,-3600,-13500,-27000,-27000,-27000,-10170,-5400,0
12301,0,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-16500,-27000,0
12303,-13500,-27000,-11571,-17470,-27000,-27000,-27000,-22855,27000,22090,-18000,-13500,-27000,-27000,-27000,-10850,-16200,0
12305,0,-27000,-19285,-20647,-27000,-27000,-27000,-14688,27000,17181,14400,-13500,-27000,-27000,-27000,-16980,16200,0
12306,0,-27000,-11571,-23823,-27000,-27000,-18000,-24683,27000,-22090,-16200,-13500,-27000,-27000,-27000,-18720,-5400,0
12307,0,-27000,-19285,-20647,-27000,-27000,-27000,-26146,-27000,7363,1800,-13500,-27000,-27000,-27000,-18000,-16200,0
12308,0,-27000,-27000,-17470,9000,-27000,-27000,-25415,-27000,12272,25200,-27000,-27000,-27000,-27000,-14633,-5400,0
12309,0,-27000,-27000,-17470,-27000,-27000,-27000,-26268,27000,-27000,-16200,-13500,-27000,-27000,-27000,-18100,-27000,0
12310,0,-27000,-11571,-20647,-27000,-27000,-27000,-26878,27000,22090,7200,-13500,-27000,-27000,-27000,-17862,-5400,0
12311,0,-27000,-19285,-27000,-9000,-27000,-27000,-19808,27000,17181,-12600,-13500,-27000,-27000,-27000,-16200,-16200,0
12312,0,-27000,-11571,-17470,-27000,-27000,-27000,-18467,27000,-12272,-25200,-13500,-27000,-27000,-27000,-20844,-5400,0
12313,0,-27000,-11571,-27000,-9000,-27000,-27000,-24562,27000,27000,-21600,-13500,-27000,-27000,-27000,-18200,-16200,0
12314,-13500,-27000,-19285,-11117,-27000,-27000,-27000,-11884,27000,-17181,-1800,-27000,-27000,-27000,-27000,-22333,-16200,0
12318,0,-21600,-19285,-23823,-27000,-27000,-27000,-15176,27000,7363,-18000,-13500,-27000,-27000,-27000,-13590,-5400,0
12319,0,-27000,-27000,-17470,-9000,-27000,-27000,-25171,27000,-12272,-5400,-27000,-27000,-27000,-27000,-18500,-27000,0
