Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
30,0,-27000,-19285,-23823,-27000,-27000,-18000,-26634,-27000,12272,5400,-13500,-27000,-27000,-27000,-9250,-16200,0
31,0,-27000,-11571,-20647,-27000,-27000,-27000,-13957,27000,22090,-5400,-13500,-27000,-27000,-27000,-18250,-16200,0
32,-27000,-16200,-27000,-17470,-27000,-27000,-9000,-20173,27000,27000,-16200,-13500,-27000,-27000,-27000,-18756,-16200,0
33,0,-27000,-27000,-23823,-9000,-27000,-27000,-26756,27000,-27000,-12600,-13500,-27000,-27000,-27000,-20050,-16200,0
34,0,-27000,-27000,-20647,-27000,-27000,-27000,-18223,27000,17181,-16200,-27000,-27000,-27000,-27000,-18450,-27000,0
35,0,-27000,-27000,-23823,-9000,27000,-27000,-24196,27000,-12272,19800,-13500,-27000,-27000,-27000,-15500,-16200,0
37,0,-27000,-27000,-23823,-27000,-27000,-27000,8227,-27000,17181,1800,-27000,-27000,-27000,-27000,-20300,-27000,0
40,0,-27000,-27000,-14294,-27000,-27000,-27000,-19198,27000,22090,-27000,-13500,-27000,-27000,-27000,-17640,-5400,0
41,0,-27000,-27000,-20647,-27000,-27000,-27000,-22733,27000,-2454,9000,-13500,-27000,-27000,-27000,-16800,-16200,0
42,13500,-27000,-11571,-23823,-27000,-27000,-27000,-15297,27000,-12272,-10800,-13500,-27000,-27000,-27000,-14820,-16200,0
44,0,-27000,-27000,-14294,-27000,-27000,-18000,-20295,-27000,22090,3600,-27000,-27000,-27000,-27000,-21000,-16200,0
45,0,-27000,-27000,-17470,-27000,-27000,-27000,-9203,-27000,27000,23400,-27000,-27000,-27000,-27000,-19500,-27000,0
46,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-23099,-27000,22090,7200,-27000,-27000,-27000,-27000,-19700,-27000,0
47,0,-27000,-27000,-23823,9000,-27000,-27000,-20295,27000,-12272,-18000,-27000,-27000,-27000,-27000,-16600,-27000,0
48,0,-27000,-27000,-14294,-9000,-27000,-27000,-20051,27000,22090,-27000,-13500,-27000,-27000,-27000,-19080,-16200,0
49,-13500,-27000,-19285,-17470,-27000,-27000,-18000,-26146,27000,27000,23400,-13500,-27000,-27000,-27000,-14420,-5400,0
50,-13500,-27000,-11571,-11117,-9000,-27000,-27000,-11884,27000,-7363,25200,-13500,-27000,-27000,-27000,-18205,-27000,0
52,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26268,27000,-7363,0,-13500,-27000,-27000,-27000,-13333,-16200,0
53,0,-27000,-27000,-14294,-27000,-27000,-18000,-20783,-27000,22090,-9000,-27000,-27000,-27000,-27000,-21000,-16200,0
54,0,-27000,-19285,-27000,-9000,-27000,-27000,-25415,27000,-2454,-5400,-13500,-27000,-27000,-27000,-18100,-5400,0
55,0,-27000,-19285,-17470,-27000,-27000,-27000,-14810,27000,-7363,5400,-13500,-27000,-27000,-27000,-13400,-16200,0
56,0,-27000,-27000,-23823,-9000,-27000,-27000,-10056,27000,2454,21600,-13500,-27000,-27000,-27000,-17550,-16200,0
57,0,-27000,-19285,-20647,-27000,-27000,-27000,-12738,27000,27000,18000,-13500,-27000,-27000,-27000,-17640,-5400,0
59,0,-27000,-27000,-17470,-27000,-27000,-18000,-16516,27000,-12272,-18000,-13500,-27000,-27000,-27000,-17070,-16200,0
60,0,-16200,-27000,-23823,-27000,27000,0,-26756,27000,12272,-25200,-13500,-27000,-27000,-27000,-1200,-16200,0
61,-13500,-27000,-27000,-17470,-27000,-27000,-18000,-24683,27000,-7363,-23400,-13500,-27000,-27000,-27000,-14988,-5400,0
62,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,0
63,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26756,-27000,12272,-10800,27000,-27000,-27000,-27000,-27000,-16200,0
64,0,-27000,-11571,-23823,-27000,-27000,-27000,-16516,27000,27000,3600,-27000,-27000,-27000,-27000,-19500,-27000,0
65,0,-27000,-27000,-17470,-27000,-27000,-18000,-23343,27000,17181,-19800,-13500,-27000,-27000,-27000,-11250,-5400,0
66,0,-27000,-27000,-20647,-27000,-27000,-18000,-5180,27000,-2454,-23400,-13500,-27000,-27000,-27000,-17230,-16200,0
68,0,-27000,-27000,-23823,-27000,-27000,-27000,-20295,27000,-12272,-18000,-27000,-27000,-27000,-27000,-19000,-27000,0
69,0,-27000,-19285,-20647,-27000,-27000,-27000,-17979,27000,-12272,16200,-13500,-27000,-27000,-27000,-18450,-16200,0
70,0,-27000,-27000,-17470,-27000,-27000,-27000,-9568,27000,7363,16200,-27000,-27000,-27000,-27000,-17000,-27000,0
71,0,-27000,-19285,-27000,-9000,-27000,-27000,-22855,27000,22090,-3600,-13500,-27000,-27000,-27000,-18200,-5400,0
72,0,-27000,-19285,-23823,-27000,27000,-27000,-23343,27000,7363,23400,-13500,-27000,-27000,-27000,-14715,-16200,0
74,0,-27000,-11571,-17470,-27000,-27000,-18000,-22855,-27000,17181,16200,-27000,-27000,-27000,-27000,-19500,-27000,0
75,0,-27000,-19285,-14294,-27000,-27000,-18000,-24805,27000,-17181,-12600,-13500,-27000,-27000,-27000,-15320,-16200,0
76,13500,-27000,-19285,-23823,-27000,-27000,-18000,5546,27000,27000,27000,-13500,-27000,-27000,-27000,-14850,-27000,0
77,0,-27000,-19285,-20647,-27000,-27000,-27000,-19198,27000,-2454,19800,-13500,-27000,-27000,-27000,-15810,-16200,0
79,0,-27000,-27000,-11117,-27000,-27000,-27000,-21392,27000,-17181,23400,-27000,-27000,-27000,-27000,-19500,-16200,0
82,0,-27000,-11571,-27000,-9000,-27000,-27000,-24562,27000,27000,16200,-13500,-27000,-27000,-27000,-18200,-5400,0
83,0,-27000,-19285,-14294,-27000,-27000,-18000,-22124,27000,-17181,-3600,-13500,-27000,-27000,-27000,-17118,-27000,0
84,0,-27000,-19285,-20647,-27000,27000,-18000,-21392,27000,-17181,-21600,-13500,-27000,-27000,-27000,-17170,-16200,0
85,-13500,-27000,-19285,-27000,-27000,-27000,-27000,-26878,27000,17181,1800,-13500,-27000,-27000,-27000,-12000,-5400,0
86,0,-27000,-11571,-17470,-9000,-27000,-27000,-3108,27000,12272,-21600,-13500,-27000,-27000,-27000,-17395,-16200,0
88,0,-27000,-27000,-23823,-9000,-27000,-27000,-24927,27000,27000,-10800,-13500,27000,-27000,-22344,-17500,-27000,0
89,0,-27000,-27000,-17470,-27000,-27000,9000,-9203,27000,7363,-12600,-27000,-27000,-27000,-27000,-15644,-27000,0
90,0,-27000,-19285,-17470,-9000,-27000,-27000,-13591,27000,-7363,-19800,-13500,-27000,-27000,-27000,-16842,-16200,0
91,0,-27000,-19285,-20647,-27000,27000,-27000,-18711,27000,-17181,3600,-13500,-27000,-27000,-27000,-16470,-27000,0
92,0,-27000,-11571,-23823,-27000,-27000,-18000,-18101,27000,-12272,-12600,-13500,-27000,-27000,-27000,-15420,-16200,0
93,0,-27000,-27000,-23823,-27000,-27000,-18000,-15785,27000,-7363,5400,-13500,-27000,-27000,-27000,-12060,-16200,0
95,0,-21600,-27000,-20647,-27000,27000,-27000,-10665,27000,7363,-21600,-13500,-27000,-27000,-27000,-13950,-5400,0
97,0,-27000,-27000,-14294,-27000,-27000,-27000,-12616,27000,-12272,-5400,-13500,-27000,-27000,-27000,-17905,-16200,0
98,0,-27000,-27000,-17470,-27000,-27000,-27000,-23343,27000,22090,1800,-13500,-27000,-27000,-27000,-19392,-16200,0
99,0,-16200,-19285,-17470,-27000,-27000,0,-23343,27000,27000,10800,-13500,-27000,-27000,-27000,-11310,-27000,0
100,0,-27000,-19285,-27000,-9000,-27000,-27000,-3961,27000,17181,12600,-13500,-27000,-27000,-27000,-18450,-5400,0
101,13500,-27000,-19285,-20647,-27000,-27000,-18000,-20295,27000,-7363,-5400,-13500,-27000,-27000,-27000,-11069,-5400,0
102,-13500,-27000,-27000,-14294,-27000,-27000,-27000,-20295,27000,27000,-5400,-13500,-27000,-27000,-27000,-19520,-5400,0
103,0,-27000,-27000,-23823,-27000,-27000,-27000,-25049,-27000,17181,27000,-13500,-27000,-27000,-27000,-17500,-16200,0
104,0,-27000,-27000,-17470,-27000,-27000,-27000,-24074,-27000,17181,-14400,-13500,-27000,-27000,-27000,-16300,-16200,0
105,0,-27000,-27000,-17470,-27000,-27000,-27000,-26024,27000,-22090,0,-27000,-27000,-27000,-27000,-20600,-27000,0
106,0,-27000,-19285,-14294,-27000,27000,-27000,-25781,-27000,22090,-25200,-13500,-27000,-27000,-27000,-18705,-27000,0
107,0,-27000,-19285,-17470,-27000,-27000,-18000,-27000,-27000,12272,9000,-13500,-27000,-27000,-27000,-11500,-16200,0
108,0,-27000,-27000,-23823,-9000,-27000,-27000,-25537,27000,-2454,25200,-13500,-27000,-27000,-27000,-16832,-16200,0
109,0,-27000,-11571,-23823,-27000,-27000,-27000,-23099,-27000,12272,-19800,-13500,-27000,-27000,-27000,-17550,5400,0
111,0,-27000,-19285,-27000,-9000,-27000,-27000,-26878,27000,-2454,19800,-13500,-27000,-27000,-27000,-14300,-16200,0
112,0,-27000,-27000,-17470,-9000,-27000,-27000,-12128,27000,-2454,0,-13500,-27000,-27000,-27000,-15390,-5400,0
113,0,-27000,-11571,-17470,-27000,-27000,-27000,-22124,27000,-2454,25200,-13500,-27000,-27000,-27000,-15210,-16200,0
115,13500,-27000,-11571,-20647,-27000,27000,-18000,-12006,27000,7363,-5400,-13500,-27000,-27000,-27000,-11430,-16200,0
117,0,-21600,-11571,-11117,-27000,-27000,-27000,-14200,27000,22090,-7200,-13500,-27000,-27000,-27000,-16717,5400,0
119,0,-27000,-11571,-17470,-27000,-27000,-27000,-26756,-27000,22090,-3600,-13500,-27000,-27000,-27000,-16700,-16200,0
121,0,-27000,-27000,-20647,9000,-27000,-27000,7862,27000,12272,0,-27000,-27000,-27000,-27000,-21150,-27000,0
123,0,-27000,-27000,-17470,-27000,-27000,-27000,-8959,27000,-7363,-19800,-13500,-27000,-27000,-27000,-16470,-27000,0
124,13500,-27000,-11571,-27000,-27000,-27000,-18000,-18711,27000,-12272,14400,-13500,-27000,-27000,-27000,-13680,-5400,0
125,0,-27000,-27000,-20647,-27000,-27000,-27000,-23343,27000,-17181,25200,-27000,-27000,-27000,-27000,-18450,-27000,0
128,-13500,-27000,-11571,-17470,-27000,-27000,-27000,-12738,27000,-2454,-19800,-27000,-27000,-27000,-27000,-16000,-27000,0
129,0,-27000,-19285,-14294,-27000,-27000,-18000,-16638,27000,2454,-5400,-13500,-27000,-27000,-27000,-17852,-16200,0
130,0,-27000,-27000,-20647,-9000,-27000,-27000,-26878,27000,17181,7200,-13500,-27000,-27000,-27000,-13500,-5400,0
131,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-23952,27000,17181,1800,-13500,-27000,-27000,-27000,-14100,-5400,0
133,0,-27000,-19285,-14294,-27000,-27000,-18000,-23586,-27000,17181,5400,-27000,-27000,-27000,-27000,-19500,-27000,0
134,-13500,-27000,-27000,-14294,-9000,-27000,-27000,-17248,27000,-17181,23400,-13500,-27000,-27000,-27000,-19775,-27000,0
135,0,-27000,-27000,-23823,-27000,-27000,-18000,-25659,-27000,17181,-12600,-13500,-27000,-27000,-27000,-11500,-5400,0
137,0,-27000,-11571,-11117,-27000,-27000,-27000,-8106,27000,-2454,21600,-13500,-27000,-27000,-27000,-17905,-5400,0
138,-13500,-27000,-11571,-20647,-27000,-27000,-27000,-17004,27000,-7363,10800,-13500,-27000,-27000,-27000,-16035,-27000,0
140,-13500,-27000,-19285,-20647,-27000,-27000,-27000,-25415,27000,-7363,-12600,-27000,-27000,-27000,-27000,-18000,-27000,0
143,0,-27000,-11571,-20647,-27000,-27000,-27000,5424,27000,17181,25200,-13500,-27000,-27000,-27000,-18330,-5400,0
144,0,-27000,-19285,-27000,-27000,-27000,-27000,-22246,27000,-17181,21600,-13500,-27000,-27000,-27000,-15210,-16200,0
145,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-25415,27000,-2454,-27000,27000,27000,-14538,-22344,-27000,-16200,0
146,0,-27000,-27000,-14294,-9000,-27000,-27000,-13347,27000,-7363,-21600,-13500,-27000,-27000,-27000,-16842,-16200,0
147,0,-27000,-19285,-20647,-9000,-27000,-27000,-16273,27000,-12272,-14400,-13500,-27000,-27000,-27000,-21110,-16200,0
148,0,-27000,-27000,-23823,-27000,-27000,-27000,-20173,27000,-2454,-14400,-27000,-27000,-27000,-27000,-15000,-27000,0
150,0,-27000,-19285,-23823,-27000,-27000,-27000,-17248,27000,-7363,-25200,-13500,-27000,-27000,-27000,-14310,-16200,0
152,0,-27000,-19285,-17470,-9000,-27000,-27000,-18589,27000,-12272,-21600,-13500,-27000,-27000,-27000,-18925,-16200,0
154,0,-27000,-27000,-23823,9000,-27000,-27000,-20295,27000,-12272,-18000,-27000,-27000,-27000,-27000,-16600,-27000,0
155,-13500,-27000,-27000,-17470,-27000,-27000,-27000,-26512,27000,22090,-27000,0,27000,-22846,-22344,-20500,-16200,0
156,0,-27000,-27000,-17470,-27000,-27000,-18000,-15176,27000,-7363,14400,-13500,-27000,-27000,-27000,-12960,-27000,0
157,0,-27000,-27000,-17470,-27000,-27000,-27000,-21636,27000,-22090,1800,-27000,-27000,-27000,-27000,-19500,-27000,0
159,0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,-2454,-19800,-13500,-27000,-27000,-27000,-16100,-27000,0
160,0,-27000,-11571,-20647,-27000,-27000,-27000,-19442,27000,22090,-7200,-13500,-27000,-27000,-27000,-16500,-5400,0
161,0,-27000,-11571,-20647,-27000,-27000,-18000,-16516,27000,-12272,1800,-13500,-27000,-27000,-27000,-16205,-16200,0
162,13500,-27000,-11571,-20647,-27000,-27000,18000,-26634,27000,17181,-16200,-13500,-27000,-27000,-27000,-5440,-16200,0
163,0,-27000,-19285,-23823,-9000,-27000,-27000,-2986,27000,7363,-27000,-13500,-27000,-27000,-27000,-18450,-16200,0
164,0,-27000,-27000,-20647,-27000,-27000,-27000,-9568,27000,2454,-7200,-13500,-27000,-27000,-27000,-16470,-5400,0
165,-13500,-27000,-11571,-23823,9000,-27000,-27000,-24196,27000,-27000,-25200,-13500,-27000,-27000,-27000,-26900,-27000,0
167,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-25415,27000,22090,0,-13500,-27000,-27000,-27000,-19685,-16200,0
169,0,-21600,-19285,-27000,-9000,-27000,-27000,-25659,-27000,12272,-5400,-13500,-27000,-27000,-27000,-18260,-16200,0
172,0,-27000,-19285,-17470,-27000,-27000,-27000,-7496,27000,-2454,25200,-13500,-27000,-27000,-27000,-17905,-16200,0
173,0,-27000,-27000,-14294,-27000,-27000,-27000,-14322,27000,17181,3600,-13500,-27000,-27000,-27000,-17852,-16200,0
175,0,-27000,-27000,-23823,-9000,-27000,-27000,-26756,27000,-17181,10800,-13500,-27000,-27000,-27000,-18100,-27000,0
176,0,-27000,-19285,-14294,-9000,-27000,-27000,-25293,27000,7363,1800,-13500,-27000,-27000,-27000,-17857,-16200,0
177,0,-27000,-27000,-20647,-27000,-27000,-27000,-24318,27000,-7363,7200,-27000,-27000,-27000,-27000,-13000,-27000,0
178,-13500,-21600,-11571,-11117,-9000,-27000,-27000,-22489,-27000,17181,14400,-13500,-27000,-27000,-27000,-18222,-27000,0
180,0,-27000,-27000,-17470,-27000,-27000,-27000,-25659,-27000,12272,-12600,-13500,-27000,-27000,-27000,-18915,-16200,0
181,0,-27000,-19285,-17470,-27000,-27000,-27000,-16516,27000,-17181,27000,-13500,-27000,-27000,-27000,-18755,-16200,0
183,0,-27000,-19285,-23823,-27000,-27000,-18000,-18223,27000,-12272,-25200,-13500,-27000,-27000,-27000,-17370,-16200,0
185,0,-27000,-27000,-20647,-27000,-27000,-18000,-20173,27000,-7363,-5400,-13500,-27000,-27000,-27000,-12960,-16200,0
186,0,-27000,-19285,-17470,-27000,-27000,-27000,-3961,27000,7363,-14400,-27000,-27000,-27000,-27000,-19775,-27000,0
187,0,-27000,-19285,-14294,-27000,-27000,-18000,-11641,27000,7363,-1800,-13500,-27000,-27000,-27000,-14400,-27000,0
189,-13500,-27000,-11571,-20647,-27000,-27000,-18000,-17126,27000,22090,-18000,-13500,-27000,-27000,-27000,-12340,-16200,0
195,0,-27000,-19285,-20647,-27000,-27000,-27000,-15785,27000,-7363,25200,-27000,-27000,-27000,-27000,-16848,-27000,0
197,0,-27000,-11571,-23823,-27000,-27000,-27000,-13713,27000,-17181,7200,-27000,-27000,-27000,-27000,-21200,-27000,0
198,0,-27000,-27000,-14294,-27000,-27000,-27000,-11519,27000,-17181,12600,-27000,-27000,-27000,-27000,-20850,-5400,0
200,0,-27000,-19285,-14294,-9000,-27000,-27000,-7984,27000,7363,14400,-13500,-27000,-27000,-27000,-18270,-16200,0
204,0,-27000,-11571,-23823,-27000,-27000,-27000,-19930,27000,22090,5400,-27000,-27000,-27000,-27000,-19500,-16200,0
206,0,-27000,-19285,-17470,-27000,-27000,-27000,-13469,27000,-7363,-25200,-13500,-27000,-27000,-27000,-16842,-16200,0
207,0,-27000,-11571,-17470,-27000,-27000,-27000,-22855,27000,7363,9000,-27000,-27000,-27000,-27000,-18500,-27000,0
208,0,-27000,-11571,-14294,-27000,-27000,-27000,-24927,27000,27000,-23400,-13500,-27000,-27000,-27000,-17161,-27000,0
209,-13500,-27000,-27000,-27000,-27000,-27000,-27000,-26512,27000,-22090,19800,27000,-27000,-27000,-27000,-27000,-16200,0
210,0,-27000,-27000,-17470,-27000,-27000,-27000,-26268,-27000,12272,10800,-13500,-27000,-27000,-27000,-16393,-16200,0
211,0,-27000,-19285,-23823,-27000,-27000,-27000,-23099,27000,2454,3600,-27000,-27000,-27000,-27000,-16500,-16200,0
212,0,-27000,-27000,-23823,-27000,-27000,-27000,-26512,-27000,12272,10800,-13500,-27000,-27000,-27000,-12500,-5400,0
214,0,-27000,-11571,-20647,-27000,-27000,-27000,-12494,27000,7363,-5400,-13500,-27000,-27000,-27000,-15570,-16200,0
215,-13500,-27000,-19285,-23823,-9000,-27000,-27000,-25415,27000,27000,-19800,-13500,-27000,-27000,-27000,-18200,-27000,0
216,0,-27000,-27000,-20647,-27000,-27000,-27000,-19808,-27000,17181,-1800,-13500,-27000,-27000,-27000,-18075,-5400,0
217,0,-21600,-11571,-11117,-27000,-27000,-18000,-17492,27000,-17181,7200,-13500,-27000,-27000,-27000,-18368,-16200,0
218,0,-27000,-27000,-17470,-27000,-27000,-27000,13835,27000,17181,-5400,-27000,-27000,-27000,-27000,-18000,-16200,0
219,0,-27000,-11571,-11117,-27000,-27000,-27000,-14444,-27000,7363,10800,-13500,-27000,-27000,-27000,-21404,-27000,0
220,-13500,-27000,-27000,-20647,-9000,-27000,-27000,-27000,27000,-2454,-14400,-13500,-27000,-27000,-27000,-16100,-16200,0
221,0,-27000,-27000,-23823,-27000,-27000,-27000,-12616,27000,-17181,-27000,-27000,-27000,-27000,-27000,-18400,-27000,0
222,0,-27000,-19285,-11117,-27000,-27000,-27000,-20173,27000,12272,-19800,-13500,-27000,-27000,-27000,-15105,-27000,0
223,0,-27000,-27000,-20647,-27000,-27000,-27000,-13957,27000,-2454,-10800,-27000,-27000,-27000,-27000,-14000,-16200,0
224,0,-27000,-19285,-17470,-9000,-27000,-27000,-18467,27000,-12272,-3600,-13500,-27000,-27000,-27000,-17944,-16200,0
225,0,-27000,-27000,-20647,-27000,-27000,-27000,-17735,27000,-12272,-27000,-13500,-27000,-27000,-27000,-18270,-16200,0
227,-13500,-16200,-11571,-20647,-27000,-27000,0,-26512,-27000,12272,5400,-13500,-27000,-27000,-27000,-6925,-5400,0
228,0,-21600,-27000,-20647,-27000,-27000,-27000,-25171,27000,-17181,3600,-13500,-27000,-27000,-27000,-14300,-16200,0
231,0,-21600,-19285,-17470,-27000,-27000,-27000,-17613,27000,-7363,-7200,-13500,-27000,-27000,-27000,-13485,-16200,0
232,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-24318,27000,17181,21600,-27000,-27000,-27000,-27000,-18000,-27000,0
233,0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,-27000,17181,3600,-13500,-27000,-27000,-27000,-15600,-27000,0
234,0,-21600,-27000,-23823,-27000,27000,-27000,-19930,27000,-2454,9000,-13500,-27000,-27000,-27000,-14490,-16200,0
235,0,-27000,-11571,-7941,-9000,-27000,-27000,-26512,-27000,7363,-3600,-13500,-27000,-27000,-27000,-17487,-16200,0
238,0,-27000,-11571,-20647,-9000,-27000,-27000,-22733,27000,27000,-25200,-13500,-27000,-27000,-27000,-19520,-5400,0
240,0,-27000,-11571,-14294,-9000,-27000,-27000,-17370,27000,-2454,0,-13500,-27000,-27000,-27000,-14940,-27000,0
241,0,-27000,-19285,-20647,-27000,-27000,-27000,-26878,-27000,17181,-12600,-13500,-27000,-27000,-27000,-13066,-27000,0
242,0,-27000,-27000,-20647,-27000,-27000,-27000,-24440,-27000,12272,-23400,-13500,-27000,-27000,-27000,-16500,-27000,0
243,0,-27000,-27000,-20647,-9000,-27000,-27000,-25537,27000,12272,-3600,0,-27000,-27000,-27000,-17000,-16200,0
244,0,-27000,-19285,-27000,-27000,-27000,-27000,-22977,27000,-22090,-14400,-13500,-27000,-27000,-27000,-18970,-16200,0
245,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-7009,-27000,17181,-25200,-27000,-27000,-27000,-27000,-17000,-27000,0
246,0,-27000,-27000,-17470,-27000,27000,-27000,-17492,27000,-17181,14400,-13500,-27000,-27000,-27000,-16470,-16200,0
249,-13500,-27000,-19285,-17470,-27000,-27000,-27000,-27000,-27000,22090,-12600,-13500,-27000,-27000,-27000,-17900,-16200,0
251,0,-27000,-11571,-17470,-27000,-27000,-27000,-21758,-27000,17181,-25200,-27000,-27000,-27000,-27000,-21160,-27000,0
253,0,-27000,-19285,-23823,-9000,-27000,-27000,-21270,27000,-7363,9000,-27000,-27000,-27000,-27000,-19350,-27000,0
254,13500,-27000,-27000,-17470,-27000,-27000,-18000,-20051,27000,12272,-16200,-13500,-27000,-27000,-27000,-12987,-27000,0
255,0,-27000,-11571,-14294,-9000,-27000,-27000,-19686,-27000,22090,-1800,-13500,-27000,-27000,-27000,-19400,-16200,0
256,0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,-27000,12272,0,-13500,-27000,-27000,-27000,-7000,-27000,0
258,0,-27000,-27000,-17470,-9000,-27000,-27000,-18345,27000,17181,3600,-13500,-27000,-27000,-27000,-16200,-16200,0
259,13500,-27000,-11571,-17470,9000,-27000,-18000,-13469,27000,2454,12600,-13500,-27000,-27000,-27000,-8100,-16200,0
260,13500,-27000,-19285,-23823,-27000,-27000,-18000,-26878,27000,-2454,-9000,-13500,-27000,-27000,-27000,-10400,5400,0
261,0,-27000,-19285,-23823,-9000,-27000,-27000,-26512,27000,-27000,0,-13500,-27000,-27000,-27000,-20250,-27000,0
262,0,-27000,-19285,-17470,-27000,-27000,-18000,-23952,-27000,12272,-3600,-13500,-27000,-27000,-27000,-19146,-16200,0
265,0,-27000,-11571,-11117,-9000,-27000,-27000,-20539,-27000,12272,-25200,-13500,-27000,-27000,-27000,-20347,-5400,0
266,-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,7363,-7200,27000,27000,-27000,-26068,-27000,-16200,0
267,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26512,-27000,7363,12600,27000,-27000,-27000,-27000,-27000,-16200,0
269,0,-27000,-27000,-20647,-27000,-27000,-27000,-12128,27000,-12272,-1800,-27000,-27000,-27000,-27000,-18500,-27000,0
270,-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25049,27000,-17181,-9000,0,-27000,-27000,-27000,-19500,-27000,0
273,13500,-27000,-27000,-20647,-27000,-27000,-18000,-20051,27000,27000,-12600,-13500,-27000,-27000,-27000,-14400,-5400,0
274,0,-27000,-19285,-27000,-27000,-27000,-27000,-24683,27000,-2454,-7200,-13500,-27000,-27000,-27000,-17565,-16200,0
275,13500,-27000,-11571,-14294,-27000,-27000,-18000,-13713,27000,2454,-18000,-13500,-27000,-27000,-27000,-15154,16200,0
277,-13500,-27000,-11571,-23823,-27000,-27000,-27000,-22977,27000,-17181,-19800,-13500,-27000,-27000,-27000,-18710,-5400,0
278,0,-27000,-27000,-17470,-27000,-27000,-27000,-25659,-27000,7363,3600,-13500,-27000,-27000,-27000,-17467,-16200,0
279,13500,-27000,-11571,-11117,-27000,-27000,-18000,-22124,27000,-12272,9000,-13500,-27000,-27000,-27000,-13436,-16200,0
