fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-1926,-1558,-2990,-2982,-2457,-1503,-2262,-584,-127,-1498,-2150,123,5
-1696,-2092,-1885,-2760,-2512,-2667,-2583,-444,-230,-2705,-2150,124,5
-1869,-200,-3250,-2537,-2642,-2667,-2928,-70,537,-2354,-2050,126,5
-834,-1068,-2340,-2582,-2653,-2376,-2423,-70,-946,-2238,-2150,127,5
-834,-1068,-2340,-2582,-2653,-2376,-2423,-70,-946,-2238,-2150,128,5
-776,-1068,-65,-2760,-450,-1115,-861,70,-1305,-564,-2350,129,5
-1754,-534,-3120,-2537,-2555,-1794,-2423,70,332,-2510,-2350,130,5
-1984,-1068,-1950,-2849,-2544,-2279,-1894,23,844,-2276,-2350,131,5
-776,-2404,454,-2760,-2175,-824,-1435,23,-588,-2471,-1950,133,5
-1639,-2047,-130,-2760,-2490,-1988,-1848,70,-179,-2393,-2450,134,5
-1351,-1558,-1105,-2760,-2468,-1891,-103,-116,-895,-2393,-2150,135,5
-1179,-1558,-975,-2359,-2544,-1309,-470,257,-742,-2121,-2250,136,5
-1524,-1335,-1885,-2671,-2609,-2667,-2744,-303,-486,-2393,-1950,138,5
-1524,-1335,-1885,-2671,-2609,-2667,-2744,-303,-486,-2393,-1950,139,5
-1696,-1202,-1300,-2582,-2577,-1891,-2124,-116,435,-2238,-1450,140,5
-1409,-1825,-1429,-2448,-2295,-1600,-1205,-210,-793,-1926,-2250,147,5
-1179,-1246,-1560,-2671,-2729,-630,-1894,-537,-383,-2860,-1550,150,5
-1869,-1602,-65,-1157,-2729,-824,-608,163,-179,-1576,-1150,152,5
-891,-1001,-2210,-2760,-2284,-2085,-2262,-397,-1202,-2315,-650,153,5
-1236,-556,-1820,-2671,-2598,-2279,-2446,-163,-76,-2393,-2550,154,5
-1581,-1602,-2015,-2804,-2555,-2376,-2377,-631,76,-2432,-1950,155,5
-1639,-1424,-1560,-2760,-2284,-1794,-1734,-631,-1151,-2315,-2250,157,5
-1984,-1068,-2990,-2982,-2761,-2861,-3158,-865,230,-2199,-2150,158,5
-776,-957,-845,-2893,-526,-2861,-1963,23,-1919,-291,-2350,167,5
-1811,-756,-2795,-2804,-2566,-1794,-2216,-70,25,-2510,-2150,173,5
488,-2226,-130,-2270,-2403,-2861,-2905,724,-1049,-2471,-1150,177,5
-1466,-333,-520,-2804,-2381,-2570,-1412,-537,-742,-2238,-2150,178,5
-1294,-1246,-1755,-2226,-2588,-1697,-654,-116,-588,-2315,-2350,179,5
-488,-2270,-845,-2671,-2566,-2861,-3089,444,-793,-2121,-2450,180,5
-2099,-690,-3250,-2715,-2566,-2182,-2101,-116,588,-1926,-2450,181,5
-1466,-1958,1690,-2849,3250,-2570,-2354,-116,-1612,369,-2250,182,5
-1351,-2315,-1755,-2893,-2544,-1600,-2354,-397,-435,-2004,-2350,184,5
-1294,-1469,-3055,-2893,-2620,-2376,-2583,-584,-179,-2315,-1650,186,5
-1351,-2136,-1755,-2849,-2544,-1115,-2262,-350,-486,-1926,-2350,187,5
1294,-1291,-65,-2582,-2685,-2861,-2767,1332,-1509,-1148,-750,188,5
-201,-1157,-2795,-2136,-2273,-242,-1757,1379,-332,-1770,-1850,202,5
-201,-1157,-2795,-2136,-2273,-242,-1757,1379,-332,-1770,-1850,203,5
776,-1914,195,-2181,-2240,-145,-1136,1847,-895,-836,-2450,207,5
316,-1558,-260,-2537,-2588,-2861,-2767,1379,-1663,-2043,-2150,212,5
201,-89,-845,-2493,-2446,-824,-1780,491,-1100,-2510,-1750,213,5
-1811,-979,-2860,-2760,-2479,-2570,-2721,724,1509,-1693,-2050,214,5
-1754,-890,-3120,-2626,-2360,-2861,-2675,1052,1509,-1420,-1950,215,5
-1121,-645,-2470,-2493,-2381,-2182,-2744,1098,690,-1732,-1650,218,5
-1064,-890,650,-2715,-2164,-2182,-1320,116,-895,-2510,-2450,219,5
-1524,-1023,-1170,-2671,-2490,-2667,-2147,-210,-76,-2510,-2250,220,5
-949,-1691,-1300,-2315,-2555,-436,-287,257,-383,-2471,-2250,225,5
-1639,-2181,-1365,-2493,-2436,-824,-1734,-303,76,-1887,-650,226,5
-546,-1068,-1560,-2136,-2403,-921,-1389,1285,-690,-2121,-1950,229,5
28,-1825,0,-1647,-2219,-2861,-3089,444,-486,-1303,-150,233,5
-1064,-1291,-2730,-2715,-2240,-1794,-2377,-584,-1253,-2510,-650,235,5
-1409,-1869,-1170,-2404,-2512,-533,-2055,163,-332,-2043,-1350,239,5
-1466,-823,-3250,-2582,-2403,-2570,-2951,163,-537,-1693,-2350,247,5
1869,-1424,1885,-1513,-2078,-1115,-1619,2314,-998,-1537,1350,248,5
719,-1958,130,-2315,-2512,-533,-2124,1379,-588,-1109,-650,251,5
-1179,-667,-1755,-2760,-2305,-1988,-1527,116,-946,-1809,-2250,255,5
949,-1202,1040,-2537,-2598,-2764,-2537,1005,-1663,-2354,-1650,257,5
1294,-1736,845,-2760,-2609,-2764,-3043,818,-1970,-1148,-1450,258,5
86,-1224,715,-2493,-2555,-2279,-2836,1379,-1100,-1848,-2650,261,5
-1466,-1513,-1429,-2715,-2436,-1115,-2147,444,230,-1654,-2450,269,5
-431,-2136,130,-2760,-2490,-2764,-2790,444,-998,-2549,-2150,273,5
-2099,-511,-3120,-133,-2056,3250,-539,1098,486,-2471,-1750,275,5
-891,-378,-1820,-2626,-2685,-2473,-2423,-350,-1407,-2393,-2250,277,5
-2099,-511,-3120,-133,-2056,3250,-539,1098,486,-2471,-1750,278,5
-1466,-712,-2925,-2448,-2566,-1891,-2767,163,-588,-2160,-2550,281,5
-1811,-511,-2210,-2804,-2295,-1891,-1619,-210,-537,-2043,-2350,286,5
-834,-1469,-1040,-2448,-2436,-1018,-585,537,-588,-2160,-2150,288,5
-949,-556,-1690,-712,-2110,-339,-310,1847,-281,-369,-2350,289,5
-1869,-1202,-2470,-2804,-2392,-48,-539,-678,332,-2666,-1150,291,5
-1984,-356,-3250,-2849,-2664,-48,-2193,257,1253,-1887,-1750,293,5
-1466,489,-1950,-2760,-2870,-1891,-2009,-724,-76,-2821,-750,295,5
-661,-1469,-1105,-3071,-2620,-2473,-2698,350,-690,-2199,-2350,300,5
-1409,-1335,-975,-2671,-2577,-1309,-1871,163,-639,-2354,-2450,303,5
1179,-2047,845,-2626,-2392,-2764,-2974,1379,-1100,-2627,-2150,304,5
1179,-2047,845,-2626,-2392,-2764,-2974,1379,-1100,-2627,-2150,306,5
-1869,-1023,-2080,-2982,-2707,-2667,-2239,-911,-1509,-2199,-2350,309,5
1294,-2092,650,-2493,-2501,-339,-1734,1192,-1407,-1693,-1150,313,5
-546,-1647,-1365,-2715,-2002,-2764,-3020,-116,-793,-1732,-450,314,5
-1869,-2760,-650,-2938,-2696,-1309,-1848,-865,639,-2082,-550,320,5
-776,-1157,-715,-2626,-2349,-2861,-2882,724,-25,-2276,-1350,322,5
-603,-979,-1885,-2448,-2327,-533,-1894,818,-486,-2276,-2050,323,5
-1121,-1046,-1820,-2493,-2436,-2764,-2951,537,-588,-2160,-2350,326,5
-891,-133,-3120,-3116,-2620,145,-2285,-865,-895,-2276,-1850,331,5
1581,-2359,975,-2493,-2371,-1891,-2308,1192,-1663,-2160,-1050,332,5
-373,-756,-1690,-2671,-2436,-2861,-2744,818,-1202,-2199,-1450,335,5
-546,-2582,-585,-2760,-2392,-2764,-3020,444,-486,-1809,-1950,336,5
