v1,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,RowNum,badGood
100,98,0,89,3,86,5,80,0,69,5,79,8,77,10,63,25,68,13,71,13,69,13,75,23,65,15,67,3,61,16,59,17,117,0
100,87,-7,100,-2,100,-7,88,0,84,-6,100,-7,100,-20,87,5,88,-4,100,-12,100,-19,84,4,100,-14,82,-15,100,-16,100,-44,119,0
100,100,-92,100,75,49,-6,62,0,100,0,45,8,62,-6,99,0,53,0,53,8,95,0,100,79,92,0,94,-100,100,43,43,-11,121,0
100,44,4,58,-10,40,0,33,-6,48,0,29,10,54,2,44,-23,35,-23,33,8,25,19,40,-19,44,-10,42,-8,58,-31,33,-6,123,0
100,95,7,94,13,91,19,85,-50,90,61,78,34,72,38,66,41,95,60,53,44,47,45,40,44,34,43,90,100,23,40,19,37,125,0
100,96,10,100,-2,98,3,97,-9,99,-3,98,-3,100,-5,100,-5,94,2,98,-9,98,-5,92,-16,96,-7,91,1,100,-11,93,-7,127,0
100,97,1,100,1,99,-1,98,-3,100,-4,100,-1,100,-3,100,-1,98,0,100,-3,100,-5,96,-5,99,-3,97,-2,100,-4,98,-4,129,0
100,64,1,34,-2,53,3,20,12,43,5,22,5,29,0,37,0,32,7,27,12,24,6,22,10,19,6,17,6,20,0,17,7,131,0
100,35,20,47,24,41,20,47,45,31,59,12,55,0,51,-6,55,-20,55,-29,45,-29,33,-61,22,-47,15,-59,18,-35,0,-27,-24,133,0
100,90,38,91,38,74,68,46,78,19,89,-2,86,-21,82,-38,68,-50,48,-74,38,-86,9,-74,-13,-68,-24,-55,-43,-44,-51,-29,-56,135,0
100,27,-10,53,0,33,-13,37,12,57,2,72,8,70,-7,53,20,42,-2,32,20,70,0,25,13,46,5,40,3,47,3,42,-5,137,0
100,100,-38,65,30,65,-24,86,19,100,-27,51,0,62,-5,32,-22,72,-18,62,5,76,14,35,-30,61,-22,58,-23,73,-59,51,-24,139,0
100,95,2,94,-1,94,1,97,-2,97,1,96,-3,95,0,99,-3,100,2,94,-5,94,-2,97,-4,96,-2,97,2,95,-3,96,1,141,0
100,31,-10,24,-10,21,-7,7,-5,4,-4,2,-2,1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
100,25,17,47,27,19,24,8,20,1,15,-2,10,-4,6,-4,3,-3,2,-2,0,-2,0,-1,-1,-1,-1,0,-1,0,0,0,0,145,0
100,100,-1,100,-3,100,-6,95,-2,99,-3,99,9,100,-6,95,9,98,-1,100,6,100,4,98,9,99,1,100,-3,100,3,100,-7,147,0
100,90,-2,100,8,100,2,93,1,94,-2,100,0,100,6,100,5,91,4,97,2,99,-2,96,5,97,4,88,1,100,9,98,6,149,0
100,60,3,63,7,70,7,70,0,63,0,80,0,73,0,70,10,67,10,73,-3,77,0,63,13,66,10,60,13,60,17,63,17,151,0
100,95,29,73,67,48,82,1,89,-25,84,-48,56,-76,42,-66,7,-65,-20,-52,-44,-31,-55,-4,-65,16,-56,37,-42,46,-23,50,-6,153,0
100,72,-1,80,1,80,0,79,1,78,-1,83,3,85,2,80,-1,79,-3,76,3,75,6,73,-1,78,1,74,-5,83,3,79,1,155,0
100,47,23,42,34,26,48,2,49,-2,54,-34,31,-41,33,-52,7,-50,-12,-15,-15,-15,-38,-23,0,4,-32,16,-22,25,-24,27,4,157,0
100,94,39,48,65,22,78,-56,65,-74,42,-76,0,-63,-31,-38,-62,-13,-69,50,-64,71,-38,74,-5,60,30,46,61,3,54,-22,50,159,0
100,86,0,82,-6,78,-4,84,9,86,12,88,-6,78,4,84,-7,84,-14,88,1,91,2,80,-2,82,-4,88,-6,74,-2,79,-9,161,0
100,85,39,39,76,9,99,-43,89,-76,50,-93,11,-86,-31,-66,-55,-19,-86,28,-80,65,-35,78,-23,72,21,38,58,20,66,-11,65,163,0
100,100,55,63,100,2,100,-49,92,-82,59,-100,12,-96,-33,-65,-69,-24,-86,35,-100,75,-73,92,-22,93,22,73,57,24,90,-12,90,165,0
100,44,44,54,91,-22,100,-33,89,-100,33,-100,-11,-100,-22,-67,-78,56,-100,-22,-78,78,-22,33,0,92,45,57,84,22,100,-56,100,167,0
100,100,0,100,0,50,50,75,0,91,12,89,14,87,16,75,25,75,50,75,0,100,-25,50,50,74,26,75,25,70,29,67,30,169,0
100,100,0,100,0,67,11,100,-11,89,-11,100,-22,78,0,78,0,100,-11,78,-11,67,-11,67,0,90,-5,100,11,89,-11,100,0,171,0
100,100,45,100,-45,100,9,100,-9,100,0,100,-27,100,-18,100,9,100,0,100,-36,100,9,100,-9,100,-5,100,45,100,-27,100,-18,173,0
100,100,12,100,24,100,41,100,6,100,24,100,12,100,47,100,-6,100,-12,100,35,100,41,100,-12,100,20,100,6,100,35,100,24,175,0
100,92,29,83,-17,71,25,88,-8,92,4,83,13,71,0,88,4,100,8,67,-8,75,17,83,-13,84,6,100,21,71,0,71,4,177,0
100,100,-8,100,-11,99,-30,100,-33,97,-34,86,-47,92,-48,73,-65,68,-64,82,-78,59,-75,67,-96,49,-86,38,-84,24,-89,29,-90,179,0
100,100,24,100,0,80,-30,90,-23,71,-24,74,-31,71,-36,47,-61,40,-55,61,-39,53,-33,24,-52,29,-48,13,-39,16,-51,18,-47,181,0
100,92,-19,96,-18,87,-23,82,-27,79,-29,70,-50,63,-50,37,-71,27,-72,41,-54,34,-60,15,-64,9,-60,-7,-55,-2,-54,-7,-48,183,0
100,84,43,50,76,10,93,-38,88,-72,61,-94,19,-87,-26,-63,-66,-25,-86,16,-86,51,-67,75,-29,78,8,64,43,31,62,0,69,185,0
100,100,64,100,100,77,100,-33,100,-100,100,0,100,-100,100,-100,0,-100,-67,-100,-93,-100,-33,-33,-100,19,-100,100,-100,0,-100,100,-67,187,0
100,100,7,100,14,100,22,100,-13,100,39,100,49,100,59,-38,100,100,0,100,92,100,100,100,100,100,100,100,25,100,100,100,100,189,0
100,65,-8,58,-14,-13,-21,30,4,38,-26,29,-32,3,-19,20,-29,15,-29,10,-32,7,-27,3,-25,0,-23,-3,-21,-5,-19,1,-27,191,0
100,100,5,99,10,96,15,96,-26,66,55,80,25,74,27,67,29,60,29,52,29,46,28,39,27,33,26,27,24,22,21,18,19,193,0
100,94,0,61,43,92,-40,93,17,96,9,100,8,92,5,85,-25,87,-14,85,26,75,-4,85,-3,87,-2,99,9,78,-10,86,-15,195,0
100,100,23,100,-79,100,-10,100,15,100,28,98,-7,100,7,96,-19,84,-16,97,4,100,9,100,-1,96,-5,91,4,100,-14,97,-12,197,0
100,80,38,81,-17,100,-8,98,-7,70,21,100,2,98,2,100,-13,96,8,100,0,90,31,100,-15,100,0,76,8,100,-19,100,-6,199,0
100,100,-28,100,-25,95,-35,100,-31,93,-49,91,-44,76,-59,70,-57,60,-57,68,-71,54,-87,49,-73,36,-76,26,-78,17,-73,14,-70,201,0
100,100,9,95,-9,77,0,100,0,95,0,100,5,91,-5,100,0,100,0,86,9,77,9,91,5,92,3,95,9,86,-9,86,5,203,0
100,91,-9,97,18,82,9,91,-3,97,-18,97,15,94,3,100,0,100,0,76,12,88,3,85,3,93,3,94,-12,97,6,91,6,205,0
100,47,-11,84,2,83,3,68,-5,68,0,80,5,78,6,84,47,100,5,73,8,70,8,42,21,65,9,53,-21,60,10,57,10,207,0
100,100,45,100,55,82,64,100,-9,100,0,82,-45,64,27,100,-64,100,-27,91,-45,100,8,100,-9,100,9,100,36,100,64,73,27,209,0
100,45,9,64,9,27,18,64,0,36,-9,45,-9,49,-1,64,-18,45,0,36,-9,27,18,36,-9,34,-2,27,0,36,0,29,-2,211,0
100,100,14,100,71,100,71,100,-14,86,-14,100,3,100,0,43,-14,100,4,100,-29,100,0,29,-29,100,5,100,5,100,57,100,0,213,0
100,87,47,54,82,10,95,-38,88,-74,58,-92,17,-82,-25,-59,-63,-24,-83,19,-79,52,-56,69,-25,69,10,53,40,26,57,-7,58,215,0
100,93,4,89,16,86,20,84,37,81,40,76,41,67,48,60,52,53,52,48,54,43,56,33,55,27,54,22,53,14,49,12,47,217,0
100,94,14,94,25,86,39,79,47,72,60,65,75,51,74,42,83,26,86,14,86,0,89,-7,80,-21,78,-33,71,-39,64,-47,56,219,0
100,81,13,73,24,65,19,37,46,45,46,25,57,25,37,15,52,-10,58,-3,43,-9,44,-15,40,-20,35,-24,30,-27,24,-24,31,221,0
100,97,13,94,20,89,32,89,33,86,45,72,52,70,59,59,67,49,70,44,68,35,76,27,76,17,79,7,80,-3,78,-10,74,223,0
100,92,15,86,30,73,37,71,57,57,63,43,75,32,68,19,77,5,76,-12,77,-18,71,-29,66,-39,59,-47,50,-53,41,-56,35,225,0
100,89,38,66,69,29,88,-7,90,-40,80,-65,57,-83,27,-79,-8,-63,-31,-47,-56,-16,-64,10,-61,30,-48,43,-30,47,-9,42,13,227,0
100,74,-38,80,10,79,15,56,5,100,21,72,29,69,33,50,17,64,-3,57,43,53,45,95,58,44,48,12,100,35,50,31,50,229,0
100,95,1,97,0,99,0,96,2,94,4,97,5,99,2,94,7,99,-1,98,5,96,7,93,8,95,4,97,1,98,7,100,0,231,0
100,50,-17,71,2,71,2,68,1,35,6,69,4,68,5,67,6,63,-5,65,7,63,7,84,18,60,8,38,7,56,9,55,9,233,0
100,76,-8,100,-30,100,-86,80,6,46,-43,100,-13,100,-84,49,2,82,-6,98,-20,100,22,70,-26,92,-25,79,2,87,-27,100,-56,235,0
100,58,-3,75,-5,62,-1,54,3,62,10,59,-2,63,1,71,3,60,2,48,-3,59,4,50,4,61,-1,62,-13,69,-1,63,-3,237,0
100,62,11,71,-7,70,2,74,0,71,16,72,0,80,7,84,-17,69,-9,63,-1,61,12,71,-10,70,-2,63,5,79,-5,65,-5,239,0
100,88,-1,90,-2,94,-2,89,-13,82,-11,89,1,91,-14,87,-6,91,-2,88,-15,83,-12,90,-20,88,-15,84,-13,88,-19,92,-17,241,0
100,89,2,92,1,92,1,89,-10,90,-8,93,-1,93,-9,86,-5,89,-4,88,-12,89,-12,83,-14,86,-12,86,-13,84,-12,87,-12,243,0
100,81,4,85,0,79,1,80,-4,88,0,86,-7,86,0,83,-5,81,-12,77,-8,84,-5,77,-7,82,-9,83,-10,81,-5,82,-15,245,0
100,50,2,43,-10,51,-4,50,10,45,6,56,-12,52,-4,53,-6,55,-1,49,-3,49,-1,59,0,53,-3,43,3,55,-5,59,-9,247,0
100,100,50,100,25,25,100,17,91,-13,80,-34,61,-44,38,-44,17,-37,1,-26,-9,-16,-13,-8,-13,-2,-10,1,-7,2,-4,2,-2,249,0
100,87,38,64,69,31,87,-4,91,-42,79,-71,52,-81,23,-81,-13,-67,-38,-38,-63,-13,-71,16,-66,39,-52,53,-30,56,-6,51,17,251,0
100,88,43,60,78,20,95,-24,93,-63,71,-86,34,-92,-5,-77,-45,-47,-73,-10,-82,26,-78,56,-56,72,-24,72,10,58,39,35,58,253,0
100,33,3,15,21,15,74,-26,92,-10,19,-61,26,-94,-5,-13,-14,-30,-45,-11,-86,3,-23,28,-6,34,-12,28,-11,15,13,12,20,254,0
100,83,39,54,79,12,89,-33,84,-70,60,-87,22,-84,-24,-60,-62,-19,-88,12,-89,51,-72,79,-28,83,9,67,49,38,70,-4,79,255,0
100,62,-3,59,0,60,-7,63,1,62,-7,67,7,63,-8,68,9,67,0,59,10,50,3,66,14,60,2,51,4,62,-1,61,-9,256,0
100,74,-2,71,3,72,17,79,8,81,44,64,1,71,22,100,6,61,5,67,4,52,-25,73,-16,62,7,31,9,56,7,60,22,257,0
100,62,19,78,2,77,3,65,-10,78,8,74,5,72,6,69,-9,62,16,66,8,64,8,60,-7,59,9,55,26,53,9,51,9,258,0
100,68,5,85,0,84,0,84,10,76,4,82,1,81,1,81,-12,78,-4,76,1,75,1,80,-4,71,1,62,12,67,1,64,1,259,0
100,50,0,39,10,49,7,47,-4,36,-13,46,5,50,3,36,20,42,15,42,-3,32,-11,47,-1,42,7,39,4,35,15,45,17,260,0
100,80,9,78,21,72,28,69,41,66,50,58,61,49,58,33,68,30,64,10,68,2,72,-9,63,-12,61,-18,56,-26,52,-27,42,261,0
100,100,10,100,25,98,33,80,53,75,60,57,72,55,74,29,82,21,80,10,82,-2,80,-15,76,-23,69,-32,61,-40,55,-43,45,262,0
100,89,13,87,32,79,43,63,60,54,71,40,76,24,80,9,80,-9,76,-20,67,-30,63,-41,50,-46,41,-50,27,-53,19,-49,6,263,0
100,95,17,91,33,85,50,74,64,59,74,49,84,30,91,18,93,-1,93,-19,89,-33,82,-47,76,-59,66,-68,53,-75,42,-81,26,264,0
100,92,18,86,36,73,46,60,70,50,75,36,82,16,84,0,85,-16,78,-36,76,-43,65,-53,54,-60,41,-65,27,-66,14,-64,5,265,0
100,77,21,64,38,48,53,15,22,14,60,-8,45,0,49,-27,42,-56,37,-37,19,-41,8,-38,-3,-34,-12,-28,-20,-20,-25,-12,-27,266,0
100,59,-61,85,55,81,7,57,16,33,24,50,12,64,20,72,43,54,14,65,28,69,7,52,27,49,28,46,29,43,29,41,30,267,0
100,100,11,70,-12,82,10,71,1,56,-8,69,13,59,4,53,-3,69,17,73,7,32,6,53,37,49,18,15,32,44,19,56,15,268,0
100,85,7,81,-2,77,-3,67,-7,60,-8,67,-6,64,-6,39,5,71,1,56,-8,53,-8,47,-23,49,-9,53,-9,44,-10,42,-10,269,0
100,100,8,97,0,97,-1,88,-4,100,1,96,-1,96,-2,98,1,91,-9,95,-2,95,-3,98,2,94,-3,100,-6,93,-3,92,-4,270,0
100,48,-12,43,-12,70,-39,73,7,26,-22,49,16,45,-12,42,6,50,-27,55,19,42,8,71,20,53,-12,15,-26,47,4,45,-52,271,0
100,64,-4,77,3,61,36,65,0,64,8,79,-43,73,55,60,14,64,22,63,-25,71,15,65,23,69,18,62,8,66,20,69,37,272,0
100,50,-4,61,1,59,2,59,2,67,0,72,-5,67,1,57,2,65,-7,57,14,58,-4,47,5,57,1,48,-4,55,11,61,-8,273,0
100,72,-1,67,-4,63,-5,78,8,67,10,65,16,60,-2,54,-5,47,-10,65,15,39,22,52,-6,45,0,31,-7,49,-11,30,-5,274,0
100,68,10,77,3,65,8,61,0,79,12,60,5,62,10,78,-18,74,-11,49,1,61,8,67,-13,64,-2,77,2,61,-7,51,-5,275,0
100,61,-3,67,4,53,-4,51,4,71,-8,58,-2,53,8,64,12,57,-2,53,1,72,-3,53,-3,57,1,59,0,59,-3,50,7,276,0
100,50,10,30,6,35,0,57,-2,58,2,33,5,52,0,47,-11,43,0,35,6,19,26,31,-15,37,4,39,17,26,0,37,-2,277,0
100,99,2,93,34,84,35,75,49,74,52,55,60,43,66,32,70,28,69,8,74,6,71,-16,70,-17,61,-16,56,-35,44,-33,37,278,0
100,98,16,90,35,82,49,72,65,59,74,40,83,25,85,5,85,-12,80,-26,81,-38,72,-51,58,-57,46,-62,31,-66,18,-64,3,279,0
100,100,22,92,47,77,62,53,78,37,88,10,83,-7,89,-28,72,-44,62,-56,48,-65,36,-65,16,-67,2,-65,-13,-55,-23,-47,-35,280,0
100,94,20,96,41,81,57,57,71,42,83,15,89,5,94,-25,84,-43,76,-50,63,-66,50,-69,31,-77,16,-75,-4,-75,-18,-67,-34,281,0
100,94,28,80,53,58,73,35,81,11,90,-20,89,-40,82,-59,63,-76,40,-81,19,-81,-4,-75,-27,-63,-46,-46,-61,-26,-71,-9,-71,282,0
100,90,35,67,62,44,94,-4,81,-23,75,-25,49,-56,28,-67,11,-47,-6,-81,-6,-33,-48,-13,-54,7,-52,24,-43,37,-30,43,13,283,0
100,29,10,23,17,4,34,12,26,6,21,-5,13,-6,8,-6,4,-5,1,-4,0,-3,-1,-2,-2,-1,-1,0,-1,0,-1,0,-1,284,0
100,58,-36,100,35,75,-1,83,19,50,-28,66,6,70,15,72,-43,76,5,67,20,85,-41,65,-5,57,-11,53,-13,16,-12,45,-10,285,0
100,84,13,72,6,66,8,24,13,44,20,49,13,45,14,29,3,48,16,33,15,29,15,26,15,24,14,26,16,19,14,17,13,286,0
100,94,12,86,1,85,2,77,0,84,11,83,3,83,4,75,2,80,2,81,5,80,5,77,2,79,6,86,9,78,7,77,8,287,0
100,87,4,80,18,99,29,89,-8,89,-2,90,-27,89,20,89,-5,84,-1,98,-34,79,-25,87,-9,86,-3,79,-4,76,22,88,9,288,0
100,75,3,99,10,76,13,74,-9,96,2,98,0,96,10,91,4,71,3,81,-8,100,0,72,-1,82,3,72,-1,90,11,73,3,289,0
100,47,20,6,-18,62,1,46,-4,57,2,45,28,72,-4,56,12,41,12,53,3,51,-11,48,-2,47,3,54,25,32,-14,35,0,290,0
100,60,15,70,-14,85,-14,81,2,50,3,67,-5,81,-14,51,-24,82,-14,70,0,33,6,56,-33,61,-17,53,-2,54,-31,67,-22,291,0
100,85,-3,86,-8,82,0,74,-8,72,-14,75,-12,77,-19,78,-21,62,-10,79,-16,89,-3,85,-26,74,-23,66,-22,73,-38,66,-25,292,0
100,88,-8,83,7,85,4,77,-2,77,-6,82,-11,68,-1,88,-21,83,3,86,-6,97,-28,85,-19,84,-10,86,-3,79,-11,79,-1,293,0
100,75,-13,54,17,73,9,70,-11,67,-24,88,-19,74,4,63,0,64,-12,79,-25,66,-29,67,-10,62,-12,60,-21,38,7,61,-1,294,0
100,47,11,59,1,55,7,48,-14,53,1,64,-16,68,-3,55,-14,53,-5,48,-20,51,-14,41,-20,54,-11,60,-3,54,-12,56,-4,295,0
100,88,27,72,43,62,64,39,91,10,96,-20,89,-36,78,-65,62,-79,46,-82,19,-84,-8,-78,-26,-68,-46,-55,-61,-31,-67,-19,-76,296,0
100,93,29,80,56,60,72,26,93,5,97,-23,95,-56,81,-73,62,-91,36,-92,6,-94,-20,-83,-47,-65,-70,-41,-86,-14,-94,10,-95,297,0
100,88,31,73,58,34,59,6,100,-9,92,-62,72,-70,33,-81,41,-100,-1,-79,-41,-77,-45,-56,-68,-32,-82,-3,-87,25,-82,0,-82,298,0
100,83,29,69,48,49,68,22,87,-8,85,-36,78,-53,58,-70,31,-76,4,-71,-15,-57,-39,-37,-53,-17,-61,8,-61,25,-48,41,-35,299,0
