Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,RowNum,Segmentation
70,-70,-56,-70,-35,-40,-70,-17,-70,2541,C
-70,70,10,70,-70,-70,0,17,46,201,C
-70,70,54,-70,-52,20,70,-52,46,2565,C
-70,70,-4,70,17,-60,0,0,46,426,C
70,70,-32,70,-70,-40,-70,-52,46,5596,C
-70,-70,-52,-70,70,-60,-70,-35,46,998,C
-70,70,14,70,-70,-50,0,-52,46,4902,C
70,70,8,70,-70,-70,0,-52,46,1180,C
-70,70,6,70,-17,-70,0,35,-23,1003,C
-70,70,-2,70,-70,-40,0,-17,46,3483,C
-70,70,-10,70,-70,-60,-70,-35,46,4232,C
70,70,-10,70,-70,20,70,-17,-70,4217,C
-70,-70,-50,-70,70,-50,-70,-17,46,789,C
-70,70,-2,70,-52,-60,70,-17,46,1132,C
70,70,-12,70,-70,-60,0,-17,-70,77,C
-70,70,-10,70,-52,-70,70,-17,46,5062,C
70,-70,-46,70,70,-70,-70,-52,46,5031,C
-70,70,28,-70,-70,-70,-70,-70,46,2605,C
-70,-70,-46,70,70,-60,-70,-17,46,978,C
70,70,64,70,35,20,70,-52,46,4500,C
-70,70,-26,70,-70,70,-70,-52,46,1757,C
-70,-70,-8,70,-70,-60,-70,-70,46,2615,C
-70,70,0,70,-70,-60,0,-52,46,1163,C
-70,70,-26,70,-70,-60,0,-52,70,4439,C
70,-70,-24,-70,70,-60,-70,-52,23,11,C
70,70,-22,70,-70,-40,70,-35,-46,2103,C
-70,70,4,-70,35,-70,70,-52,46,4729,C
70,70,2,70,-70,-70,0,-17,46,3049,C
70,-70,-52,70,70,-60,-70,0,46,4426,C
70,70,14,-70,17,-60,0,-52,46,4552,C
70,70,-22,70,-70,-20,-70,-52,46,163,C
-70,70,-4,70,-70,-40,0,-52,46,749,C
-70,70,2,70,52,-60,0,-17,46,2635,C
-70,70,-2,70,-17,-70,0,17,70,2214,C
70,-70,-42,70,70,-60,-70,-35,46,400,C
70,70,-10,70,52,-60,70,-52,-46,4996,C
-70,70,32,70,35,-70,70,-52,46,1950,C
-70,70,26,70,-17,-60,0,-35,46,2807,C
70,70,12,70,-70,-60,0,-52,46,897,C
70,70,-32,70,-70,-70,-70,-52,46,4049,C
70,70,66,-70,35,-70,-70,-70,46,4513,C
70,70,0,70,-70,-60,0,-52,0,3613,C
-70,70,16,70,-52,-60,70,-35,46,5793,C
70,-70,-52,70,-70,-60,-70,0,46,4862,C
-70,70,42,-70,-52,-60,70,-52,46,3473,C
-70,70,38,70,-52,40,70,-52,46,5386,C
-70,70,38,70,35,-60,70,-17,46,2010,C
-70,70,-10,70,52,20,-70,-70,-70,665,C
70,-70,-54,70,70,-70,-70,-35,46,171,C
70,-70,36,70,35,-70,-70,-70,46,1363,C
-70,70,-2,70,-70,-60,0,17,46,416,C
-70,70,-4,70,-70,-60,-70,-35,46,1957,C
70,-70,10,70,-70,-60,-70,-70,46,3621,C
70,70,-24,70,-70,40,0,-17,46,2250,C
70,70,-10,70,-70,-70,0,0,0,119,C
-70,70,-34,-70,-52,10,70,-17,46,4665,C
-70,70,-22,70,-52,-60,70,-35,46,3343,C
-70,70,-54,70,-70,-70,-70,-52,23,4697,C
70,70,-14,70,-70,-40,0,0,46,5494,C
70,-70,-48,70,70,-40,-70,-17,-46,4739,C
70,70,-4,70,17,-10,0,-52,46,3237,C
70,70,-10,70,-70,-50,0,-17,46,3122,C
-70,-70,-68,-70,-35,-60,-70,0,70,4597,C
70,70,-12,70,-70,-70,0,-17,70,5373,C
70,-70,-20,70,-35,-60,-70,17,0,5792,C
-70,70,-14,-70,-52,-10,70,17,46,2867,C
-70,70,-36,70,-52,-60,0,-17,46,332,C
-70,70,-28,70,-70,-70,-70,-52,46,2083,C
-70,70,-2,70,-70,-70,0,17,70,5955,C
-70,70,-30,70,-70,-60,0,-35,-46,1490,C
-70,70,-8,-70,-70,-60,-70,-70,46,2380,C
70,-70,-56,-70,17,-70,-70,17,46,1009,C
70,-70,-22,70,-70,20,-70,-70,46,2459,C
70,-70,-52,70,70,-60,-70,70,46,5439,C
-70,70,0,70,-35,-30,0,-52,46,5283,C
