Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,RowNum,Segmentation
-70,70,-2,70,-70,-70,0,-35,46,72,C
70,70,-34,70,-70,-20,-70,-52,46,73,C
70,-70,-22,-70,-17,0,-70,-35,70,74,D
-70,70,-26,-70,-35,-70,0,-52,-70,75,D
-70,-70,-28,70,-17,-70,-70,-35,23,76,B
70,70,-12,70,-70,-60,0,-17,-70,77,C
70,70,14,70,-70,-60,70,-52,46,78,C
-70,70,-42,-70,-17,-60,-70,-52,-70,79,D
-70,70,2,-70,-70,-70,-70,-70,46,80,B
70,-70,-30,70,-70,-70,-70,-70,46,81,D
-70,70,18,70,-70,-70,70,-52,46,82,C
-70,70,8,70,-35,-60,0,-52,46,83,C
-70,70,-46,-70,17,-40,0,-35,70,84,D
-70,70,12,70,-70,-70,0,-17,46,85,C
-70,70,28,-70,-52,-60,70,35,46,86,B
-70,70,-2,-70,-70,-70,-70,-35,70,87,A
-70,70,-30,-70,-52,-70,70,0,46,88,A
70,70,-36,70,70,30,-70,-52,46,89,B
-70,-70,-70,-70,-35,-60,-70,-52,46,90,D
-70,70,-46,70,52,-40,-70,-52,23,91,D
-70,-70,64,-70,35,-60,-70,-70,46,92,D
-70,-70,-56,-70,70,20,-70,-35,46,93,D
70,-70,-28,70,-70,-70,-70,-70,46,94,A
-70,-70,-12,70,-70,-60,-70,-70,46,95,C
-70,70,-20,70,-52,-70,70,-35,46,96,D
-70,70,-34,-70,-52,10,0,-17,23,97,B
-70,70,52,-70,35,-60,-70,-70,46,98,D
-70,-70,-34,70,-70,-70,-70,-52,-46,99,C
70,70,-32,70,-70,-60,70,-52,0,100,A
-70,70,-14,70,-52,-70,70,-35,46,101,C
-70,70,2,-70,-52,-60,70,-17,-70,102,B
70,70,-12,-70,17,20,0,-17,70,103,B
70,-70,-50,70,70,-60,-70,-35,-70,104,D
-70,70,-28,-70,-17,20,-70,-52,-70,105,D
70,70,-52,-70,0,-60,-70,-52,46,106,A
-70,70,36,70,-70,-70,0,-52,46,107,C
70,70,-50,70,17,-70,-70,-52,46,108,A
-70,-70,-36,70,-17,10,-70,0,46,109,C
-70,70,-28,70,-52,20,70,0,-46,110,A
70,70,30,70,35,-70,70,-52,46,111,C
-70,-70,-70,-70,70,-10,-70,-17,70,112,D
70,70,-6,70,17,-60,70,-52,70,113,B
-70,-70,-46,-70,-52,-20,-70,0,46,114,A
70,-70,-28,70,-70,-40,-70,-17,46,115,D
70,-70,-48,-70,0,10,-70,-17,46,116,D
70,70,-32,70,-70,-30,-70,-17,-23,117,B
70,70,-28,70,17,-70,0,-52,46,118,A
70,70,-10,70,-70,-70,0,0,0,119,C
70,-70,-42,70,-35,-70,-70,-35,46,120,C
70,70,-20,-70,17,-70,0,0,70,121,B
-70,-70,-48,-70,0,10,-70,0,46,122,C
70,70,-50,-70,17,20,0,-52,70,123,A
-70,70,52,70,35,-60,-70,-70,46,124,B
70,-70,-50,70,70,0,-70,-17,46,125,D
-70,70,34,70,-70,-10,0,-35,46,126,C
-70,70,26,-70,35,-70,70,70,70,127,A
70,-70,-54,-70,17,-70,-70,-70,-46,128,A
70,70,-12,70,17,-70,0,-52,46,129,C
70,70,-20,70,-70,-50,0,-52,46,130,B
70,-70,-52,70,70,-70,-70,-17,46,131,C
70,70,-16,70,0,10,-70,-17,46,132,D
-70,70,44,-70,-52,-60,-70,-70,46,133,C
70,70,-20,70,-70,-40,0,-17,46,134,C
70,70,48,70,35,-60,70,-52,46,135,B
-70,70,-36,70,-70,-40,0,-35,46,136,C
70,-70,-8,70,-70,-60,-70,-70,46,137,C
70,-70,-56,70,70,-60,-70,0,46,138,D
-70,70,-32,-70,-52,-70,0,0,46,139,A
-70,70,12,70,-35,-70,0,-52,46,140,C
70,70,-16,70,-70,-20,0,-35,46,141,C
70,70,-8,70,52,20,0,-35,46,142,C
-70,-70,-42,70,-70,-70,-70,0,46,143,D
70,70,-26,70,-70,-70,-70,-35,-70,144,B
-70,70,10,-70,-70,-50,0,-52,70,145,C
-70,70,-10,70,-70,-40,-70,0,46,146,B
-70,70,56,70,-52,-70,70,-52,46,147,C
70,70,32,70,35,-70,-70,-52,46,148,B
-70,-70,-44,70,-70,-20,-70,-52,46,149,B
70,70,36,70,35,-70,70,-52,46,150,C
-70,70,-6,70,-70,-40,0,-17,46,151,C
70,-70,-60,-70,17,40,-70,-70,-70,152,D
70,-70,-66,-70,70,-50,-70,17,46,153,D
70,-70,-62,-70,70,-30,-70,-35,46,154,D
70,-70,-44,70,17,10,-70,-70,46,155,A
70,70,-34,70,-70,0,0,-52,46,156,C
-70,70,-26,70,-70,-30,0,-17,46,157,C
70,-70,-26,70,-70,-60,-70,-70,46,158,A
70,-70,-64,-70,-35,-60,-70,-35,0,159,A
70,70,-24,-70,17,-30,0,-52,46,160,D
-70,70,-26,70,-70,-70,-70,-52,46,161,B
-70,70,0,70,-70,-60,0,-35,46,162,B
70,70,-22,70,-70,-20,-70,-52,46,163,C
-70,70,-22,-70,-52,10,-70,-52,46,164,D
-70,70,10,70,-70,0,-70,-52,46,165,C
-70,70,-24,70,-52,-60,0,-35,46,166,A
70,70,-44,70,-70,-70,0,-52,46,167,A
70,70,-8,70,-70,-60,70,0,46,168,B
-70,70,26,70,-52,-60,-70,-52,46,169,A
-70,70,-36,-70,-70,-30,0,-52,46,170,B
70,-70,-54,70,70,-70,-70,-35,46,171,C
70,70,-56,-70,17,-10,0,52,70,172,D
70,70,-28,70,70,-30,-70,-52,46,173,A
-70,70,18,70,-17,-70,-70,-52,46,174,A
-70,-70,-60,-70,70,10,-70,-35,46,175,D
70,-70,-60,-70,70,-70,-70,-35,-70,176,D
70,70,0,70,-70,-50,-70,-70,46,177,C
-70,-70,-40,70,-35,-70,-70,-52,46,178,B
70,70,30,70,17,-70,-70,-52,70,179,B
-70,-70,-32,70,-70,-50,-70,-70,46,180,B
70,-70,-66,-70,0,-40,-70,-17,0,181,C
70,70,-8,70,-35,-60,0,-17,46,182,C
-70,-70,-70,-70,70,-70,-70,-35,-70,183,D
70,70,-2,70,-35,-70,0,-52,46,184,C
-70,70,-50,70,17,-70,0,-52,46,185,A
70,-70,-50,70,-70,0,-70,-35,46,186,A
-70,-70,-66,-70,70,-70,-70,0,0,187,D
70,-70,-52,-70,52,10,-70,-70,-70,188,D
-70,70,-16,70,-70,-30,0,-17,46,189,B
-70,-70,-56,70,70,-60,-70,-17,70,190,B
-70,-70,-26,-70,0,-60,-70,-70,70,191,D
70,70,26,70,35,-70,70,-52,46,192,B
70,-70,-30,70,-70,20,-70,-70,-70,193,A
-70,-70,-50,-70,70,-70,-70,-17,-46,194,C
70,-70,-42,-70,70,-60,-70,0,0,195,B
70,70,4,-70,35,-60,70,-17,70,196,B
70,70,0,70,-70,-60,-70,-52,46,197,C
-70,70,6,-70,-52,-60,70,0,46,198,C
70,70,10,70,-70,-70,0,-35,46,199,C
70,70,-56,70,70,-60,70,-17,70,200,A
-70,70,10,70,-70,-70,0,17,46,201,C
70,70,-34,70,-70,-70,-70,-17,46,202,C
-70,70,-32,70,-17,0,-70,-52,46,203,A
-70,-70,-62,-70,-35,-60,-70,-35,-46,204,D
-70,70,-20,70,-70,-60,-70,-52,46,205,B
-70,70,-24,70,-70,-60,-70,-52,70,206,A
70,-70,-64,-70,17,-70,-70,0,-46,207,B
-70,-70,-30,70,-35,10,-70,-70,-46,208,B
-70,70,32,70,35,-60,70,-35,46,209,C
70,-70,-44,-70,17,-60,-70,-17,46,210,B
70,70,56,-70,35,-70,0,-52,46,211,A
-70,-70,-30,70,-70,10,-70,-35,-46,212,A
-70,70,-70,-70,-52,-70,70,-17,46,213,A
-70,70,-6,70,-70,-10,0,-35,46,214,C
70,70,36,-70,35,-60,70,-35,46,215,D
70,-70,-56,-70,52,-60,-70,35,70,216,B
70,70,42,-70,-17,-50,70,-52,-46,217,D
-70,-70,36,70,-70,-60,-70,-70,46,218,B
70,70,36,70,-70,-70,0,-35,70,219,C
-70,70,-34,70,-17,-10,-70,17,70,220,A
-70,70,-26,70,-70,-60,-70,-52,46,221,A
70,-70,-50,70,-17,-70,-70,-17,46,222,C
70,-70,-50,70,-35,-70,-70,-35,46,223,D
-70,70,-20,70,-70,-70,-70,-52,70,224,B
70,70,-36,70,-70,-60,0,-52,46,225,B
-70,70,22,70,35,-60,70,-52,46,226,B
-70,70,-2,70,-52,0,70,-17,70,227,C
70,70,30,-70,17,20,-70,-35,46,228,A
70,-70,-62,-70,70,-40,-70,-35,46,229,D
-70,70,-12,70,-52,-60,0,-17,46,230,C
-70,70,-48,70,0,-60,70,-52,-70,231,A
-70,70,-14,70,-70,-60,0,-35,-70,232,C
-70,-70,-42,70,-70,-60,-70,-52,46,233,A
70,-70,-30,70,70,-70,-70,-70,-46,234,C
-70,70,10,70,-70,-70,-70,-70,46,235,B
70,-70,-54,70,-17,-60,-70,-70,46,236,D
-70,-70,-54,70,70,-60,-70,-52,-70,237,A
-70,-70,-50,-70,0,-70,-70,-70,-70,238,D
70,70,0,70,17,-60,0,-35,46,239,C
-70,-70,-52,-70,-35,-60,-70,-35,46,240,D
-70,-70,-54,-70,17,-70,-70,-17,70,241,D
70,-70,-44,-70,-17,-70,-70,-52,46,242,D
-70,70,-28,70,-52,-60,70,-35,-70,243,B
70,70,-20,-70,17,-60,-70,-35,0,244,A
-70,70,-56,-70,-35,-60,-70,-52,23,245,A
-70,70,-26,70,-70,-40,70,-35,46,246,A
70,70,-26,70,-17,0,0,-52,-70,247,B
-70,-70,-52,70,70,-60,-70,-35,46,248,D
70,-70,-68,-70,70,-60,-70,-52,46,249,D
70,70,64,70,35,-70,70,-52,46,250,B
70,70,-52,70,-70,-30,0,-52,-70,251,C
70,70,32,-70,-35,-70,0,-52,46,252,B
70,70,0,-70,17,10,0,-17,70,253,B
-70,70,-20,-70,-52,-70,70,-17,46,254,A
-70,70,-34,-70,-35,-10,-70,-35,46,255,A
-70,70,40,70,35,-70,-70,-52,46,256,C
70,-70,-46,-70,52,-70,-70,-17,46,257,D
70,-70,-32,70,-70,-20,-70,-52,46,258,B
70,-70,-62,-70,0,-70,-70,-70,-23,259,B
-70,70,32,70,17,-30,70,-52,46,260,B
-70,70,70,70,35,60,-70,-70,46,261,A
-70,-70,-56,70,-35,-10,-70,-70,-46,262,D
70,-70,-16,70,-70,-30,-70,-70,-70,263,A
70,-70,-36,70,-70,-40,-70,-70,70,264,A
70,70,-32,-70,17,0,-70,-70,70,265,D
70,70,-28,-70,17,-30,0,-52,46,266,B
70,-70,-42,70,70,-60,-70,0,70,267,D
70,70,16,70,-70,-50,0,-35,46,268,C
70,70,8,70,17,-70,0,-17,70,269,B
-70,-70,-56,-70,70,-70,-70,0,46,270,C
70,70,4,70,-70,-70,0,-17,46,271,C
70,-70,-34,70,-17,30,-70,-52,46,272,A
70,-70,-46,-70,70,10,-70,-35,46,273,A
-70,-70,-68,-70,70,-60,-70,0,46,274,D
-70,-70,-52,70,70,-70,-70,-52,46,275,A
70,-70,-30,70,-35,70,-70,-70,46,276,A
-70,70,-14,70,-70,10,0,-52,46,277,C
-70,-70,-48,70,-70,-40,-70,-70,46,278,B
-70,70,-4,-70,-17,-60,0,-17,0,279,B
70,70,30,70,17,-60,-70,-70,-70,280,A
70,-70,-54,-70,70,-60,-70,52,0,281,C
70,70,58,70,35,-70,-70,-35,46,282,A
70,-70,-28,70,70,20,-70,-70,46,283,D
-70,70,-36,70,-70,20,-70,-70,46,284,A
-70,70,-68,-70,0,-50,70,0,46,285,C
70,-70,-48,-70,70,-60,-70,-35,46,286,B
70,-70,-54,-70,-35,-70,-70,-70,46,287,D
-70,-70,-34,70,17,10,-70,-70,46,288,A
70,-70,-62,-70,52,-70,-70,-17,46,289,D
-70,-70,-68,-70,0,-70,-70,0,46,290,A
70,70,-66,70,35,-60,0,-35,-70,291,A
-70,-70,-20,70,70,-40,-70,-35,46,292,D
-70,-70,-20,70,-17,-60,-70,-52,70,293,A
70,70,-6,70,17,-30,70,-35,46,294,B
-70,-70,-56,70,-17,-60,-70,-52,46,295,A
-70,70,14,-70,-70,-60,70,-52,46,296,B
70,70,-50,70,70,-70,0,-52,46,297,A
-70,-70,-30,70,-70,-60,-70,-70,46,298,D
-70,-70,-56,-70,-52,50,-70,-35,46,299,A
70,-70,-70,-70,70,20,-70,0,70,300,D
-70,70,-20,70,-17,-60,0,0,-23,301,C
70,-70,-52,70,-70,10,-70,-70,46,302,B
70,-70,12,70,-17,-60,-70,-52,46,303,D
-70,70,42,70,35,-50,-70,-70,46,304,D
-70,-70,-60,-70,-35,-10,-70,-17,-46,305,D
-70,-70,-34,70,-70,10,-70,-70,46,306,A
-70,-70,-46,-70,-35,-60,-70,-70,-70,307,C
-70,70,4,-70,-70,-60,0,-52,46,308,C
70,70,-2,70,-70,-50,-70,-52,46,309,C
-70,70,-28,70,-17,-70,-70,-70,46,310,D
70,-70,-36,-70,-70,-20,-70,-70,46,311,A
-70,70,-40,-70,17,-70,0,-52,46,312,B
70,-70,-56,70,-70,-70,-70,17,46,313,A
70,70,-52,70,-70,-70,0,-52,70,314,B
-70,70,-36,70,-70,-60,70,-35,46,315,A
70,70,-24,70,-70,-60,0,-52,46,316,C
70,70,-14,-70,-70,10,0,-52,46,317,B
70,-70,-54,70,-70,20,-70,-70,46,318,A
-70,70,-20,70,-35,60,70,-52,46,319,B
70,70,-46,70,-70,10,-70,-17,46,320,A
70,70,32,70,-70,-60,0,-17,46,321,C
70,70,70,-70,35,-40,70,-70,46,322,D
70,70,-22,-70,52,-10,70,-17,46,323,B
70,70,-32,70,-17,-10,0,-35,70,324,A
-70,70,-48,-70,-52,-60,0,-35,46,325,D
70,70,28,70,-70,-60,70,-52,46,326,C
70,-70,-56,-70,17,-60,-70,-70,70,327,D
70,70,-10,70,-35,-70,-70,-52,46,328,C
70,70,-4,70,-35,-60,0,-35,23,329,C
70,70,-26,70,17,-60,70,0,-46,330,B
-70,70,-12,70,-70,-70,0,17,0,331,B
-70,70,-36,70,-52,-60,0,-17,46,332,C
70,-70,-68,-70,70,-50,-70,-35,46,333,D
-70,70,-14,70,-17,-70,0,-35,70,334,B
-70,70,64,70,35,-70,-70,-70,46,335,B
-70,70,24,70,-70,-70,70,-52,46,336,B
-70,-70,-22,-70,0,-60,-70,0,70,337,D
70,70,38,70,35,-60,70,-52,46,338,B
-70,70,36,-70,17,-60,-70,-70,46,339,A
-70,70,0,70,-70,-70,-70,-35,46,340,B
70,70,-28,70,-70,10,0,-52,46,341,C
70,-70,-52,-70,52,20,-70,-70,46,342,D
70,-70,-60,-70,70,-60,-70,-35,70,343,D
70,-70,-46,70,-17,-70,-70,-17,46,344,B
70,70,-28,70,-70,-20,0,-52,46,345,C
-70,70,-54,70,-70,-60,0,-35,46,346,B
70,70,-6,70,-17,0,-70,-35,46,347,A
70,70,-16,70,-70,-60,0,-52,46,348,C
70,-70,16,-70,-17,-50,-70,-70,46,349,A
70,-70,-52,70,-35,-60,-70,-35,46,350,A
70,70,-46,-70,17,-60,0,35,70,351,A
-70,-70,-42,-70,70,0,-70,-17,-70,352,A
-70,-70,-12,-70,-70,-40,-70,-35,-23,353,B
70,-70,-42,70,-70,-30,-70,-17,-46,354,A
70,70,-42,-70,17,-20,-70,-35,23,355,A
-70,70,26,70,-35,-60,0,-17,46,356,B
70,70,46,70,35,-70,70,-52,46,357,C
-70,-70,-44,-70,-17,-60,-70,-70,70,358,A
-70,70,-22,70,-70,-70,-70,-35,70,359,A
-70,70,-6,70,-70,-60,0,-17,-46,360,C
-70,70,34,70,-70,-70,0,0,46,361,C
70,70,36,-70,35,-60,-70,-35,46,362,A
-70,70,-16,70,-70,20,0,-52,46,363,C
70,-70,-26,-70,17,20,-70,0,70,364,A
70,-70,-34,70,17,-30,-70,-70,46,365,A
-70,-70,-46,-70,70,-30,-70,-17,46,366,D
70,-70,-48,70,70,-50,-70,-17,70,367,B
-70,-70,-50,70,17,-70,-70,0,70,368,D
70,70,-26,70,-70,-60,0,-52,46,369,C
70,70,-2,70,-70,70,0,-52,46,370,C
-70,-70,-54,-70,-70,-10,-70,17,-23,371,D
70,-70,2,70,0,-40,-70,-70,46,372,B
70,-70,-66,-70,-35,-30,-70,-17,46,373,D
70,70,66,70,35,-70,70,-52,46,374,C
-70,-70,-50,-70,70,-70,-70,-52,70,375,A
-70,-70,-30,-70,-70,-50,-70,-52,-70,376,A
-70,70,-22,-70,-17,-60,-70,-52,70,377,B
-70,70,-22,-70,0,-70,70,17,70,378,A
70,-70,-48,-70,17,-60,-70,-17,46,379,D
-70,-70,-42,70,-35,-70,-70,-17,46,380,A
70,70,10,-70,-70,-60,70,-52,46,381,C
-70,-70,-62,-70,70,-70,-70,-52,-70,382,D
70,70,48,70,-70,-60,70,-52,46,383,C
70,-70,-42,70,70,-70,-70,-35,70,384,A
-70,70,-32,70,-70,-70,0,-17,0,385,C
-70,70,-32,70,70,-60,70,-17,46,386,B
-70,70,-12,-70,-70,-70,70,-17,46,387,B
70,70,28,70,35,-70,70,-52,46,388,A
-70,-70,-46,70,70,-40,-70,0,23,389,C
70,70,-10,70,-17,-50,-70,-70,23,390,A
70,-70,-20,70,-70,-10,-70,-70,46,391,C
-70,70,-40,70,70,20,-70,-52,46,392,D
-70,70,-44,-70,70,-70,0,0,70,393,D
-70,70,-42,70,70,-60,-70,-52,46,394,D
70,-70,-64,-70,70,-60,-70,-17,-46,395,D
70,-70,-48,-70,52,-50,-70,-17,-70,396,D
70,70,-36,70,-70,-60,-70,-52,70,397,A
-70,70,-14,-70,-70,-70,-70,-35,70,398,A
70,70,-30,70,-70,20,70,-52,-46,399,B
70,-70,-42,70,70,-60,-70,-35,46,400,C
70,-70,-50,70,-70,-40,-70,35,-46,401,A
70,70,28,70,35,-40,-70,-70,46,402,A
70,70,-16,70,-70,-30,-70,-70,46,403,C
-70,70,8,70,-70,-70,0,-35,0,404,C
-70,-70,-50,-70,-17,-60,-70,-52,0,405,A
70,-70,-42,-70,70,50,-70,-35,46,406,A
-70,-70,-46,70,-35,-60,-70,-70,-70,407,B
70,70,-22,-70,52,-40,0,-17,46,408,D
70,-70,-70,-70,70,-10,-70,-17,0,409,D
70,70,-48,70,70,10,-70,-35,-70,410,D
70,-70,-40,70,70,-70,-70,-35,46,411,A
70,70,6,70,-35,-60,-70,-52,0,412,A
-70,70,-34,70,-52,-60,-70,-35,46,413,D
-70,70,6,70,-52,-60,70,-35,46,414,C
-70,-70,-70,-70,70,-60,-70,-52,46,415,D
-70,70,-2,70,-70,-60,0,17,46,416,C
70,70,-32,70,-17,-70,0,-52,23,417,B
-70,-70,-34,70,0,-70,-70,-70,46,418,A
70,-70,-48,70,70,20,-70,-35,70,419,A
-70,70,-16,70,-70,-60,0,-17,-70,420,C
-70,-70,14,70,-70,-70,-70,-70,46,421,B
-70,70,-2,70,-17,-60,0,-17,46,422,A
70,70,-8,70,52,70,-70,-70,46,423,A
70,-70,-44,-70,70,-60,-70,0,70,424,C
-70,70,-22,-70,-17,-60,-70,-35,70,425,A
-70,70,-4,70,17,-60,0,0,46,426,C
70,-70,-22,70,70,10,-70,-70,0,427,D
-70,-70,-48,70,-35,-60,-70,-17,46,428,C
70,-70,-40,70,70,10,-70,-70,70,429,A
70,-70,-64,-70,70,-70,-70,-17,-46,430,D
-70,70,-36,-70,-70,20,0,-35,46,431,B
70,-70,-22,70,-35,-70,-70,-70,46,432,A
70,-70,-24,70,-70,-50,-70,-70,46,433,C
-70,-70,-28,70,-70,-70,-70,-35,46,434,B
70,-70,-50,-70,-35,70,-70,-70,46,435,A
70,70,14,70,-35,-60,0,-52,46,436,B
-70,70,16,70,-70,-70,0,-17,46,437,C
-70,70,22,70,-17,-60,0,-52,46,438,C
-70,70,-16,70,-35,-60,0,-52,-70,439,A
70,70,-54,70,17,20,-70,-52,46,440,B
70,-70,-56,70,-70,-30,-70,0,46,441,C
70,70,-16,70,-70,-60,0,-17,0,442,C
-70,70,-8,70,-52,-60,70,-35,46,443,C
-70,70,2,70,-70,-60,0,-52,46,444,C
70,-70,-32,70,-70,-40,-70,-70,46,445,B
-70,70,22,70,-17,-60,70,-52,46,446,C
70,-70,-28,-70,17,-70,-70,-35,70,447,A
70,70,-26,70,-70,-50,0,-52,46,448,C
-70,70,36,70,-17,-60,0,-35,46,449,C
70,-70,-30,-70,52,-20,-70,-70,-46,450,B
-70,-70,-54,-70,0,-70,-70,0,46,451,D
-70,-70,-46,70,-35,-60,-70,-35,70,452,D
-70,-70,6,70,0,-60,-70,-17,0,453,A
70,-70,-44,70,70,-60,-70,-70,46,454,D
-70,-70,-28,70,-70,-70,-70,-70,46,455,A
70,-70,-46,-70,17,-70,-70,-17,70,456,A
70,70,-20,-70,-70,-70,0,-35,70,457,A
-70,-70,-52,70,70,10,-70,-70,-70,458,C
70,70,-14,-70,-70,-70,0,-17,-70,459,C
-70,70,-20,-70,-70,-60,-70,-52,46,460,B
-70,70,-50,-70,-17,10,0,-17,0,461,D
-70,-70,-20,70,-17,20,-70,-70,46,462,D
70,-70,-50,70,70,-60,-70,-35,46,463,D
-70,-70,8,-70,70,-30,-70,-52,46,464,D
70,-70,-30,70,17,10,-70,-17,46,465,A
70,-70,-44,70,-70,-60,-70,-17,46,466,D
-70,70,-42,-70,-52,-30,0,0,70,467,D
-70,70,24,70,-70,-60,-70,-35,46,468,A
70,70,-4,70,-70,-60,0,-35,46,469,C
-70,70,-14,70,-70,40,0,0,46,470,C
-70,-70,-66,-70,70,-60,-70,17,70,471,D
70,70,60,-70,35,-60,70,-52,46,472,C
-70,70,6,70,-17,10,0,0,-46,473,A
70,-70,-40,-70,-35,-70,-70,-70,46,474,A
-70,-70,-56,-70,0,-40,-70,-35,-23,475,D
-70,70,46,70,35,-60,-70,-70,46,476,C
-70,70,-46,70,70,-60,-70,-52,46,477,A
-70,-70,-60,-70,70,-10,-70,0,70,478,D
70,-70,-20,70,-70,-50,-70,-17,46,479,B
-70,-70,-28,70,-17,-20,-70,-70,46,480,A
-70,70,-48,-70,-52,-60,70,-52,46,481,D
70,70,-16,-70,17,-50,-70,-52,46,482,D
-70,70,-10,-70,-52,-50,70,-52,-46,483,D
-70,70,-52,-70,-17,-70,0,-17,46,484,A
70,70,12,-70,-17,20,-70,-17,-70,485,B
-70,70,-16,70,-17,-30,0,-35,-46,486,B
-70,-70,-40,-70,-35,-60,-70,-17,70,487,C
-70,70,-4,70,-70,10,-70,0,46,488,A
-70,70,26,-70,-52,-50,70,-70,46,489,C
-70,70,-30,70,-70,20,0,-52,46,490,C
70,-70,-26,70,-35,-70,-70,-70,46,491,C
70,70,-16,70,-70,-20,0,-52,46,492,B
-70,70,-10,70,-70,-70,0,-17,46,493,C
70,70,30,-70,35,-70,0,-52,46,494,C
-70,-70,-64,-70,70,20,-70,0,46,495,D
-70,70,36,70,-70,-70,-70,-35,70,496,C
70,-70,-64,-70,0,-60,-70,0,70,497,D
70,70,-10,70,-70,-60,-70,-70,70,498,A
-70,-70,-50,-70,70,-60,-70,0,70,499,D
-70,70,2,70,-17,-60,-70,-52,46,500,A
70,-70,4,70,-70,-70,-70,-52,46,501,C
-70,70,-6,70,-35,-60,-70,-52,46,502,C
-70,-70,-64,-70,70,-60,-70,-17,46,503,D
-70,-70,-70,-70,70,-70,-70,17,46,504,D
-70,70,28,70,35,-70,70,-52,46,505,B
-70,70,-12,70,-70,60,-70,-70,46,506,C
-70,70,42,-70,35,-60,70,-52,46,507,B
-70,70,-6,70,-70,-40,0,-17,-46,508,C
-70,-70,-44,70,70,-70,-70,-17,46,509,D
70,-70,-46,70,-70,-70,-70,-35,46,510,A
70,70,-24,70,-70,-70,-70,-17,46,511,A
