Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,RowNum,Segmentation
70,-70,-22,70,-35,-70,-70,-70,46,432,A
70,-70,-44,70,70,-60,-70,35,46,1454,A
70,70,-22,70,-70,10,-70,-70,46,4574,A
70,-70,-48,-70,-70,-70,-70,-35,70,2383,A
-70,70,-44,70,-17,-70,0,-52,46,2425,A
-70,70,48,-70,35,-60,70,-52,-46,5094,A
-70,-70,-44,-70,70,-50,-70,-52,-23,3451,A
-70,70,-56,70,-70,50,-70,-52,46,4765,A
-70,70,44,-70,35,-70,-70,-70,46,1433,A
-70,70,-36,70,-70,-60,0,-17,-70,5411,A
-70,70,-12,-70,-17,-60,-70,-52,46,2445,A
-70,-70,18,-70,-17,0,-70,-70,46,3399,A
70,-70,-68,-70,0,-60,-70,-35,70,70,A
70,70,50,-70,17,-70,70,-52,70,4355,A
70,70,58,70,35,-60,70,-52,46,1294,A
70,-70,-54,70,-70,-60,-70,-35,-46,772,A
-70,70,38,70,35,-60,0,-52,46,1103,A
70,70,-12,70,-35,-60,0,-52,70,3541,A
-70,-70,-44,-70,70,20,-70,52,70,21,A
70,70,-24,70,-70,-60,-70,-52,46,4353,A
70,70,-2,70,-70,-10,-70,-52,46,1703,A
70,70,8,-70,17,-70,0,17,70,1537,A
-70,-70,-36,70,-70,-60,-70,-52,-70,2136,A
-70,-70,-54,-70,-17,-70,-70,-52,46,4940,A
70,70,8,70,17,-60,-70,-70,-70,4966,A
-70,-70,-40,-70,-35,-60,-70,17,70,4930,A
70,-70,-40,70,-17,-70,-70,-35,46,4980,A
-70,70,-70,-70,-52,-70,70,-17,46,213,A
70,70,-28,70,17,-60,-70,-70,-70,2262,A
-70,70,14,-70,0,-60,70,-52,-70,2679,A
-70,70,-44,70,-17,-20,0,-35,-70,5852,A
70,70,-10,70,-17,-50,-70,-70,23,390,A
-70,-70,-32,70,-70,-30,-70,35,0,4632,A
70,-70,-40,70,-35,20,-70,-52,46,996,A
-70,-70,-28,70,-70,40,-70,-70,0,2732,A
-70,70,-16,70,-70,0,-70,-52,-46,2553,A
-70,70,-56,-70,-17,-50,-70,-52,70,857,A
-70,-70,-22,70,-17,-40,-70,-52,46,1768,A
-70,70,-40,70,-52,40,70,70,70,2527,A
-70,70,-32,70,-70,-60,-70,-70,-70,5375,A
-70,-70,-36,70,-70,-50,-70,-52,46,2859,A
70,-70,-42,-70,0,-70,-70,-17,46,2177,A
-70,70,-20,70,-17,0,-70,-52,46,3642,A
70,70,-22,-70,0,-70,0,-52,46,4009,A
-70,70,14,-70,-17,-60,-70,-70,-46,3631,A
-70,70,-26,70,-70,-60,-70,-52,46,221,A
-70,70,28,70,35,10,-70,-70,-23,1443,A
70,70,48,-70,35,-70,70,-52,46,2356,A
70,70,-12,-70,35,-70,-70,-70,46,2905,A
70,70,28,70,35,-40,-70,-70,46,402,A
70,-70,-34,70,70,-60,-70,-52,46,2476,A
-70,-70,-54,-70,-35,-60,-70,-70,46,3203,A
-70,70,70,-70,-52,-70,70,-52,46,3323,A
70,-70,10,70,-17,-60,-70,-52,46,3132,A
-70,70,26,-70,35,-70,70,70,70,127,A
70,70,-12,-70,17,-70,-70,-70,46,5466,A
70,-70,-56,70,-35,-70,-70,-70,70,4038,A
-70,70,-20,-70,0,-40,70,-17,70,3161,A
70,-70,-52,-70,70,-70,-70,-17,-70,5461,A
-70,-70,-26,70,-17,-70,-70,-52,-46,2085,A
-70,70,-20,70,-70,-60,70,-35,46,3152,A
70,-70,-24,-70,-70,-70,-70,-70,46,2389,A
70,70,-32,70,-35,-70,-70,-52,46,1008,A
-70,-70,-2,70,-70,-70,-70,-70,46,1120,A
