no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
0,-27000,-27000,-20647,-9000,27000,-27000,-5302,27000,-7363,19800,-13500,-27000,-27000,-27000,-15570,-16200,24411,1
13500,-27000,-27000,-17470,-27000,-27000,-18000,-13347,27000,27000,19800,-13500,-27000,-27000,-27000,-13887,-27000,24413,1
0,-27000,-27000,-17470,-27000,-27000,-18000,-25049,27000,-17181,-23400,-13500,-27000,-27000,-27000,-16067,-27000,24415,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-27000,-27000,-27000,-27000,-14000,-27000,24418,1
0,-27000,-19285,-20647,9000,-27000,-27000,-13957,27000,22090,-21600,-13500,-27000,-27000,-27000,-14580,-16200,24421,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-14932,27000,-22090,5400,0,-27000,-27000,-27000,-19000,-27000,24422,1
0,-16200,-27000,-11117,9000,-27000,0,-17004,27000,-12272,18000,-13500,-27000,-27000,-27000,-5104,-27000,24423,1
0,-27000,-19285,-17470,-27000,-27000,-27000,12250,27000,-7363,5400,-27000,-27000,-27000,-27000,-19000,-27000,24424,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-27000,-27000,-27000,-27000,-14000,-27000,24425,1
0,-21600,-27000,-20647,-27000,-27000,-27000,-22977,27000,2454,5400,-13500,-27000,-27000,-27000,-13590,-27000,24429,1
0,-16200,-11571,-23823,-27000,-27000,0,-22246,27000,-22090,9000,-13500,-27000,-27000,-27000,-11969,-27000,24430,1
0,-27000,-27000,-20647,9000,-27000,-27000,2133,27000,-2454,-1800,-27000,-27000,-27000,-27000,-15780,-27000,24433,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-10056,27000,17181,-14400,-13500,-27000,-27000,-27000,-15120,-27000,24438,1
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-4936,27000,17181,-9000,-13500,-27000,-27000,-27000,-17190,-16200,24445,1
0,-16200,-11571,-27000,-27000,-27000,0,-12006,27000,12272,16200,-13500,-27000,-27000,-27000,-6840,-27000,24447,1
0,-21600,-19285,-23823,-27000,-27000,-27000,-3230,27000,7363,-5400,-13500,-27000,-27000,-27000,-13950,-16200,24448,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-22611,27000,7363,3600,-13500,-27000,-27000,-27000,-13410,-27000,24451,1
0,-10800,-27000,-20647,-27000,-27000,18000,-5302,27000,2454,7200,-13500,-27000,-27000,-27000,-4900,-5400,24454,1
0,-27000,-11571,-14294,-27000,-27000,-27000,-7496,27000,-12272,19800,-27000,-27000,-27000,-27000,-18000,-27000,24457,1
-13500,-27000,-11571,-17470,-27000,-27000,-27000,12616,27000,22090,-18000,-13500,-27000,-27000,-27000,-8045,-16200,24461,1
0,-27000,-27000,-20647,-9000,-27000,-27000,2255,27000,12272,-3600,-13500,-27000,-27000,-27000,-17460,-27000,24463,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-27000,-27000,-27000,-27000,-14000,-27000,24467,1
0,-27000,-19285,-20647,-27000,-27000,-27000,9812,27000,12272,0,-27000,-27000,-27000,-27000,-17000,-27000,24468,1
0,-27000,-19285,-11117,-27000,-27000,-18000,-11275,27000,17181,-10800,-13500,-27000,-27000,-27000,-13769,-27000,24474,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-12372,27000,-7363,-12600,-13500,-27000,-27000,-27000,-17055,-27000,24477,1
0,-27000,-11571,-17470,-27000,-27000,-18000,-17979,27000,-7363,-1800,-13500,-27000,-27000,-27000,-13740,-27000,24479,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-13957,-27000,2454,1800,-13500,-27000,-27000,-27000,-21764,-27000,24480,1
0,-16200,-19285,-23823,-27000,-27000,0,-18589,27000,-17181,-7200,-13500,-27000,-27000,-27000,-11969,-16200,24482,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-3717,27000,-2454,-23400,-27000,-27000,-27000,-27000,-13800,-27000,24483,1
0,-27000,-27000,-14294,-27000,-27000,-27000,3839,27000,-7363,-21600,-27000,-27000,-27000,-27000,-18000,-27000,24484,1
0,-16200,-27000,-23823,-27000,-27000,0,-1889,27000,7363,-19800,-13500,-27000,-27000,-27000,-10170,-16200,24485,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-7130,27000,17181,-1800,-27000,-27000,-27000,-27000,-15500,-27000,24488,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-4814,27000,12272,25200,-13500,-27000,-27000,-27000,-15210,-5400,24489,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-19930,27000,-7363,3600,-13500,-27000,-27000,-27000,-11069,-27000,24494,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-17004,27000,-2454,-3600,-13500,-27000,-27000,-27000,-12690,-27000,24496,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25902,27000,-17181,27000,0,-27000,-27000,-27000,-17500,-27000,24497,1
0,-27000,-11571,-11117,-27000,-27000,-27000,-1889,27000,7363,21600,-13500,-27000,-27000,-27000,-17079,-16200,24503,1
0,-27000,-3857,-7941,-27000,27000,-27000,2376,27000,-2454,7200,-13500,-27000,-27000,-27000,-16380,-16200,24506,1
0,-27000,-19285,-23823,9000,-27000,-27000,9690,27000,2454,25200,-27000,-27000,-27000,-27000,-15500,-16200,24508,1
0,-21600,-19285,-23823,-27000,-27000,-27000,-182,27000,12272,-23400,-13500,-27000,-27000,-27000,-12690,-16200,24509,1
13500,-27000,-19285,-14294,-27000,-27000,-18000,-20173,27000,7363,23400,-13500,-27000,-27000,-27000,-12780,-27000,24511,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-11641,27000,12272,-7200,-27000,-27000,-27000,-27000,-18925,-16200,24515,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-18101,27000,12272,-1800,0,-27000,-27000,-27000,-17000,-16200,24517,1
13500,-27000,-27000,-14294,-27000,-27000,-18000,-6033,27000,7363,-10800,-27000,-27000,-27000,-27000,-15559,-16200,24524,1
27000,-27000,-19285,-27000,-27000,-27000,18000,-22611,27000,7363,9000,-13500,-27000,-27000,-27000,-5525,-27000,24526,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-12616,27000,-2454,21600,-13500,-27000,-27000,-27000,-17370,-27000,24527,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-19930,27000,-2454,7200,-13500,-27000,-27000,-27000,-15660,-27000,24528,1
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-22489,27000,-7363,19800,-13500,-27000,-27000,-27000,-12960,-27000,24529,1
0,-27000,-11571,-11117,-9000,-27000,-27000,-26634,27000,-17181,25200,-13500,-27000,-27000,-27000,-17671,-27000,24531,1
0,-27000,-27000,-20647,9000,-27000,-27000,4327,-27000,2454,-27000,-27000,-27000,-27000,-27000,-16850,-27000,24532,1
0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-15500,-16200,24534,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-17735,27000,-17181,14400,-13500,-27000,-27000,-27000,-16470,-27000,24535,1
0,-27000,-11571,-20647,-27000,-27000,-18000,-15663,27000,17181,10800,-13500,-27000,-27000,-27000,-14467,-27000,24536,1
0,-27000,-27000,-20647,-27000,-27000,-27000,2864,27000,-2454,1800,-27000,-27000,-27000,-27000,-19500,-27000,24546,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-20173,27000,-12272,10800,-13500,-27000,-27000,-27000,-15120,-27000,24548,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-12860,27000,-22090,21600,-27000,-27000,-27000,-27000,-20900,-27000,24550,1
0,-27000,-19285,-20647,9000,-27000,-27000,-14200,-27000,17181,-7200,-27000,-27000,-27000,-27000,-16000,-27000,24556,1
0,-27000,-27000,-11117,-27000,-27000,-27000,-12738,27000,27000,-5400,-13500,-27000,-27000,-27000,-18500,-16200,24558,1
13500,-27000,-11571,-17470,-27000,-27000,-18000,-3352,27000,7363,18000,-13500,-27000,-27000,-27000,-14505,-27000,24559,1
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-12494,-27000,2454,7200,-13500,-27000,-27000,-27000,-20200,-16200,24561,1
13500,-27000,-27000,-20647,-27000,-27000,-18000,-10422,27000,22090,10800,-13500,-27000,-27000,-27000,-14760,-16200,24564,1
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-27000,27000,12272,23400,0,-27000,-27000,-27000,-13900,-27000,24567,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-12738,-27000,7363,10800,-13500,-27000,-27000,-27000,-19350,-27000,24569,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4936,27000,17181,-9000,-27000,-27000,-27000,-27000,-15000,-27000,24572,1
0,-27000,-19285,-20647,9000,-27000,-27000,-7374,27000,-17181,16200,-27000,-27000,-27000,-27000,-14000,-27000,24573,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-19808,27000,-12272,14400,-13500,-27000,-27000,-27000,-16470,-27000,24577,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-4814,27000,12272,25200,-13500,-27000,-27000,-27000,-15210,-5400,24578,1
0,-27000,-19285,-20647,-9000,-27000,-27000,2742,27000,27000,25200,-13500,-27000,-27000,-27000,-18930,-27000,24580,1
0,-21600,-27000,-23823,-27000,-27000,-27000,-23830,27000,17181,18000,-13500,-27000,-27000,-27000,-15150,-27000,24581,1
0,-27000,-11571,-20647,-9000,-27000,-27000,-19198,27000,-2454,5400,-13500,-27000,-27000,-27000,-15390,-27000,24583,1
-13500,-16200,-11571,-14294,-27000,-27000,0,-17126,27000,17181,-1800,-13500,-27000,-27000,-27000,-7920,-27000,24584,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-17004,27000,12272,10800,-27000,-27000,-27000,-27000,-17500,-27000,24585,1
0,-21600,-19285,-17470,9000,-27000,-27000,-20417,27000,-12272,21600,-13500,-27000,-27000,-27000,-8932,-27000,24588,1
0,-27000,-19285,-27000,-27000,-27000,-27000,-25537,27000,-22090,-16200,-13500,-27000,-27000,-27000,-17700,-16200,24592,1
0,-27000,-27000,-17470,-27000,-27000,-27000,6033,27000,12272,9000,-27000,-27000,-27000,-27000,-16867,-16200,24593,1
0,-27000,-19285,-23823,-9000,-27000,-27000,-4449,27000,2454,12600,-13500,-27000,-27000,-27000,-17550,-16200,24596,1
0,-27000,-19285,-23823,-27000,-27000,-9000,-5058,27000,2454,12600,-13500,-27000,-27000,-27000,-17370,-27000,24608,1
0,-27000,-27000,-14294,-27000,-27000,-18000,-13347,27000,-12272,19800,-13500,-27000,-27000,-27000,-17055,-27000,24609,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-11762,27000,-17181,19800,-27000,-27000,-27000,-27000,-21500,-27000,24612,1
0,-27000,-27000,-11117,-27000,-27000,-27000,-12372,-27000,2454,-3600,-13500,-27000,-27000,-27000,-19350,-16200,24613,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-5424,27000,-2454,-23400,-27000,-27000,-27000,-27000,-17000,-27000,24615,1
0,-27000,-19285,-20647,-27000,-27000,-27000,10178,27000,22090,-21600,-27000,-27000,-27000,-27000,-18100,-27000,24621,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-5668,27000,7363,27000,-13500,-27000,-27000,-27000,-15737,-27000,24625,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-18954,-27000,17181,-12600,-27000,-27000,-27000,-27000,-19500,-27000,24627,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-21392,27000,7363,18000,-13500,-27000,-27000,-27000,-14490,-27000,24630,1
0,-27000,-27000,-14294,-27000,-27000,-27000,7130,27000,22090,0,-13500,-27000,-27000,-27000,-19605,-16200,24631,1
0,-27000,-27000,-17470,-9000,-27000,-27000,-11641,27000,12272,-14400,-13500,-27000,-27000,-27000,-15120,-27000,24632,1
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,12272,23400,-13500,-27000,-27000,-27000,-15191,-27000,24639,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-6765,27000,-2454,5400,-13500,-27000,-27000,-27000,-16970,-16200,24642,1
0,-27000,-19285,-11117,-27000,-27000,-18000,-9934,27000,2454,-21600,-13500,-27000,-27000,-27000,-15355,-16200,24646,1
13500,-27000,-19285,-17470,-27000,-27000,-27000,-15054,27000,27000,18000,-13500,-27000,-27000,-27000,-17860,-27000,24647,1
0,-27000,-27000,-17470,-27000,-27000,-18000,-25659,27000,-2454,-3600,0,-27000,-27000,-27000,-18000,-27000,24650,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-22246,27000,2454,-25200,-13500,-27000,-27000,-27000,-15210,-27000,24655,1
0,-27000,-11571,-11117,-27000,-27000,-27000,-4449,27000,12272,-23400,-13500,-27000,-27000,-27000,-14554,-16200,24661,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-24318,27000,12272,-18000,-13500,-27000,-27000,-27000,-15200,-16200,24663,1
13500,-27000,-19285,-11117,-27000,-27000,-18000,-8593,27000,2454,-19800,-13500,-27000,-27000,-27000,-13287,-16200,24664,1
0,-27000,-27000,-20647,9000,-27000,-27000,-14566,-27000,17181,0,-27000,-27000,-27000,-27000,-16850,-27000,24671,1
0,-27000,-19285,-17470,9000,-27000,-18000,-21027,27000,12272,5400,-13500,-27000,-27000,-27000,-7740,-16200,24672,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-22489,27000,-17181,16200,-13500,-27000,-27000,-27000,-11069,-16200,24681,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-17370,27000,22090,16200,-13500,-27000,-27000,-27000,-18200,-16200,24686,1
13500,-27000,-27000,-17470,-27000,-27000,-27000,-17979,27000,-12272,-18000,-13500,-27000,-27000,-27000,-14130,-27000,24687,1
0,-21600,-19285,-23823,-27000,-27000,-27000,-22367,27000,-7363,25200,-13500,-27000,-27000,-27000,-9990,-27000,24688,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-19198,27000,2454,12600,-13500,-27000,-27000,-27000,-16470,-27000,24690,1
13500,-27000,-11571,-17470,9000,-27000,-18000,-6887,27000,7363,5400,-13500,-27000,-27000,-27000,-8980,-27000,24695,1
0,-27000,-11571,-23823,-9000,-27000,-27000,-3230,27000,7363,-16200,-13500,-27000,-27000,-27000,-17100,-16200,24698,1
0,-21600,-27000,-23823,-27000,-27000,-27000,-2011,27000,12272,-18000,-13500,-27000,-27000,-27000,-12690,-27000,24701,1
0,-27000,-27000,-20647,9000,-27000,-27000,5302,27000,-2454,14400,-27000,-27000,-27000,-27000,-16100,-27000,24704,1
0,-27000,-27000,-14294,-27000,-27000,-27000,5911,27000,-12272,7200,-27000,-27000,-27000,-27000,-20720,-27000,24705,1
0,-27000,-19285,-23823,9000,-27000,-27000,3108,27000,-2454,-18000,-27000,-27000,-27000,-27000,-15500,-16200,24708,1
13500,-27000,-27000,-23823,-9000,-27000,-27000,-24683,27000,-17181,-23400,-13500,-27000,-27000,-27000,-15500,-27000,24711,1
-13500,-27000,-27000,-20647,9000,-27000,-27000,15176,27000,12272,-5400,-27000,-27000,-27000,-27000,-18000,-27000,24716,1
0,-27000,-19285,-20647,9000,-27000,-27000,-14079,27000,22090,-21600,-13500,-27000,-27000,-27000,-14580,-27000,24717,1
0,-27000,-11571,-14294,-27000,-27000,-27000,-9690,27000,27000,1800,-13500,-27000,-27000,-27000,-18500,-27000,24719,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-27000,-27000,-27000,-27000,-15500,-27000,24721,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-23586,27000,12272,-27000,-13500,-27000,-27000,-27000,-14800,-16200,24724,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-14200,27000,-12272,-18000,-27000,-27000,-27000,-27000,-19500,-27000,24727,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,2454,23400,-13500,-27000,-27000,-27000,-16100,-27000,24728,1
13500,-27000,-19285,-20647,-27000,-27000,-18000,-17004,27000,2454,16200,-13500,-27000,-27000,-27000,-13050,-27000,24731,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4936,27000,17181,-9000,-27000,-27000,-27000,-27000,-15000,-27000,24736,1
0,-27000,-27000,-17470,-27000,-27000,-9000,-12494,27000,-22090,-10800,-13500,-27000,-27000,-27000,-18900,-16200,24737,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-6155,27000,7363,-19800,-13500,-27000,-27000,-27000,-17055,-27000,24740,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-2986,27000,7363,3600,-27000,-27000,-27000,-27000,-15800,-16200,24741,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-5058,-27000,17181,0,-27000,-27000,-27000,-27000,-20000,-27000,24743,1
0,-27000,-27000,-20647,9000,-27000,-27000,4205,27000,-2454,-1800,-27000,-27000,-27000,-27000,-15500,-16200,24744,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-27000,-27000,-27000,-27000,-16000,-27000,24747,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,-18589,27000,-2454,-7200,-27000,-27000,-27000,-27000,-15000,-27000,24750,1
0,-27000,-19285,-14294,-27000,-27000,-27000,-8227,27000,2454,-5400,-27000,-27000,-27000,-27000,-15800,-27000,24751,1
0,-27000,-11571,-27000,-9000,-27000,-27000,-16273,27000,-12272,-23400,-13500,-27000,-27000,-27000,-18450,-16200,24753,1
0,-27000,-11571,-23823,9000,-27000,-27000,-12738,-27000,7363,-27000,-27000,-27000,-27000,-27000,-17550,-27000,24760,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-6521,27000,17181,-21600,-27000,-27000,-27000,-27000,-17320,-27000,24762,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,-22090,21600,-27000,-27000,-27000,-27000,-21000,-27000,24765,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-15054,27000,17181,18000,-13500,-27000,-27000,-27000,-18990,-27000,24770,1
0,-27000,-11571,-20647,-9000,-27000,-27000,-8471,27000,17181,12600,-13500,-27000,-27000,-27000,-17595,-27000,24776,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-24805,27000,-7363,-5400,-13500,-27000,-27000,-27000,-13500,-27000,24777,1
0,-27000,-11571,-14294,-27000,-27000,-27000,-23586,27000,7363,21600,-13500,-27000,-27000,-27000,-15463,-16200,24778,1
0,-16200,-11571,-11117,-27000,-27000,0,-10178,27000,7363,-27000,-13500,-27000,-27000,-27000,-10012,-27000,24779,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-14810,27000,-7363,5400,-13500,-27000,-27000,-27000,-13400,-27000,24782,1
0,-21600,-19285,-17470,-27000,-27000,0,-22367,27000,-12272,9000,-13500,-27000,-27000,-27000,-9270,-27000,24783,1
0,-27000,-27000,-20647,-27000,-27000,-27000,6765,27000,17181,9000,-13500,-27000,-27000,-27000,-17370,-5400,24784,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-12006,27000,-12272,23400,-13500,-27000,-27000,-27000,-16170,-27000,24787,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6033,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,24791,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-27000,-27000,-27000,-27000,-16000,-27000,24793,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-22855,27000,17181,18000,-13500,-27000,-27000,-27000,-14100,-16200,24794,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-4814,27000,12272,7200,-13500,-27000,-27000,-27000,-14310,-27000,24796,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-20417,27000,-17181,-25200,-13500,-27000,-27000,-27000,-18270,-27000,24802,1
0,-27000,-19285,-14294,-9000,-27000,-27000,-14566,27000,-7363,-25200,-13500,-27000,-27000,-27000,-17497,-27000,24804,1
13500,-27000,-11571,-14294,-27000,-27000,-27000,-7496,27000,2454,-25200,-13500,-27000,-27000,-27000,-14420,-27000,24807,1
0,-21600,-19285,-17470,-27000,-27000,-27000,-20905,27000,-17181,21600,-13500,-27000,-27000,-27000,-16885,-27000,24811,1
0,-16200,-11571,-17470,-27000,-27000,0,-22367,27000,12272,-9000,-13500,-27000,-27000,-27000,-6210,-16200,24812,1
13500,-21600,-27000,-14294,-27000,-27000,18000,-25171,27000,2454,5400,-13500,-27000,-27000,-27000,-6742,-16200,24814,1
0,-27000,-27000,-20647,9000,-27000,-27000,2133,27000,-2454,-1800,-27000,-27000,-27000,-27000,-15780,-27000,24815,1
0,-27000,-11571,-20647,-9000,-27000,-27000,-548,27000,7363,-5400,-13500,-27000,-27000,-27000,-18925,-27000,24816,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-3961,27000,17181,21600,-13500,-27000,-27000,-27000,-16020,-27000,24819,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-4205,27000,2454,5400,-13500,-27000,-27000,-27000,-16470,-27000,24820,1
0,-21600,-27000,-14294,-27000,-27000,-27000,-21636,27000,22090,-27000,-13500,-27000,-27000,-27000,-16290,-27000,24821,1
0,-27000,-27000,-17470,-27000,-27000,-27000,7009,27000,17181,-7200,-27000,-27000,-27000,-27000,-16000,-27000,24822,1
0,-16200,-11571,-20647,-27000,-27000,0,-5668,27000,17181,21600,-13500,-27000,-27000,-27000,-10710,-27000,24824,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,10544,27000,22090,12600,-13500,-27000,-27000,-27000,-19170,-5400,24826,1
0,-27000,-11571,-17470,-27000,-27000,-27000,-5302,27000,-2454,-21600,-13500,-27000,-27000,-27000,-16970,-27000,24828,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-1767,27000,17181,-21600,-13500,-27000,-27000,-27000,-17190,-27000,24837,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-60,27000,7363,-7200,-27000,-27000,-27000,-27000,-19000,-27000,24844,1
0,-27000,-11571,-27000,-27000,-27000,-27000,-15419,27000,22090,7200,-13500,-27000,-27000,-27000,-18000,-5400,24846,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-13225,27000,-7363,27000,0,-27000,-27000,-27000,-17000,-27000,24847,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-21636,27000,-7363,27000,-13500,-27000,-27000,-27000,-17640,-27000,24848,1
0,-27000,-11571,-17470,-27000,-27000,-27000,4205,27000,17181,0,-13500,-27000,-27000,-27000,-16925,-27000,24852,1
0,-27000,-19285,-20647,9000,-27000,-27000,11397,27000,12272,25200,-27000,-27000,-27000,-27000,-11000,-27000,24853,1
0,-27000,-19285,-17470,-27000,-27000,-18000,5911,27000,12272,23400,-13500,-27000,-27000,-27000,-16120,-16200,24854,1
0,-27000,-11571,-11117,-27000,-27000,-27000,6887,27000,27000,12600,-13500,-27000,-27000,-27000,-19605,-27000,24857,1
0,-21600,-11571,-17470,-27000,-27000,-27000,-26146,27000,7363,-18000,-13500,-27000,-27000,-27000,-9900,-27000,24858,1
0,-27000,-19285,-27000,-27000,-27000,-27000,4449,27000,17181,0,-27000,-27000,-27000,-27000,-16000,-27000,24862,1
0,-16200,-27000,-20647,-27000,-27000,0,-21270,27000,-7363,-18000,-13500,-27000,-27000,-27000,-7110,-27000,24863,1
