pH,Temprature,Taste,Odor,Fat ,Turbidity,Colour,RowNum,Grade
27,-22,32,-32,32,32,10,559,1
-17,-27,-32,32,32,32,32,563,1
2,-13,32,-32,32,-32,-6,565,1
22,9,-32,-32,-32,-32,-6,567,1
11,3,-32,-32,-32,-32,32,572,1
27,-22,32,32,32,32,2,577,1
-32,-25,32,32,32,32,32,580,1
-32,-25,32,-32,-32,-32,32,585,1
27,-22,32,32,32,32,2,586,1
3,-13,-32,-32,-32,32,10,588,1
3,-13,-32,-32,-32,-32,32,590,1
32,-32,32,32,-32,32,32,592,1
32,-32,32,32,-32,32,32,594,1
-7,-19,32,-32,32,32,10,597,1
-17,-2,-32,32,32,32,10,598,1
18,4,32,-32,32,32,32,599,1
-6,-13,-32,32,32,32,32,602,1
11,32,32,-32,32,32,32,604,1
5,-13,-32,-32,32,-32,32,605,1
4,-13,32,32,32,-32,-10,608,1
11,3,-32,-32,-32,-32,32,611,1
-32,-25,32,-32,-32,-32,32,615,1
27,-22,32,32,32,32,2,616,1
3,-13,-32,-32,-32,32,10,618,1
32,-32,32,32,-32,32,32,622,1
-7,-19,32,-32,32,32,10,625,1
18,4,32,-32,32,32,32,627,1
-32,-25,32,32,32,32,32,630,1
23,-8,-32,32,32,32,32,632,1
5,-8,-32,-32,-32,32,32,633,1
-15,-27,32,-32,32,-32,32,636,1
-32,-25,32,32,32,32,32,637,1
27,-22,32,-32,32,32,10,638,1
-17,-27,-32,32,32,32,32,642,1
2,-13,32,-32,32,-32,-6,644,1
22,9,-32,-32,-32,-32,-6,646,1
11,3,-32,-32,-32,-32,32,651,1
-32,-25,32,32,32,32,32,656,1
27,-22,32,-32,32,32,10,657,1
23,-8,-32,32,32,32,32,658,1
-15,-27,32,-32,32,-32,32,662,1
-32,-25,32,32,32,32,32,663,1
27,-22,32,-32,32,32,10,664,1
-7,-19,32,-32,32,32,10,668,1
-17,-2,-32,32,32,32,10,669,1
18,4,32,-32,32,32,32,670,1
-6,-13,-32,32,32,32,32,673,1
23,-8,-32,32,32,32,32,674,1
11,32,32,-32,32,32,32,675,1
-32,-25,32,32,32,32,32,679,1
27,-22,32,-32,32,32,10,680,1
23,-8,-32,32,32,32,32,681,1
-15,-27,32,-32,32,-32,32,685,1
-32,-25,32,32,32,32,32,686,1
27,-22,32,-32,32,32,10,687,1
-17,-27,-32,32,32,32,32,691,1
