pH,Temprature,Taste,Odor,Fat ,Turbidity,Colour,RowNum,Grade
5,-30,-32,32,32,-32,23,77,0
22,9,-32,-32,-32,-32,-6,78,1
5,-32,-32,-32,-32,32,-32,79,2
2,-29,-32,-32,-32,-32,-10,80,2
3,-29,32,-32,32,-32,32,81,0
5,-19,-32,32,-32,-32,-32,82,2
11,3,-32,-32,-32,-32,32,83,1
5,-24,-32,-32,32,-32,32,84,2
2,-27,32,32,32,32,32,85,0
3,-27,-32,-32,-32,-32,32,86,2
-32,-25,32,-32,-32,-32,32,87,1
27,-22,32,32,32,32,2,88,1
5,-25,32,32,32,32,32,89,0
3,-13,-32,-32,-32,32,10,90,1
2,-30,-32,-32,-32,-32,-2,91,2
3,-13,-32,-32,-32,-32,32,92,1
5,-19,32,32,32,-32,-10,93,0
32,-32,32,32,-32,32,32,94,1
2,-29,-32,-32,-32,-32,32,95,2
32,-32,32,32,-32,32,32,96,1
2,-29,-32,-32,-32,-32,32,97,2
3,-29,32,32,32,32,32,98,0
-7,-19,32,-32,32,32,10,99,1
-17,-2,-32,32,32,32,10,100,1
18,4,32,-32,32,32,32,101,1
4,-19,32,32,-32,-32,-2,102,2
4,-19,32,32,32,-32,-10,103,2
-6,-13,-32,32,32,32,32,104,1
3,-31,-32,32,32,32,32,105,0
11,32,32,-32,32,32,32,106,1
5,-13,-32,-32,32,-32,32,107,1
2,-27,32,-32,32,-32,32,108,2
4,-27,32,-32,32,-32,32,109,0
-32,-25,32,32,32,32,32,110,1
3,-22,32,-32,32,32,10,111,0
23,-8,-32,32,32,32,32,112,1
5,-19,-32,-32,-32,32,32,113,2
5,-19,-32,32,32,32,32,114,0
2,-27,32,-32,-32,-32,32,115,2
3,-27,32,-32,32,-32,32,116,0
-32,-25,32,32,32,32,32,117,1
27,-22,32,-32,32,32,10,118,1
5,-25,32,-32,32,-32,-10,119,2
3,-19,-32,-32,-32,32,10,120,2
2,-30,-32,-32,32,-32,32,121,2
3,-27,-32,-32,32,-32,32,122,2
5,-19,32,32,32,32,-10,123,0
2,-8,32,-32,32,-32,-6,124,1
5,-30,-32,32,32,-32,23,125,0
22,9,-32,-32,-32,-32,-6,126,1
5,-25,32,-32,32,-32,-10,127,2
3,-19,-32,32,32,32,10,128,0
2,-30,-32,-32,32,-32,32,129,2
-17,-27,-32,32,32,32,32,130,1
5,-19,32,32,32,32,-10,131,0
2,-31,32,-32,32,-32,-6,132,2
5,-30,-32,32,32,-32,23,133,0
22,9,-32,-32,-32,-32,-6,134,1
5,-32,-32,-32,-32,32,-32,135,2
2,-29,-32,-32,-32,-32,-10,136,2
3,-29,32,-32,32,-32,32,137,0
5,-19,-32,32,-32,-32,-32,138,2
11,3,-32,-32,-32,-32,32,139,1
5,-24,-32,-32,32,-32,32,140,2
2,-27,32,32,32,32,32,141,0
3,-27,-32,-32,-32,-32,32,142,2
-32,-25,32,-32,-32,-32,32,143,1
27,-22,32,32,32,32,2,144,1
5,-25,32,32,32,32,32,145,0
3,-13,-32,-32,-32,32,10,146,1
2,-30,-32,-32,-32,-32,-2,147,2
3,-13,-32,-32,-32,-32,32,148,1
5,-19,32,32,32,-32,-10,149,0
32,-32,32,32,-32,32,32,150,1
2,-29,-32,-32,-32,-32,32,151,2
32,-32,32,32,-32,32,32,152,1
2,-29,-32,-32,-32,-32,32,153,2
3,-29,32,32,32,32,32,154,0
-7,-19,32,-32,32,32,10,155,1
-17,-2,-32,32,32,32,10,156,1
18,4,32,-32,32,32,32,157,1
4,-19,32,32,-32,-32,-2,158,2
4,-19,32,32,32,-32,-10,159,2
-6,-13,-32,32,32,32,32,160,1
3,-31,-32,32,32,32,32,161,0
11,32,32,-32,32,32,32,162,1
5,-13,-32,-32,32,-32,32,163,1
2,-27,32,-32,32,-32,32,164,2
4,-24,32,-32,-32,-32,-2,165,2
4,-13,32,32,32,-32,-10,166,1
5,-19,-32,32,32,32,32,167,0
23,-8,-32,32,-32,-32,32,168,1
11,3,-32,-32,-32,-32,32,169,1
5,-24,-32,-32,-32,-32,32,170,2
2,-27,32,32,32,32,32,171,0
5,-27,-32,-32,-32,-32,32,172,2
-32,-25,32,-32,-32,-32,32,173,1
27,-22,32,32,32,32,2,174,1
5,-25,32,32,32,32,32,175,0
3,-19,-32,-32,-32,32,10,176,2
2,-30,-32,-32,-32,-32,-2,177,2
3,-27,-32,-32,-32,-32,32,178,2
5,-19,32,32,32,-32,-10,179,0
32,-32,32,32,-32,32,32,180,1
2,-29,-32,-32,-32,-32,32,181,2
3,-29,32,32,32,32,32,182,0
-7,-19,32,-32,32,32,10,183,1
-17,-2,-32,32,32,32,10,184,1
18,4,32,-32,32,32,32,185,1
4,-19,32,32,-32,-32,-2,186,2
4,-19,32,32,32,-32,-10,187,2
-6,-13,-32,32,32,32,32,188,1
23,-8,-32,32,32,32,32,189,1
11,32,32,-32,32,32,32,190,1
5,-19,-32,-32,32,-32,32,191,2
2,-27,32,-32,32,-32,32,192,2
4,-27,32,-32,32,-32,32,193,0
-32,-25,32,32,32,32,32,194,1
27,-22,32,-32,32,32,10,195,1
23,-8,-32,32,32,32,32,196,1
5,-19,-32,-32,-32,32,32,197,2
5,-19,-32,32,32,32,32,198,0
2,-27,32,-32,-32,-32,32,199,2
-15,-27,32,-32,32,-32,32,200,1
-32,-25,32,32,32,32,32,201,1
27,-22,32,-32,32,32,10,202,1
5,-25,32,-32,32,-32,-10,203,2
2,-29,-32,-32,-32,-32,32,204,2
3,-29,32,32,32,32,32,205,0
-7,-19,32,-32,32,32,10,206,1
-17,-2,-32,32,32,32,10,207,1
18,4,32,-32,32,32,32,208,1
4,-19,32,32,-32,-32,-2,209,2
4,-19,32,32,32,-32,-10,210,2
-6,-13,-32,32,32,32,32,211,1
23,-8,-32,32,32,32,32,212,1
11,32,32,-32,32,32,32,213,1
5,-19,-32,-32,32,-32,32,214,2
2,-27,32,-32,32,-32,32,215,2
4,-27,32,-32,32,-32,32,216,0
-32,-25,32,32,32,32,32,217,1
27,-22,32,-32,32,32,10,218,1
23,-8,-32,32,32,32,32,219,1
5,-19,-32,-32,-32,32,32,220,2
5,-19,-32,32,32,32,32,221,0
2,-27,32,-32,-32,-32,32,222,2
-15,-27,32,-32,32,-32,32,223,1
-32,-25,32,32,32,32,32,224,1
27,-22,32,-32,32,32,10,225,1
5,-25,32,-32,32,-32,-10,226,2
3,-19,-32,32,32,32,10,227,0
2,-30,-32,-32,32,-32,32,228,2
-17,-27,-32,32,32,32,32,229,1
5,-19,32,32,32,32,-10,230,0
2,-31,32,-32,32,-32,-6,231,2
5,-30,-32,32,32,-32,23,232,0
22,9,-32,-32,-32,-32,-6,233,1
5,-32,-32,-32,-32,32,-32,234,2
2,-29,-32,-32,-32,-32,-10,235,2
3,-29,32,-32,32,-32,32,236,0
5,-19,-32,32,-32,-32,-32,237,2
11,3,-32,-32,-32,-32,32,238,1
5,-24,-32,-32,32,-32,32,239,2
2,-27,32,32,32,32,32,240,0
3,-27,-32,-32,-32,-32,32,241,2
-32,-25,32,-32,-32,-32,32,242,1
27,-22,32,32,32,32,2,243,1
2,-27,32,-32,32,-32,32,244,2
4,-27,32,-32,32,-32,32,245,0
-32,-25,32,32,32,32,32,246,1
3,-22,32,-32,32,32,10,247,0
23,-8,-32,32,32,32,32,248,1
5,-19,-32,-32,-32,32,32,249,2
5,-19,-32,32,32,32,32,250,0
2,-27,32,-32,-32,-32,32,251,2
3,-27,32,-32,32,-32,32,252,0
-32,-25,32,32,32,32,32,253,1
27,-22,32,-32,32,32,10,254,1
5,-25,32,-32,32,-32,-10,255,2
3,-19,-32,-32,-32,32,10,256,2
2,-30,-32,-32,32,-32,32,257,2
3,-27,-32,-32,32,-32,32,258,2
5,-19,32,32,32,32,-10,259,0
2,-8,32,-32,32,-32,-6,260,1
5,-30,-32,32,32,-32,23,261,0
22,9,-32,-32,-32,-32,-6,262,1
5,-25,32,-32,32,-32,-10,263,2
3,-19,-32,32,32,32,10,264,0
2,-30,-32,-32,32,-32,32,265,2
-17,-27,-32,32,32,32,32,266,1
5,-19,32,32,32,32,-10,267,0
2,-31,32,-32,32,-32,-6,268,2
5,-30,-32,32,32,-32,23,269,0
22,9,-32,-32,-32,-32,-6,270,1
5,-32,-32,-32,-32,32,-32,271,2
27,-22,32,32,32,32,2,272,1
5,-25,32,32,32,32,32,273,0
3,-13,-32,-32,-32,32,10,274,1
2,-30,-32,-32,-32,-32,-2,275,2
3,-13,-32,-32,-32,-32,32,276,1
5,-19,32,32,32,-32,-10,277,0
32,-32,32,32,-32,32,32,278,1
2,-29,-32,-32,-32,-32,32,279,2
32,-32,32,32,-32,32,32,280,1
2,-29,-32,-32,-32,-32,32,281,2
3,-29,32,32,32,32,32,282,0
-7,-19,32,-32,32,32,10,283,1
-17,-2,-32,32,32,32,10,284,1
18,4,32,-32,32,32,32,285,1
4,-19,32,32,-32,-32,-2,286,2
4,-19,32,32,32,-32,-10,287,2
-6,-13,-32,32,32,32,32,288,1
3,-31,-32,32,32,32,32,289,0
11,32,32,-32,32,32,32,290,1
5,-13,-32,-32,32,-32,32,291,1
2,-27,32,-32,32,-32,32,292,2
4,-24,32,-32,-32,-32,-2,293,2
4,-13,32,32,32,-32,-10,294,1
5,-19,-32,32,32,32,32,295,0
23,-8,-32,32,-32,-32,32,296,1
11,3,-32,-32,-32,-32,32,297,1
5,-24,-32,-32,-32,-32,32,298,2
2,-27,32,32,32,32,32,299,0
5,-27,-32,-32,-32,-32,32,300,2
-32,-25,32,-32,-32,-32,32,301,1
27,-22,32,32,32,32,2,302,1
5,-25,32,32,32,32,32,303,0
3,-19,-32,-32,-32,32,10,304,2
2,-30,-32,-32,-32,-32,-2,305,2
3,-27,-32,-32,-32,-32,32,306,2
5,-19,32,32,32,-32,-10,307,0
32,-32,32,32,-32,32,32,308,1
2,-29,-32,-32,-32,-32,32,309,2
3,-29,32,32,32,32,32,310,0
-7,-19,32,-32,32,32,10,311,1
-17,-2,-32,32,32,32,10,312,1
18,4,32,-32,32,32,32,313,1
4,-19,32,32,-32,-32,-2,314,2
4,-19,32,32,32,-32,-10,315,2
-6,-13,-32,32,32,32,32,316,1
23,-8,-32,32,32,32,32,317,1
11,32,32,-32,32,32,32,318,1
5,-19,-32,-32,32,-32,32,319,2
2,-27,32,-32,32,-32,32,320,2
4,-27,32,-32,32,-32,32,321,0
-32,-25,32,32,32,32,32,322,1
27,-22,32,-32,32,32,10,323,1
23,-8,-32,32,32,32,32,324,1
5,-19,-32,-32,-32,32,32,325,2
5,-19,-32,32,32,32,32,326,0
2,-27,32,-32,-32,-32,32,327,2
-15,-27,32,-32,32,-32,32,328,1
-32,-25,32,32,32,32,32,329,1
27,-22,32,-32,32,32,10,330,1
5,-25,32,-32,32,-32,-10,331,2
2,-29,-32,-32,-32,-32,32,332,2
3,-29,32,32,32,32,32,333,0
-7,-19,32,-32,32,32,10,334,1
-17,-2,-32,32,32,32,10,335,1
18,4,32,-32,32,32,32,336,1
4,-19,32,32,-32,-32,-2,337,2
4,-19,32,32,32,-32,-10,338,2
-6,-13,-32,32,32,32,32,339,1
23,-8,-32,32,32,32,32,340,1
11,32,32,-32,32,32,32,341,1
5,-19,-32,-32,32,-32,32,342,2
2,-27,32,-32,32,-32,32,343,2
4,-27,32,-32,32,-32,32,344,0
-32,-25,32,32,32,32,32,345,1
27,-22,32,-32,32,32,10,346,1
23,-8,-32,32,32,32,32,347,1
5,-19,-32,-32,-32,32,32,348,2
5,-19,-32,32,32,32,32,349,0
2,-27,32,-32,-32,-32,32,350,2
-15,-27,32,-32,32,-32,32,351,1
-32,-25,32,32,32,32,32,352,1
27,-22,32,-32,32,32,10,353,1
5,-25,32,-32,32,-32,-10,354,2
3,-19,-32,32,32,32,10,355,0
2,-30,-32,-32,32,-32,32,356,2
-17,-27,-32,32,32,32,32,357,1
5,-19,32,32,32,32,-10,358,0
2,-31,32,-32,32,-32,-6,359,2
5,-30,-32,32,32,-32,23,360,0
22,9,-32,-32,-32,-32,-6,361,1
5,-32,-32,-32,-32,32,-32,362,2
2,-29,-32,-32,-32,-32,-10,363,2
3,-29,32,-32,32,-32,32,364,0
5,-19,-32,32,-32,-32,-32,365,2
11,3,-32,-32,-32,-32,32,366,1
5,-24,-32,-32,32,-32,32,367,2
2,-27,32,32,32,32,32,368,0
3,-27,-32,-32,-32,-32,32,369,2
-32,-25,32,-32,-32,-32,32,370,1
27,-22,32,32,32,32,2,371,1
2,-27,32,-32,32,-32,32,372,2
4,-27,32,-32,32,-32,32,373,0
-32,-25,32,32,32,32,32,374,1
3,-22,32,-32,32,32,10,375,0
23,-8,-32,32,32,32,32,376,1
5,-19,-32,-32,-32,32,32,377,2
5,-19,-32,32,32,32,32,378,0
2,-27,32,-32,-32,-32,32,379,2
3,-27,32,-32,32,-32,32,380,0
-32,-25,32,32,32,32,32,381,1
27,-22,32,-32,32,32,10,382,1
5,-25,32,-32,32,-32,-10,383,2
3,-19,-32,-32,-32,32,10,384,2
2,-30,-32,-32,32,-32,32,385,2
5,-19,-32,32,32,32,32,386,0
2,-27,32,-32,-32,-32,32,387,2
-15,-27,32,-32,32,-32,32,388,1
-32,-25,32,32,32,32,32,389,1
27,-22,32,-32,32,32,10,390,1
5,-25,32,-32,32,-32,-10,391,2
3,-19,-32,32,32,32,10,392,0
2,-30,-32,-32,32,-32,32,393,2
-17,-27,-32,32,32,32,32,394,1
5,-19,32,32,32,32,-10,395,0
2,-31,32,-32,32,-32,-6,396,2
5,-30,-32,32,32,-32,23,397,0
22,9,-32,-32,-32,-32,-6,398,1
5,-32,-32,-32,-32,32,-32,399,2
2,-29,-32,-32,-32,-32,-10,400,2
3,-29,32,-32,32,-32,32,401,0
5,-19,-32,32,-32,-32,-32,402,2
11,3,-32,-32,-32,-32,32,403,1
5,-24,-32,-32,32,-32,32,404,2
2,-27,32,32,32,32,32,405,0
3,-27,-32,-32,-32,-32,32,406,2
-32,-25,32,-32,-32,-32,32,407,1
27,-22,32,32,32,32,2,408,1
5,-25,32,32,32,32,32,409,0
3,-13,-32,-32,-32,32,10,410,1
2,-30,-32,-32,-32,-32,-2,411,2
3,-13,-32,-32,-32,-32,32,412,1
5,-19,32,32,32,-32,-10,413,0
32,-32,32,32,-32,32,32,414,1
2,-29,-32,-32,-32,-32,32,415,2
32,-32,32,32,-32,32,32,416,1
2,-29,-32,-32,-32,-32,32,417,2
3,-29,32,32,32,32,32,418,0
-7,-19,32,-32,32,32,10,419,1
-17,-2,-32,32,32,32,10,420,1
18,4,32,-32,32,32,32,421,1
4,-19,32,32,-32,-32,-2,422,2
4,-19,32,32,32,-32,-10,423,2
-6,-13,-32,32,32,32,32,424,1
3,-31,-32,32,32,32,32,425,0
11,32,32,-32,32,32,32,426,1
5,-13,-32,-32,32,-32,32,427,1
2,-27,32,-32,32,-32,32,428,2
4,-27,32,-32,32,-32,32,429,0
-32,-25,32,32,32,32,32,430,1
3,-22,32,-32,32,32,10,431,0
23,-8,-32,32,32,32,32,432,1
5,-19,-32,-32,-32,32,32,433,2
5,-19,-32,32,32,32,32,434,0
2,-27,32,-32,-32,-32,32,435,2
3,-27,32,-32,32,-32,32,436,0
-32,-25,32,32,32,32,32,437,1
27,-22,32,-32,32,32,10,438,1
5,-25,32,-32,32,-32,-10,439,2
3,-19,-32,-32,-32,32,10,440,2
2,-30,-32,-32,32,-32,32,441,2
3,-27,-32,-32,32,-32,32,442,2
5,-19,32,32,32,32,-10,443,0
2,-8,32,-32,32,-32,-6,444,1
5,-30,-32,32,32,-32,23,445,0
22,9,-32,-32,-32,-32,-6,446,1
5,-25,32,-32,32,-32,-10,447,2
3,-19,-32,32,32,32,10,448,0
2,-30,-32,-32,32,-32,32,449,2
-17,-27,-32,32,32,32,32,450,1
5,-19,32,32,32,32,-10,451,0
2,-31,32,-32,32,-32,-6,452,2
5,-30,-32,32,32,-32,23,453,0
22,9,-32,-32,-32,-32,-6,454,1
3,-13,-32,-32,-32,-32,32,455,1
5,-19,32,32,32,-32,-10,456,0
32,-32,32,32,-32,32,32,457,1
2,-29,-32,-32,-32,-32,32,458,2
32,-32,32,32,-32,32,32,459,1
2,-29,-32,-32,-32,-32,32,460,2
3,-29,32,32,32,32,32,461,0
-7,-19,32,-32,32,32,10,462,1
-17,-2,-32,32,32,32,10,463,1
18,4,32,-32,32,32,32,464,1
4,-19,32,32,-32,-32,-2,465,2
4,-19,32,32,32,-32,-10,466,2
-6,-13,-32,32,32,32,32,467,1
3,-31,-32,32,32,32,32,468,0
11,32,32,-32,32,32,32,469,1
5,-13,-32,-32,32,-32,32,470,1
2,-27,32,-32,32,-32,32,471,2
4,-27,32,-32,32,-32,32,472,0
-32,-25,32,32,32,32,32,473,1
3,-22,32,-32,32,32,10,474,0
23,-8,-32,32,32,32,32,475,1
5,-19,-32,-32,-32,32,32,476,2
5,-19,-32,32,32,32,32,477,0
2,-27,32,-32,-32,-32,32,478,2
3,-27,32,-32,32,-32,32,479,0
-32,-25,32,32,32,32,32,480,1
27,-22,32,-32,32,32,10,481,1
5,-25,32,-32,32,-32,-10,482,2
3,-19,-32,-32,-32,32,10,483,2
2,-30,-32,-32,32,-32,32,484,2
3,-27,-32,-32,32,-32,32,485,2
5,-19,32,32,32,32,-10,486,0
2,-8,32,-32,32,-32,-6,487,1
5,-30,-32,32,32,-32,23,488,0
22,9,-32,-32,-32,-32,-6,489,1
5,-25,32,-32,32,-32,-10,490,2
3,-19,-32,32,32,32,10,491,0
2,-30,-32,-32,32,-32,32,492,2
-17,-27,-32,32,32,32,32,493,1
5,-19,32,32,32,32,-10,494,0
2,-31,32,-32,32,-32,-6,495,2
5,-30,-32,32,32,-32,23,496,0
22,9,-32,-32,-32,-32,-6,497,1
5,-32,-32,-32,-32,32,-32,498,2
2,-29,-32,-32,-32,-32,-10,499,2
3,-29,32,-32,32,-32,32,500,0
5,-19,-32,32,-32,-32,-32,501,2
11,3,-32,-32,-32,-32,32,502,1
5,-24,-32,-32,32,-32,32,503,2
2,-27,32,32,32,32,32,504,0
3,-27,-32,-32,-32,-32,32,505,2
-32,-25,32,-32,-32,-32,32,506,1
27,-22,32,32,32,32,2,507,1
5,-25,32,32,32,32,32,508,0
3,-13,-32,-32,-32,32,10,509,1
2,-30,-32,-32,-32,-32,-2,510,2
3,-13,-32,-32,-32,-32,32,511,1
5,-19,32,32,32,-32,-10,512,0
32,-32,32,32,-32,32,32,513,1
2,-29,-32,-32,-32,-32,32,514,2
32,-32,32,32,-32,32,32,515,1
2,-29,-32,-32,-32,-32,32,516,2
3,-29,32,32,32,32,32,517,0
-7,-19,32,-32,32,32,10,518,1
-17,-2,-32,32,32,32,10,519,1
18,4,32,-32,32,32,32,520,1
4,-19,32,32,-32,-32,-2,521,2
4,-19,32,32,32,-32,-10,522,2
-6,-13,-32,32,32,32,32,523,1
3,-31,-32,32,32,32,32,524,0
11,32,32,-32,32,32,32,525,1
5,-13,-32,-32,32,-32,32,526,1
2,-27,32,-32,32,-32,32,527,2
4,-24,32,-32,-32,-32,-2,528,2
4,-13,32,32,32,-32,-10,529,1
5,-19,-32,32,32,32,32,530,0
3,-19,-32,32,-32,-32,32,531,2
11,3,-32,-32,-32,-32,32,532,1
5,-24,-32,-32,-32,-32,32,533,2
2,-27,32,32,32,32,32,534,0
5,-27,-32,-32,-32,-32,32,535,2
-32,-25,32,-32,-32,-32,32,536,1
27,-22,32,32,32,32,2,537,1
5,-25,32,32,32,32,32,538,0
3,-13,-32,-32,-32,32,10,539,1
2,-30,-32,-32,-32,-32,-2,540,2
3,-27,-32,-32,-32,-32,32,541,2
5,-19,32,32,32,-32,-10,542,0
32,-32,32,32,-32,32,32,543,1
2,-29,-32,-32,-32,-32,32,544,2
3,-29,32,32,32,32,32,545,0
-7,-19,32,-32,32,32,10,546,1
2,-25,32,-32,-32,-32,10,547,2
18,4,32,-32,32,32,32,548,1
4,-19,32,32,-32,-32,-2,549,2
4,-27,32,-32,32,-32,32,550,0
-32,-25,32,32,32,32,32,551,1
5,-22,32,-32,32,-32,10,552,0
23,-8,-32,32,32,32,32,553,1
5,-8,-32,-32,-32,32,32,554,1
5,-19,-32,32,32,32,32,555,0
2,-27,32,-32,-32,-32,32,556,2
-15,-27,32,-32,32,-32,32,557,1
-32,-25,32,32,32,32,32,558,1
27,-22,32,-32,32,32,10,559,1
5,-25,32,-32,32,-32,-10,560,2
3,-19,-32,32,32,32,10,561,0
2,-30,-32,-32,32,-32,32,562,2
-17,-27,-32,32,32,32,32,563,1
5,-19,32,32,32,32,-10,564,0
2,-13,32,-32,32,-32,-6,565,1
5,-30,-32,32,32,-32,23,566,0
22,9,-32,-32,-32,-32,-6,567,1
5,-32,-32,-32,-32,32,-32,568,2
2,-29,-32,-32,-32,-32,-10,569,2
3,-29,32,-32,32,-32,32,570,0
5,-19,-32,32,-32,-32,-32,571,2
11,3,-32,-32,-32,-32,32,572,1
5,-24,-32,-32,32,-32,32,573,2
2,-27,32,32,32,32,32,574,0
3,-27,-32,-32,-32,-32,32,575,2
3,-25,32,-32,32,32,32,576,0
27,-22,32,32,32,32,2,577,1
2,-27,32,-32,32,-32,32,578,2
4,-27,32,-32,32,-32,32,579,0
-32,-25,32,32,32,32,32,580,1
3,-22,32,-32,32,32,10,581,0
5,-24,-32,-32,32,-32,32,582,2
2,-27,32,32,32,32,32,583,0
3,-27,-32,-32,-32,-32,32,584,2
-32,-25,32,-32,-32,-32,32,585,1
27,-22,32,32,32,32,2,586,1
5,-25,32,32,32,32,32,587,0
3,-13,-32,-32,-32,32,10,588,1
2,-30,-32,-32,-32,-32,-2,589,2
3,-13,-32,-32,-32,-32,32,590,1
5,-19,32,32,32,-32,-10,591,0
32,-32,32,32,-32,32,32,592,1
2,-29,-32,-32,-32,-32,32,593,2
32,-32,32,32,-32,32,32,594,1
2,-29,-32,-32,-32,-32,32,595,2
3,-29,32,32,32,32,32,596,0
-7,-19,32,-32,32,32,10,597,1
-17,-2,-32,32,32,32,10,598,1
18,4,32,-32,32,32,32,599,1
4,-19,32,32,-32,-32,-2,600,2
4,-19,32,32,32,-32,-10,601,2
-6,-13,-32,32,32,32,32,602,1
3,-31,-32,32,32,32,32,603,0
11,32,32,-32,32,32,32,604,1
5,-13,-32,-32,32,-32,32,605,1
2,-27,32,-32,32,-32,32,606,2
4,-24,32,-32,-32,-32,-2,607,2
4,-13,32,32,32,-32,-10,608,1
5,-19,-32,32,32,32,32,609,0
3,-19,-32,32,-32,-32,32,610,2
11,3,-32,-32,-32,-32,32,611,1
5,-24,-32,-32,-32,-32,32,612,2
2,-27,32,32,32,32,32,613,0
5,-27,-32,-32,-32,-32,32,614,2
-32,-25,32,-32,-32,-32,32,615,1
27,-22,32,32,32,32,2,616,1
5,-25,32,32,32,32,32,617,0
3,-13,-32,-32,-32,32,10,618,1
2,-30,-32,-32,-32,-32,-2,619,2
3,-27,-32,-32,-32,-32,32,620,2
5,-19,32,32,32,-32,-10,621,0
32,-32,32,32,-32,32,32,622,1
2,-29,-32,-32,-32,-32,32,623,2
3,-29,32,32,32,32,32,624,0
-7,-19,32,-32,32,32,10,625,1
2,-25,32,-32,-32,-32,10,626,2
18,4,32,-32,32,32,32,627,1
4,-19,32,32,-32,-32,-2,628,2
4,-27,32,-32,32,-32,32,629,0
-32,-25,32,32,32,32,32,630,1
5,-22,32,-32,32,-32,10,631,0
23,-8,-32,32,32,32,32,632,1
5,-8,-32,-32,-32,32,32,633,1
5,-19,-32,32,32,32,32,634,0
2,-27,32,-32,-32,-32,32,635,2
-15,-27,32,-32,32,-32,32,636,1
-32,-25,32,32,32,32,32,637,1
27,-22,32,-32,32,32,10,638,1
5,-25,32,-32,32,-32,-10,639,2
3,-19,-32,32,32,32,10,640,0
2,-30,-32,-32,32,-32,32,641,2
-17,-27,-32,32,32,32,32,642,1
5,-19,32,32,32,32,-10,643,0
2,-13,32,-32,32,-32,-6,644,1
5,-30,-32,32,32,-32,23,645,0
22,9,-32,-32,-32,-32,-6,646,1
5,-32,-32,-32,-32,32,-32,647,2
2,-29,-32,-32,-32,-32,-10,648,2
3,-29,32,-32,32,-32,32,649,0
5,-19,-32,32,-32,-32,-32,650,2
11,3,-32,-32,-32,-32,32,651,1
5,-24,-32,-32,32,-32,32,652,2
2,-27,32,32,32,32,32,653,0
3,-27,-32,-32,-32,-32,32,654,2
4,-27,32,-32,32,-32,32,655,0
-32,-25,32,32,32,32,32,656,1
