no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
0,-27000,-19285,-20647,-27000,-27000,-27000,-3474,27000,-2454,7200,-27000,-27000,-27000,-27000,-15000,-27000,12343,1
0,-27000,-27000,-17470,-27000,-27000,-18000,-25659,27000,-2454,-3600,0,-27000,-27000,-27000,-18000,-27000,12344,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-1036,27000,-2454,-16200,-27000,-27000,-27000,-27000,-14000,-27000,12348,1
0,-27000,-11571,-23823,9000,-27000,-27000,-10178,-27000,7363,10800,-27000,-27000,-27000,-27000,-17550,-27000,12349,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-27000,-27000,-27000,-27000,-16000,-27000,12350,1
0,-27000,-11571,-11117,-27000,-27000,-18000,-10909,27000,2454,27000,-13500,-27000,-27000,-27000,-14863,-27000,12353,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-12616,27000,-2454,7200,-13500,-27000,-27000,-27000,-16014,-27000,12356,1
0,-27000,-27000,-20647,-27000,-27000,-18000,2255,27000,12272,25200,-13500,-27000,-27000,-27000,-12960,-27000,12358,1
0,-27000,-11571,-4764,-27000,-27000,-18000,-10056,27000,2454,-5400,-13500,-27000,-27000,-27000,-13901,-27000,12359,1
0,-27000,-19285,-20647,-9000,-27000,-27000,-25902,27000,-2454,1800,-13500,-27000,-27000,-27000,-14100,-16200,12363,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-12860,27000,-22090,21600,-27000,-27000,-27000,-27000,-20900,-27000,12366,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-17979,27000,12272,19800,-13500,-27000,-27000,-27000,-12060,-27000,12368,1
0,-27000,-27000,-17470,-9000,-27000,-27000,-3108,27000,7363,25200,-13500,-27000,-27000,-27000,-18450,-27000,12371,1
0,-16200,-11571,-17470,9000,-27000,0,-21636,27000,-17181,3600,-13500,-27000,-27000,-27000,-5758,-27000,12372,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-22367,27000,2454,18000,-13500,-27000,-27000,-27000,-14490,-16200,12375,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-16760,-27000,7363,-18000,-13500,-27000,-27000,-27000,-19350,-16200,12376,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-6521,27000,-12272,10800,-27000,-27000,-27000,-27000,-18500,-27000,12377,1
0,-21600,-19285,-27000,-27000,-27000,-27000,-4205,27000,7363,23400,-13500,-27000,-27000,-27000,-15750,-27000,12380,1
0,-16200,-27000,-14294,-27000,-27000,0,-4814,27000,27000,19800,-13500,-27000,-27000,-27000,-12550,-16200,12382,1
13500,-27000,-27000,-20647,-27000,-27000,-18000,-24074,27000,-2454,10800,-13500,-27000,-27000,-27000,-11300,-27000,12384,1
0,-27000,-11571,-20647,-9000,-27000,-27000,-13591,27000,-12272,-12600,-13500,-27000,-27000,-27000,-19350,-16200,12390,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-14444,27000,-12272,5400,-27000,-27000,-27000,-27000,-15500,-27000,12391,1
0,-27000,-19285,-27000,-27000,-27000,-27000,4449,27000,17181,0,-27000,-27000,-27000,-27000,-16000,-27000,12396,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-5424,27000,-2454,-23400,-27000,-27000,-27000,-27000,-17000,-27000,12397,1
0,-27000,-27000,-20647,-27000,-27000,-27000,5058,27000,17181,9000,-27000,-27000,-27000,-27000,-16000,-27000,12400,1
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-24318,27000,12272,18000,-13500,-27000,-27000,-27000,-16360,-27000,12401,1
0,-27000,-27000,-20647,9000,-27000,-27000,2133,27000,-2454,-1800,-27000,-27000,-27000,-27000,-15780,-27000,12403,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-17370,-27000,12272,3600,-13500,-27000,-27000,-27000,-18075,-27000,12404,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-60,27000,12272,23400,-13500,-27000,-27000,-27000,-15450,-5400,12410,1
0,-27000,-19285,-23823,-27000,-27000,-27000,-23830,27000,22090,5400,-13500,-27000,-27000,-27000,-16600,-16200,12415,1
0,-16200,-19285,-20647,-27000,-27000,0,-25902,-27000,7363,1800,-13500,-27000,-27000,-27000,-11700,-16200,12419,1
0,-27000,-27000,-17470,-27000,-27000,-27000,10056,27000,22090,-23400,-27000,-27000,-27000,-27000,-18100,-27000,12420,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-21392,27000,-17181,-23400,-13500,-27000,-27000,-27000,-19610,-27000,12428,1
0,-27000,-27000,-20647,-27000,-27000,-9000,1158,27000,7363,-9000,-13500,-27000,-27000,-27000,-18337,-27000,12431,1
0,-27000,-19285,-23823,-27000,-27000,-18000,-21148,27000,7363,-27000,-13500,-27000,-27000,-27000,-12060,-16200,12439,1
0,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-27000,16200,0,-27000,-27000,-27000,-20800,-27000,12440,1
0,-27000,11571,11117,-27000,-27000,-27000,-12250,27000,2454,3600,-27000,-27000,-27000,-27000,-19775,-27000,12444,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-1036,27000,-2454,-16200,-27000,-27000,-27000,-27000,-14000,-27000,12445,1
0,-27000,-27000,-17470,-27000,-27000,-18000,-19076,27000,12272,-16200,-13500,-27000,-27000,-27000,-13319,-27000,12446,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-16516,-27000,12272,-12600,0,-27000,-27000,-27000,-17000,-27000,12460,1
0,-27000,-19285,-23823,-27000,-27000,-27000,-9325,27000,2454,25200,-13500,-27000,-27000,-27000,-15570,-27000,12463,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-17613,27000,22090,12600,-13500,-27000,-27000,-27000,-18360,-27000,12465,1
0,-27000,-11571,-20647,-27000,-27000,-18000,-20539,27000,12272,-9000,-13500,-27000,-27000,-27000,-12060,-27000,12468,1
0,-27000,-11571,-17470,-27000,-27000,-27000,-3595,-27000,12272,16200,-27000,-27000,-27000,-27000,-16800,-27000,12469,1
-27000,-16200,-11571,-17470,-27000,-27000,-9000,3595,27000,7363,-3600,-13500,-27000,-27000,-27000,-18850,-16200,12470,1
0,-21600,-27000,-23823,-27000,-27000,-18000,-25781,27000,-2454,-3600,-13500,-27000,-27000,-27000,-15100,-27000,12472,1
0,-27000,-11571,-11117,-27000,-27000,-27000,-4205,27000,7363,21600,-13500,-27000,-27000,-27000,-17395,-27000,12476,1
0,-27000,-19285,-20647,9000,-27000,-27000,-14200,-27000,17181,-7200,-27000,-27000,-27000,-27000,-16000,-27000,12480,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-23830,27000,-12272,-1800,-13500,-27000,-27000,-27000,-15500,-27000,12481,1
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-25537,27000,-7363,25200,-13500,-27000,-27000,-27000,-17298,-27000,12482,1
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-24562,27000,-7363,18000,13500,-27000,-27000,-27000,-16000,-27000,12484,1
-13500,-27000,-11571,-20647,-27000,-27000,-27000,-7252,27000,17181,-3600,-27000,-27000,-27000,-27000,-15500,-27000,12486,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,-18589,27000,-2454,-7200,-27000,-27000,-27000,-27000,-15000,-27000,12488,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-17979,27000,22090,-1800,-13500,-27000,-27000,-27000,-18160,-5400,12489,1
0,-27000,-19285,-17470,-27000,-27000,-18000,-4814,27000,17181,-18000,-13500,-27000,-27000,-27000,-14760,-16200,12503,1
0,-21600,-19285,-23823,-27000,-27000,-27000,-22733,27000,12272,18000,-13500,-27000,-27000,-27000,-13680,-16200,12504,1
0,-27000,-19285,-17470,-27000,-27000,-27000,-12006,-27000,2454,-5400,-13500,-27000,-27000,-27000,-19350,-27000,12507,1
0,-27000,-19285,-20647,-9000,-27000,-27000,-15419,27000,7363,-27000,-13500,-27000,-27000,-27000,-16290,-27000,12509,1
0,-27000,-11571,-17470,-27000,-27000,-27000,1645,27000,7363,-7200,-13500,-27000,-27000,-27000,-17905,-16200,12510,1
0,-27000,-11571,-20647,-27000,-27000,-18000,-12981,27000,7363,18000,-13500,-27000,-27000,-27000,-13860,-27000,12511,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-14200,27000,-12272,-18000,-27000,-27000,-27000,-27000,-19500,-27000,12512,1
0,-27000,-11571,-17470,-27000,-27000,-27000,4571,27000,17181,-25200,-13500,-27000,-27000,-27000,-17390,-27000,12520,1
13500,-27000,-11571,-23823,-27000,-27000,-18000,-24683,27000,7363,-3600,-13500,-27000,-27000,-27000,-7900,-16200,12523,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-11275,27000,2454,-18000,-13500,-27000,-27000,-27000,-15750,-27000,12525,1
0,-27000,-19285,-23823,9000,-27000,-27000,3108,27000,-2454,-18000,-27000,-27000,-27000,-27000,-15500,-16200,12526,1
0,-21600,-11571,-14294,-27000,-27000,-27000,-17735,27000,17181,-7200,-13500,-27000,-27000,-27000,-13500,-16200,12530,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-21027,27000,-2454,-23400,-13500,-27000,-27000,-27000,-13860,-27000,12534,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-3474,-27000,17181,-1800,-27000,-27000,-27000,-27000,-20500,-27000,12536,1
13500,-27000,-27000,-17470,-27000,-27000,-27000,-26024,27000,-22090,-21600,-13500,-27000,-27000,-27000,-14300,-27000,12539,1
0,-27000,-27000,-20647,9000,-27000,-27000,7862,27000,12272,0,-27000,-27000,-27000,-27000,-15300,-16200,12543,1
13500,-27000,-27000,-17470,-27000,-27000,-27000,-9081,27000,-2454,-25200,-27000,-27000,-27000,-27000,-14600,-16200,12549,1
-13500,-27000,3857,-7941,-27000,-27000,-18000,-26634,27000,-7363,-27000,13500,-27000,-27000,-27000,-16000,-27000,12553,1
0,-27000,-19285,-20647,9000,-27000,-27000,-2620,27000,12272,5400,-13500,-27000,-27000,-27000,-10890,-5400,12555,1
0,-27000,-27000,-17470,-27000,-27000,-27000,10056,27000,22090,-23400,-27000,-27000,-27000,-27000,-18100,-27000,12558,1
13500,-27000,-27000,-23823,-27000,-27000,-18000,-19320,27000,-2454,-9000,-13500,-27000,-27000,-27000,-11069,-27000,12560,1
0,-27000,-11571,-17470,-9000,-27000,-27000,-23830,27000,17181,0,-13500,-27000,-27000,-27000,-15100,-16200,12561,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4083,27000,-2454,-1800,-27000,-27000,-27000,-27000,-14000,-27000,12563,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-20051,27000,-12272,-9000,-13500,-27000,-27000,-27000,-16470,-27000,12565,1
0,-27000,-27000,-20647,9000,-27000,-27000,-14566,-27000,17181,0,-27000,-27000,-27000,-27000,-16850,-27000,12567,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-13347,27000,12272,-14400,-13500,-27000,-27000,-27000,-14040,-27000,12571,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-5180,27000,17181,-27000,-13500,-27000,-27000,-27000,-16110,-16200,12575,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-24927,27000,-2454,12600,-13500,-27000,-27000,-27000,-17500,-16200,12582,1
0,-27000,-19285,-20647,-9000,-27000,-27000,-23465,27000,7363,-1800,-13500,-27000,-27000,-27000,-14027,-16200,12585,1
0,-27000,-27000,-17470,-27000,-27000,-27000,1036,27000,17181,5400,-13500,-27000,-27000,-27000,-17370,-27000,12587,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-16395,27000,-12272,-3600,-13500,-27000,-27000,-27000,-17370,-27000,12592,1
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-13225,27000,-7363,-12600,-13500,-27000,-27000,-27000,-18075,-27000,12596,1
0,-27000,-11571,-23823,-27000,-27000,-27000,-11519,-27000,7363,0,-27000,-27000,-27000,-27000,-20625,-16200,12599,1
0,-16200,-3857,-11117,-27000,-27000,0,-26146,27000,12272,16200,-13500,-27000,-27000,-27000,-1850,-27000,12600,1
0,-27000,-19285,-20647,-27000,-27000,-27000,23952,27000,12272,18000,-27000,-27000,-27000,-27000,-19500,-27000,12604,1
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-1523,27000,12272,23400,-13500,-27000,-27000,-27000,-15865,-27000,12605,1
0,-27000,-27000,-17470,-27000,-27000,-27000,-7740,27000,-12272,-7200,-13500,-27000,-27000,-27000,-16300,-27000,12607,1
0,-27000,-11571,-23823,-27000,-27000,-18000,-2376,27000,17181,10800,-13500,-27000,-27000,-27000,-16020,-27000,12609,1
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-22855,27000,-17181,12600,-13500,-27000,-27000,-27000,-15750,-27000,12611,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-26512,27000,12272,-5400,-13500,-27000,-27000,-27000,-14564,-27000,12614,1
13500,-27000,-11571,-23823,-27000,-27000,-18000,-3108,27000,7363,21600,-13500,-27000,-27000,-27000,-14130,-27000,12617,1
0,-27000,3857,-11117,-27000,-27000,-27000,-16151,27000,-2454,18000,-13500,-27000,-27000,-27000,-15970,-27000,12622,1
0,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-7363,-25200,-13500,-27000,-27000,-27000,-14310,-27000,12624,1
0,-27000,-27000,-23823,-27000,-27000,-27000,27000,27000,-12272,23400,-27000,-27000,-27000,-27000,-20500,-27000,12625,1
0,-27000,-27000,-14294,-27000,-27000,-27000,-24196,27000,-22090,-10800,-13500,-27000,-27000,-27000,-19720,-27000,12629,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,2864,27000,2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,12632,1
0,-27000,-11571,-20647,-9000,-27000,-27000,-1645,27000,2454,25200,-13500,-27000,-27000,-27000,-18925,-27000,12635,1
0,-27000,-19285,-20647,-27000,-27000,-27000,6277,27000,-7363,-5400,-27000,-27000,-27000,-27000,-17500,-27000,12636,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,2864,27000,2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,12637,1
0,-27000,-11571,-14294,-9000,-27000,-27000,-3352,27000,17181,-14400,-13500,-27000,-27000,-27000,-16440,-16200,12638,1
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-19686,27000,-12272,25200,-13500,-27000,-27000,-27000,-14850,-27000,12645,1
13500,-27000,-27000,-20647,-27000,-27000,-18000,-21270,27000,-2454,10800,-13500,-27000,-27000,-27000,-13590,-27000,12648,1
0,-27000,-19285,-20647,-27000,-27000,-27000,-19442,27000,-17181,-21600,-13500,-27000,-27000,-27000,-18970,-27000,12650,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-14932,-27000,17181,25200,-27000,-27000,-27000,-27000,-20500,-27000,12652,1
0,-27000,-27000,-20647,9000,-27000,-27000,8593,27000,2454,9000,-27000,-27000,-27000,-27000,-15500,-27000,12655,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-9081,27000,7363,10800,-13500,-27000,-27000,-27000,-15120,-27000,12660,1
0,-27000,-19285,-27000,-27000,-27000,-27000,-17004,27000,-2454,19800,-13500,-27000,-27000,-27000,-17370,-27000,12676,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-26268,27000,-22090,-19800,-13500,-27000,-27000,-27000,-16400,-27000,12683,1
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-7363,14400,-13500,-27000,-27000,-27000,-13500,-27000,12686,1
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-25781,27000,22090,-16200,13500,-27000,-27000,-27000,-19100,-27000,12687,1
0,-27000,-19285,-27000,-27000,-27000,-27000,-9812,-27000,12272,7200,-27000,-27000,-27000,-27000,-18000,-27000,12689,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-13225,27000,-7363,27000,0,-27000,-27000,-27000,-17000,-27000,12693,1
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,-22090,21600,-27000,-27000,-27000,-27000,-21000,-27000,12694,1
0,-27000,-11571,-23823,-27000,-27000,-18000,-8837,27000,7363,7200,-13500,-27000,-27000,-27000,-15120,-27000,12697,1
13500,-27000,-11571,-20647,-27000,-27000,-18000,-25415,27000,-17181,18000,-13500,-27000,-27000,-27000,-9050,-27000,12704,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-4936,27000,17181,-9000,-27000,-27000,-27000,-27000,-15000,-27000,12707,1
0,-27000,-19285,-20647,-9000,-27000,-27000,-8106,27000,7363,10800,-13500,-27000,-27000,-27000,-17550,-27000,12708,1
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-6643,27000,17181,-19800,-27000,-27000,-27000,-27000,-19180,-27000,12710,1
0,-16200,-27000,-17470,-27000,-27000,0,-24318,27000,-2454,0,-13500,-27000,-27000,-27000,-4900,-27000,12711,1
0,-27000,-27000,-20647,-27000,-27000,-27000,426,27000,7363,-7200,-13500,-27000,-27000,-27000,-17370,-27000,12712,1
0,-27000,-19285,-14294,-27000,-27000,-18000,-13591,27000,12272,9000,-13500,-27000,-27000,-27000,-12060,-16200,12713,1
0,-21600,-11571,-11117,-27000,-27000,-27000,-10909,27000,2454,-25200,-13500,-27000,-27000,-27000,-15525,-5400,12714,1
0,-27000,-19285,-14294,-27000,-27000,-27000,-4693,27000,7363,-23400,-27000,-27000,-27000,-27000,-15800,-16200,12715,1
0,-27000,-19285,-27000,-9000,-27000,-27000,-26878,27000,-22090,-3600,-13500,-27000,-27000,-27000,-19100,-27000,12720,1
0,-27000,-11571,-27000,-27000,-27000,-27000,-21148,27000,-7363,23400,-13500,-27000,-27000,-27000,-14850,-27000,12723,1
0,-27000,-27000,-17470,-27000,-27000,-18000,11153,27000,27000,-27000,-13500,-27000,-27000,-27000,-17820,-16200,12725,1
0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-15500,-16200,12728,1
0,-27000,-19285,-20647,-27000,-27000,-27000,5546,27000,12272,25200,-27000,-27000,-27000,-27000,-17500,-27000,12729,1
0,-21600,-27000,-20647,-27000,-27000,-27000,-7862,27000,2454,-3600,-13500,-27000,-27000,-27000,-14850,-5400,12730,1
0,-21600,-19285,-17470,9000,-27000,-27000,-22855,27000,7363,-1800,-13500,-27000,-27000,-27000,-7515,-27000,12735,1
13500,-27000,11571,11117,-27000,-27000,-18000,-1645,27000,12272,-7200,-13500,-27000,-27000,-27000,-11955,-27000,12738,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-19808,27000,-12272,-1800,-13500,-27000,-27000,-27000,-14220,-27000,12743,1
0,-27000,-27000,-20647,-9000,-27000,-27000,-18467,27000,-17181,-12600,-13500,-27000,-27000,-27000,-20250,-16200,12746,1
0,-27000,-19285,-23823,-9000,-27000,-27000,5668,27000,17181,-27000,-13500,-27000,-27000,-27000,-17460,-27000,12748,1
0,-27000,-11571,-27000,-27000,-27000,-27000,-16638,27000,17181,25200,-13500,-27000,-27000,-27000,-17910,-16200,12751,1
0,-27000,-19285,-14294,-27000,-27000,-27000,-16029,27000,-17181,-16200,-13500,-27000,-27000,-27000,-19605,-27000,12757,1
13500,-27000,-19285,-23823,-27000,-27000,-18000,-19076,27000,2454,-12600,-13500,-27000,-27000,-27000,-12150,-27000,12758,1
0,-16200,-11571,-17470,-27000,-27000,0,-8106,27000,27000,23400,-13500,-27000,-27000,-27000,-12141,-16200,12760,1
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-6765,27000,22090,-27000,-27000,-27000,-27000,-27000,-16000,-27000,12765,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-9446,27000,-7363,-18000,-13500,-27000,-27000,-27000,-15570,-16200,12766,1
0,-27000,-11571,-27000,9000,-27000,-27000,20051,27000,17181,12600,-27000,-27000,-27000,-27000,-15500,-16200,12767,1
0,-27000,-19285,-17470,-9000,-27000,-27000,-19930,27000,-17181,9000,-13500,-27000,-27000,-27000,-18670,-16200,12768,1
0,-27000,-11571,-20647,-27000,-27000,-9000,-19442,27000,12272,-21600,-13500,-27000,-27000,-27000,-17377,-27000,12772,1
0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,-7363,7200,-13500,-27000,-27000,-27000,-18144,-27000,12781,1
0,-27000,-27000,-14294,-9000,-27000,-27000,-7984,27000,-2454,-14400,-13500,-27000,-27000,-27000,-17012,-16200,12783,1
0,-27000,-27000,-23823,9000,-27000,-27000,-4571,27000,7363,1800,-13500,-27000,-27000,-27000,-13050,-16200,12784,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-21636,27000,-2454,5400,-13500,-27000,-27000,-27000,-16155,-27000,12786,1
0,-16200,-11571,-17470,-27000,-27000,0,-5302,27000,17181,21600,-13500,-27000,-27000,-27000,-10710,-5400,12788,1
0,-21600,-19285,-14294,-27000,-27000,-27000,2133,27000,27000,18000,-13500,-27000,-27000,-27000,-17735,-27000,12792,1
0,-27000,-19285,-20647,-27000,-27000,-18000,-15907,27000,-2454,-23400,-27000,-27000,-27000,-27000,-17905,-27000,12793,1
0,-27000,-11571,-11117,-27000,-27000,-27000,-7862,27000,17181,10800,-13500,-27000,-27000,-27000,-16714,-5400,12797,1
-13500,-27000,-11571,-14294,-27000,-27000,-27000,-18589,27000,-2454,-7200,-27000,-27000,-27000,-27000,-15000,-27000,12799,1
0,-27000,-11571,-20647,-27000,-27000,-27000,-1279,27000,17181,9000,-13500,-27000,-27000,-27000,-19724,-27000,12803,1
0,-27000,-11571,-11117,-27000,-27000,-27000,3108,27000,12272,18000,-13500,-27000,-27000,-27000,-16970,-16200,12804,1
0,-27000,-27000,-20647,-27000,-27000,-27000,-1279,27000,-7363,7200,-27000,-27000,-27000,-27000,-17000,-27000,12810,1
0,-27000,-27000,-23823,-27000,-27000,-27000,-12250,27000,-2454,-12600,-27000,-27000,-27000,-27000,-15000,-27000,12812,1
0,-16200,-27000,-17470,-27000,-27000,0,-20295,27000,17181,-18000,-13500,-27000,-27000,-27000,-7920,-27000,12817,1
0,-27000,-27000,-20647,-27000,-27000,-18000,-24805,27000,-7363,-5400,-13500,-27000,-27000,-27000,-11400,-27000,12820,1
