no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26146,-27000,27000,-10800,0,27000,-27000,-26068,-20500,-27000,24154,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-15176,27000,-7363,5400,-13500,-27000,-27000,-27000,-12960,-27000,24155,0
13500,-27000,-11571,-20647,-27000,-27000,-18000,-21758,27000,7363,-19800,-13500,-27000,-27000,-27000,-10170,-5400,24156,0
13500,-27000,-19285,-14294,-27000,-27000,-27000,-26146,27000,-22090,-1800,-27000,-27000,-27000,-27000,-15500,-16200,24158,0
0,-27000,-27000,-23823,9000,-27000,-27000,-20295,27000,-12272,-18000,-27000,-27000,-27000,-27000,-16600,-27000,24160,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26756,27000,-7363,5400,-13500,-27000,-27000,-27000,-27000,-5400,24162,0
-13500,-27000,-27000,-17470,9000,-27000,-27000,-22611,-27000,17181,-5400,-27000,-27000,-27000,-27000,-17900,-27000,24165,0
-13500,-27000,-27000,-20647,-27000,-27000,-18000,-26268,-27000,27000,1800,-13500,-27000,-27000,-27000,-17300,-27000,24166,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-20539,27000,17181,-3600,-27000,-27000,-27000,-27000,-15000,-27000,24167,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-24440,27000,17181,-19800,-13500,-27000,-27000,-27000,-12100,-16200,24168,0
0,-27000,-19285,-20647,-9000,-27000,-27000,-17613,27000,-12272,-1800,-13500,-27000,-27000,-27000,-20196,-16200,24169,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-17500,-27000,24170,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-25902,-27000,17181,-16200,-13500,-27000,-27000,-27000,-12500,-27000,24172,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-26512,27000,-27000,-14400,-13500,-27000,-27000,-27000,-18300,-16200,24174,0
13500,-27000,-11571,-27000,-27000,-27000,-18000,-17613,27000,-2454,5400,-13500,-27000,-27000,-27000,-10570,-5400,24176,0
13500,-27000,-19285,-20647,-27000,-27000,-18000,-21027,27000,2454,-27000,-13500,-27000,-27000,-27000,-11969,16200,24177,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-19198,27000,-12272,9000,-13500,-27000,-27000,-27000,-17550,-27000,24178,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-18223,27000,-2454,1800,-13500,-27000,-27000,-27000,-14310,-16200,24179,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-26512,-27000,27000,-21600,-27000,-27000,-27000,-27000,-21200,-27000,24181,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-27000,27000,-12272,-21600,0,27000,-27000,-25137,-20500,-27000,24183,0
0,-27000,-27000,-23823,-27000,-27000,-18000,-25537,27000,-22090,19800,-13500,-27000,-27000,-27000,-16200,-16200,24185,0
-13500,-27000,-27000,-20647,-27000,-27000,-18000,-25415,27000,-2454,-16200,0,-27000,-27000,-27000,-16000,-27000,24186,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-24927,27000,17181,-23400,-27000,-27000,-27000,-27000,-18500,-27000,24188,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-20905,27000,-27000,-3600,-13500,-27000,-27000,-27000,-26900,-5400,24189,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-27000,-27000,17181,21600,27000,27000,-27000,-22344,-27000,-16200,24190,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-23952,27000,-2454,-3600,-13500,-27000,-27000,-27000,-14377,-16200,24191,0
0,-16200,-19285,-20647,-27000,-27000,0,-26146,-27000,7363,-23400,27000,-27000,-27000,-27000,-27000,-5400,24193,0
13500,-27000,-27000,-23823,-27000,-27000,-27000,-26268,27000,-12272,-19800,-13500,-27000,-27000,-27000,-13300,-5400,24194,0
0,-27000,-11571,-11117,-27000,-27000,-27000,-23952,-27000,27000,-21600,-13500,-27000,-27000,-27000,-19707,-27000,24195,0
0,-27000,-11571,-11117,-27000,-27000,-27000,-9446,27000,2454,0,-27000,-27000,-27000,-27000,-19775,-27000,24196,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-23099,27000,27000,0,-13500,-27000,-27000,-27000,-18200,-16200,24197,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-22611,27000,22090,-14400,-13500,-27000,-27000,-27000,-12755,-16200,24198,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-17181,-27000,-27000,-27000,-27000,-27000,-21000,-27000,24200,0
-13500,-21600,-19285,-17470,-27000,-27000,-27000,-16882,27000,7363,-27000,-13500,-27000,-27000,-27000,-10290,-16200,24201,0
13500,-27000,-27000,-17470,-27000,-27000,-18000,-14322,27000,17181,16200,-13500,-27000,-27000,-27000,-14670,-5400,24202,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-25415,27000,-12272,5400,13500,-27000,-27000,-27000,-17500,-27000,24203,0
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-25049,27000,22090,-18000,-13500,-27000,-27000,-27000,-10683,-5400,24204,0
-13500,-27000,-11571,-20647,-27000,-27000,-27000,-20173,-27000,12272,16200,-27000,-27000,-27000,-27000,-8500,-27000,24205,0
0,-27000,-27000,-23823,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-16100,-27000,24206,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-20295,27000,-12272,-7200,-13500,-27000,-27000,-27000,-17550,-27000,24207,0
0,-27000,-11571,-11117,-27000,-27000,-27000,-22246,27000,22090,-5400,-13500,-27000,-27000,-27000,-20533,5400,24209,0
0,-27000,-11571,-11117,9000,-27000,-27000,6765,27000,12272,-19800,-27000,-27000,-27000,-27000,-18086,-16200,24211,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-26146,-27000,22090,-25200,-13500,-27000,-27000,-27000,-17500,-16200,24212,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-20295,27000,2454,-16200,0,-27000,-27000,-27000,-19100,-27000,24214,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-1523,27000,27000,-14400,-13500,-27000,-27000,-27000,-18810,-16200,24215,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-26756,27000,-2454,-25200,-13500,-27000,-27000,-27000,-15000,-27000,24217,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-16882,27000,-17181,-7200,-13500,-27000,-27000,-27000,-19170,-27000,24220,0
0,-27000,-27000,-17470,9000,-27000,-27000,-25415,27000,-12272,18000,-27000,-27000,-27000,-27000,-17400,-27000,24221,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-23465,-27000,17181,19800,-27000,-27000,-27000,-27000,-19500,-27000,24223,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-26390,27000,-7363,14400,0,-27000,-27000,-27000,-16000,-16200,24224,0
13500,-27000,-27000,-23823,-27000,-27000,-18000,-27000,27000,-2454,9000,-13500,-27000,-27000,-27000,-9300,-16200,24225,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-13347,27000,2454,3600,-13500,-27000,-27000,-27000,-16470,-5400,24226,0
0,-27000,-19285,-27000,-27000,-27000,-18000,-18223,27000,17181,-12600,-13500,-27000,-27000,-27000,-13769,5400,24227,0
-13500,-27000,-19285,-23823,-9000,-27000,-27000,-26390,27000,27000,5400,-13500,-27000,-27000,-27000,-20200,-27000,24228,0
-13500,-27000,-27000,-23823,-27000,-27000,18000,-27000,27000,-12272,9000,27000,27000,-27000,-26068,-27000,-27000,24230,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-19198,27000,-7363,1800,0,-27000,-27000,-27000,-14000,-27000,24232,0
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-26756,27000,-12272,-5400,-13500,-27000,-27000,-27000,-15400,-27000,24233,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-18711,-27000,27000,-25200,0,-27000,-27000,-27000,-20500,-16200,24234,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-9812,27000,7363,16200,-27000,-27000,-27000,-27000,-19775,-27000,24235,0
0,-27000,-27000,-14294,-9000,-27000,-27000,-20783,-27000,17181,21600,-13500,-27000,-27000,-27000,-20779,-27000,24236,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-24318,27000,12272,-9000,-13500,-27000,-27000,-27000,-18100,-16200,24238,0
-13500,-27000,-27000,-23823,9000,-27000,-18000,-26878,27000,-12272,-18000,-27000,-27000,-27000,-27000,-17800,-27000,24240,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-20417,27000,17181,23400,-27000,-27000,-27000,-27000,-17500,-16200,24241,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-18345,27000,-7363,-10800,-27000,-27000,-27000,-27000,-19000,-27000,24243,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-11031,27000,17181,-21600,-13500,-27000,-27000,-27000,-12533,-16200,24245,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-20051,27000,-2454,-10800,-27000,-27000,-27000,-27000,-17933,-16200,24246,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-24683,-27000,17181,-18000,-27000,27000,-22846,-27000,-18000,-27000,24250,0
0,-21600,-27000,-20647,-27000,-27000,-27000,-15663,27000,2454,-7200,-13500,-27000,-27000,-27000,-14850,-5400,24251,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-22367,27000,22090,21600,27000,-27000,-27000,-27000,-27000,-16200,24253,0
0,-27000,-11571,-17470,-9000,-27000,-27000,-16151,27000,27000,10800,-13500,-27000,-27000,-27000,-19520,-16200,24254,0
0,-27000,-27000,-14294,-9000,-27000,-27000,-23343,27000,22090,23400,-13500,-27000,-27000,-27000,-19520,-16200,24255,0
-13500,-27000,-27000,-14294,-9000,-27000,-27000,-6277,27000,2454,5400,-13500,-27000,-27000,-27000,-18500,-16200,24256,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-15176,27000,-7363,5400,-13500,-27000,-27000,-27000,-15390,-16200,24258,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-12494,27000,22090,-10800,-13500,-27000,-27000,-27000,-10890,-16200,24259,0
13500,-27000,-19285,-17470,-27000,-27000,-27000,-16882,27000,7363,-27000,-13500,-27000,-27000,-27000,-11530,-16200,24260,0
0,-21600,-27000,-23823,9000,-27000,-27000,-24074,27000,27000,7200,-27000,-27000,-27000,-27000,-13800,-27000,24263,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-19564,27000,27000,-19800,-13500,27000,-27000,-26068,-20209,-5400,24264,0
0,-27000,-19285,-14294,-27000,-27000,-27000,-19564,-27000,27000,25200,-13500,27000,-22846,-27000,-15840,-16200,24265,0
13500,-27000,-27000,-17470,-27000,-27000,-18000,-19930,27000,-17181,27000,-13500,-27000,-27000,-27000,-14670,-5400,24266,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-18101,27000,27000,-27000,-27000,-27000,-27000,-27000,-19500,-27000,24267,0
-13500,-27000,-11571,-11117,-27000,-27000,-27000,-25171,27000,27000,7200,-13500,-27000,-27000,-27000,-18160,-27000,24268,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26634,-27000,17181,-27000,-13500,-27000,-27000,-27000,-15000,-16200,24270,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-17492,27000,-7363,5400,-27000,-27000,-27000,-27000,-17000,-27000,24271,0
0,-16200,-27000,-17470,-27000,-27000,0,-27000,-27000,17181,-16200,-13500,-27000,-27000,-27000,-7400,-5400,24272,0
0,-21600,-27000,-17470,-27000,-27000,-27000,-26146,27000,-17181,14400,-13500,-27000,-27000,-27000,-9533,-5400,24273,0
-13500,-27000,-27000,-14294,-27000,-27000,-18000,-25659,27000,22090,-14400,-13500,-27000,-27000,-27000,-10637,-16200,24275,0
0,-27000,-27000,-20647,9000,-27000,-27000,-17979,-27000,12272,3600,-27000,-27000,-27000,-27000,-16100,-27000,24276,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-22124,-27000,12272,5400,-13500,-27000,-27000,-27000,-17550,-5400,24277,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-22855,-27000,17181,0,-13500,-27000,-27000,-27000,-17055,-27000,24279,0
0,-27000,-11571,-23823,-27000,-27000,-9000,-24805,-27000,17181,27000,-13500,-27000,-27000,-27000,-19146,-16200,24280,0
0,-27000,-11571,-20647,-27000,-27000,-18000,-16151,27000,-12272,-14400,-13500,-27000,-27000,-27000,-19833,-16200,24281,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-27000,-27000,27000,23400,-27000,-27000,-27000,-27000,-20975,-27000,24282,0
13500,-27000,-11571,-11117,-27000,-27000,-18000,-16273,27000,7363,12600,-13500,-27000,-27000,-27000,-11713,-27000,24283,0
0,-27000,-19285,-20647,-9000,-27000,-27000,-20051,27000,22090,-9000,-13500,-27000,-27000,-27000,-20563,-16200,24284,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-9690,27000,-2454,-12600,-13500,-27000,-27000,-27000,-16080,-16200,24286,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-20539,27000,17181,-3600,-27000,-27000,-27000,-27000,-15000,-27000,24287,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-11275,27000,-7363,-5400,-27000,-27000,-27000,-27000,-18925,-27000,24292,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-11762,27000,-2454,1800,-13500,-27000,-27000,-27000,-17229,-5400,24293,0
-13500,-27000,-27000,-14294,9000,-27000,-27000,-14810,27000,12272,21600,-13500,-27000,-27000,-27000,-27000,-27000,24294,0
-13500,-27000,-27000,-20647,-9000,-27000,-27000,-27000,-27000,17181,-12600,-13500,-27000,-27000,-27000,-15296,-16200,24295,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-26878,27000,7363,7200,-13500,-27000,-27000,-27000,-13100,-27000,24296,0
0,-27000,-11571,-4764,9000,-27000,-18000,-24927,27000,27000,-12600,-27000,-27000,-27000,-27000,-16180,-27000,24298,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-26878,-27000,22090,-7200,27000,27000,-22846,-21413,-27000,-16200,24300,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-24927,27000,22090,-7200,-13500,-27000,-27000,-27000,-19460,-16200,24302,0
0,-27000,-19285,-14294,-27000,-27000,-18000,-19198,27000,17181,5400,-27000,-27000,-27000,-27000,-17370,-27000,24303,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-9446,27000,12272,12600,-13500,-27000,-27000,-27000,-14040,-5400,24304,0
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-24562,27000,-2454,-14400,-13500,-27000,-27000,-27000,-16100,-16200,24305,0
0,-27000,-27000,-27000,-9000,-27000,-27000,-24318,27000,2454,19800,-13500,-27000,-27000,-27000,-27000,-16200,24306,0
0,-27000,-27000,-27000,-27000,-27000,-27000,-27000,-27000,22090,-3600,-13500,-27000,-27000,-27000,-27000,-5400,24307,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-26878,-27000,22090,-10800,-13500,-27000,-27000,-27000,-18680,-27000,24308,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-27000,27000,17181,-7200,-13500,-27000,-27000,-27000,-14000,-16200,24310,0
-13500,-27000,-27000,-20647,9000,-27000,-27000,-20173,-27000,12272,1800,-27000,-27000,-27000,-27000,-21200,-27000,24312,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-15663,-27000,27000,-23400,-13500,-27000,-27000,-27000,-19775,-5400,24314,0
-13500,-27000,-19285,-11117,-27000,-27000,-27000,-27000,27000,17181,3600,0,-27000,-27000,-27000,-15000,-27000,24316,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-2255,27000,17181,-14400,-27000,-27000,-27000,-27000,-18288,-27000,24317,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-16638,27000,17181,-18000,-27000,-27000,-27000,-27000,-18500,-16200,24318,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-25537,-27000,17181,-7200,0,-27000,-27000,-27000,-17000,-27000,24319,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-21270,27000,12272,-27000,-13500,-27000,-27000,-27000,-14670,-5400,24321,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25293,27000,17181,18000,-27000,-27000,-27000,-27000,-17500,-27000,24323,0
0,-27000,-11571,-11117,9000,-27000,-18000,-2620,27000,27000,14400,-13500,-27000,-27000,-27000,-13994,-27000,24324,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-25659,-27000,17181,12600,-27000,-27000,-27000,-27000,-18150,-27000,24327,0
0,-27000,-11571,-20647,-27000,-27000,-9000,-13835,27000,-12272,0,-13500,-27000,-27000,-27000,-19424,-27000,24331,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,24332,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-14688,27000,-17181,3600,-13500,-27000,-27000,-27000,-19170,-27000,24333,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-23586,-27000,17181,23400,-27000,-27000,-27000,-27000,-14000,-27000,24334,0
0,-27000,-19285,-23823,-9000,-27000,-27000,-26512,27000,-27000,0,-13500,-27000,-27000,-27000,-21025,-16200,24335,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,-12981,27000,-22090,19800,-27000,-27000,-27000,-27000,-19400,-27000,24336,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,27000,-17181,14400,-13500,-27000,-27000,-27000,-12900,-27000,24338,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-7618,27000,-12272,-12600,-27000,-27000,-27000,-27000,-20000,-16200,24340,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-22246,27000,-22090,-5400,-13500,-27000,-27000,-27000,-19170,-16200,24341,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-18101,27000,-17181,1800,-13500,-27000,-27000,-27000,-20250,-16200,24342,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-25293,27000,-22090,5400,-27000,-27000,-27000,-27000,-18300,-27000,24343,0
0,-27000,-11571,-23823,9000,-27000,-27000,-11031,-27000,7363,-1800,-27000,-27000,-27000,-27000,-17550,-27000,24344,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-26756,27000,17181,-16200,-13500,-27000,-27000,-27000,-13653,-16200,24345,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-18467,27000,-2454,-23400,-27000,-27000,-27000,-27000,-18000,-27000,24346,0
-13500,-27000,-11571,-20647,-27000,-27000,-27000,-12860,27000,-22090,21600,-13500,-27000,-27000,-27000,-27000,-27000,24347,0
0,-27000,-27000,-20647,9000,-27000,-27000,-23343,27000,12272,-27000,-13500,-27000,-27000,-27000,-11700,-5400,24349,0
0,-27000,-27000,-17470,-27000,-27000,-9000,-26756,27000,-27000,-16200,-13500,-27000,-27000,-27000,-19275,-27000,24350,0
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-26756,-27000,22090,10800,0,-27000,-27000,-27000,-20500,-27000,24352,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-24805,27000,-17181,16200,-27000,-27000,-27000,-27000,-19100,-27000,24353,0
13500,-27000,-27000,-20647,-27000,-27000,-27000,-24318,27000,17181,-19800,-27000,-27000,-27000,-27000,-15500,-27000,24354,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-20539,27000,-17181,23400,-13500,-27000,-27000,-27000,-17140,-16200,24355,0
0,-27000,-19285,-23823,-27000,-27000,-18000,-18223,27000,-7363,-25200,-13500,-27000,-27000,-27000,-12060,-5400,24356,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,24357,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26268,27000,22090,12600,-27000,-27000,-27000,-27000,-19500,-27000,24358,0
0,-27000,-19285,-20647,-9000,-27000,-27000,-24683,27000,12272,12600,-13500,-27000,-27000,-27000,-13100,-16200,24360,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-19564,-27000,17181,18000,-27000,-27000,-27000,-27000,-19776,-16200,24361,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-20539,27000,17181,-21600,-13500,-27000,-27000,-27000,-15120,-5400,24362,0
-13500,-27000,-27000,-23823,-9000,-27000,-27000,-24196,27000,12272,0,-13500,-27000,-27000,-27000,-13100,-16200,24363,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-24683,27000,-22090,9000,-27000,-27000,-27000,-27000,-20400,-27000,24364,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-14322,-27000,27000,-23400,-27000,-27000,-27000,-27000,-19500,-27000,24367,0
0,-27000,-27000,-23823,-9000,-27000,-27000,-27000,27000,12272,-25200,-13500,-27000,-27000,-27000,-17590,-27000,24368,0
0,-27000,-19285,-23823,-9000,-27000,-27000,-27000,27000,-17181,18000,-13500,-27000,-27000,-27000,-13600,-27000,24369,0
0,-27000,-11571,-17470,-9000,-27000,-27000,-26634,27000,-7363,-7200,-27000,-27000,-27000,-27000,-17320,-16200,24372,0
0,-27000,-27000,-20647,9000,-27000,-27000,-22246,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,24375,0
0,-27000,-11571,-20647,-9000,-27000,-27000,-18467,27000,27000,-23400,-13500,-27000,-27000,-27000,-19520,-16200,24377,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-26878,27000,-27000,-16200,-13500,-27000,-27000,-27000,-18800,-27000,24380,0
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-12616,27000,-2454,-18000,-27000,-27000,-27000,-27000,-16000,-27000,24381,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-23465,27000,27000,-25200,0,-27000,-27000,-27000,-18500,-27000,24382,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-26024,-27000,17181,7200,-13500,-27000,-27000,-27000,-14400,-16200,24384,0
-13500,-27000,-27000,-23823,-27000,27000,-27000,-25049,27000,17181,5400,0,27000,-27000,-19551,-17200,-5400,24385,0
0,-27000,-11571,-23823,-9000,-27000,-27000,-15054,27000,17181,-12600,-13500,-27000,-27000,-27000,-16200,5400,24388,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-23586,27000,27000,25200,-27000,-27000,-27000,-27000,-12833,-27000,24390,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-914,27000,12272,12600,-27000,-27000,-27000,-27000,-18925,-16200,24392,0
0,-27000,-11571,-11117,-27000,-27000,-9000,-24562,-27000,12272,-27000,-27000,-27000,-27000,-27000,-18360,-16200,24393,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-9568,27000,7363,16200,-27000,-27000,-27000,-27000,-17000,-27000,24394,0
-13500,-27000,-27000,-17470,-27000,-27000,-27000,-26878,27000,-22090,-10800,-13500,-27000,-27000,-27000,-18400,-27000,24395,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-18954,27000,-12272,-27000,-13500,-27000,-27000,-27000,-17730,-16200,24396,0
13500,-27000,-19285,-11117,-27000,-27000,-18000,-16638,27000,7363,10800,-13500,-27000,-27000,-27000,-10470,-27000,24398,0
0,-27000,-19285,-17470,-27000,-27000,-18000,-18223,27000,12272,5400,-13500,-27000,-27000,-27000,-21605,-16200,24400,0
0,-27000,-27000,-23823,-27000,-27000,-18000,-26268,27000,22090,0,-13500,-27000,-27000,-27000,-14900,-16200,24401,0
