no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,RowNum,booking_status
0,-27000,-27000,-17470,-27000,-27000,0,-15297,27000,17181,-5400,-13500,-27000,-27000,-27000,-7920,-5400,12146,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-25659,-27000,27000,-9000,-27000,-27000,-27000,-27000,-21200,-27000,12147,0
0,-27000,3857,-11117,-27000,-27000,-27000,-60,27000,7363,-3600,-13500,-27000,-27000,-27000,-17905,-16200,12148,0
-13500,-27000,-19285,-17470,-27000,-27000,-27000,-23465,27000,-12272,3600,-13500,-27000,-27000,-27000,-17267,-27000,12149,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-24440,-27000,27000,1800,0,-27000,-27000,-27000,-20500,-27000,12151,0
13500,-27000,-11571,-23823,-27000,-27000,-18000,-16395,27000,17181,12600,-13500,-27000,-27000,-27000,-12810,-27000,12152,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-26756,27000,-27000,19800,-27000,-27000,-27000,-27000,-22450,-27000,12153,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-21392,27000,-17181,-3600,-13500,-27000,-27000,-27000,-21341,-16200,12154,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-23465,27000,17181,-19800,-13500,-27000,-27000,-27000,-11800,-5400,12155,0
0,-27000,-11571,-11117,-27000,-27000,-18000,-24683,-27000,17181,23400,-13500,-27000,-27000,-27000,-15489,-16200,12156,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-11031,27000,2454,-21600,-13500,-27000,-27000,-27000,-16470,-16200,12157,0
13500,-27000,-27000,-23823,-27000,27000,-18000,-26634,27000,7363,14400,-13500,-27000,-27000,-27000,-8200,5400,12159,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-21148,27000,12272,-3600,-27000,-27000,-27000,-27000,-14000,-27000,12160,0
13500,-27000,-19285,-20647,-27000,-27000,-18000,-24562,27000,2454,-9000,-13500,-27000,-27000,-27000,-8300,-27000,12162,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-21148,27000,-22090,-18000,-13500,-27000,-27000,-27000,-18970,-27000,12164,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26146,27000,-7363,-12600,0,-27000,-27000,-27000,-17500,-27000,12165,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-25902,27000,-22090,12600,-13500,-27000,-27000,-27000,-18900,-27000,12166,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-19320,27000,-12272,18000,-13500,-27000,-27000,-27000,-17505,-5400,12167,0
0,-21600,-27000,-20647,-27000,-27000,0,-11275,27000,2454,10800,-13500,-27000,-27000,-27000,-13001,-5400,12169,0
0,-27000,-19285,-20647,-27000,-27000,-18000,-21392,-27000,22090,-18000,-27000,-27000,-27000,-27000,-21000,-16200,12171,0
0,-16200,-19285,-23823,-27000,-27000,0,-26634,27000,-17181,9000,-13500,-27000,-27000,-27000,-8900,-27000,12172,0
0,-16200,-27000,-20647,-27000,-27000,0,-24562,27000,7363,-10800,-13500,-27000,-27000,-27000,-3900,-16200,12173,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-22611,-27000,17181,1800,-13500,-27000,-27000,-27000,-16740,-5400,12174,0
-13500,-27000,-27000,-23823,-27000,-27000,-18000,-25902,27000,-7363,18000,13500,27000,-27000,-26068,-16000,-27000,12175,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-26268,27000,-7363,-12600,0,-27000,-27000,-27000,-17080,-27000,12176,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-26878,27000,2454,-12600,-13500,-27000,-27000,-27000,-12233,-16200,12177,0
0,-27000,-27000,-20647,9000,-27000,-27000,-27000,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,12178,0
-13500,-27000,-11571,-23823,-27000,-27000,-27000,-24927,27000,-27000,12600,-13500,-27000,-27000,-27000,-18900,-27000,12179,0
0,-27000,-27000,-20647,-27000,27000,-27000,-26268,27000,-17181,-25200,0,27000,-27000,-25137,-19200,-27000,12180,0
0,-21600,-11571,-23823,-27000,-27000,-27000,-16395,27000,27000,1800,-27000,-27000,-27000,-27000,-18000,-27000,12182,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-13103,-27000,2454,19800,-13500,-27000,-27000,-27000,-19350,-5400,12183,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-11275,27000,12272,-9000,-27000,-27000,-27000,-27000,-18925,-27000,12184,0
0,-27000,-11571,-23823,-27000,-27000,-27000,3474,27000,12272,-23400,-13500,-27000,-27000,-27000,-17070,-16200,12185,0
0,-16200,-11571,-20647,-27000,-27000,0,-20783,27000,12272,-9000,-13500,-27000,-27000,-27000,-6210,-5400,12186,0
0,-27000,-27000,-20647,9000,-27000,-27000,-27000,-27000,7363,-3600,-27000,-27000,-27000,-27000,-16100,-27000,12187,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-7252,-27000,12272,1800,-27000,-27000,-27000,-27000,-20000,-27000,12189,0
0,-27000,-11571,-20647,-27000,-27000,9000,-16029,27000,-7363,7200,-27000,-27000,-27000,-27000,-14692,-27000,12190,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-8593,27000,-27000,5400,-27000,-27000,-27000,-27000,-19000,-27000,12191,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-19686,27000,-12272,-25200,-27000,-27000,-27000,-27000,-19500,-27000,12193,0
0,-27000,-19285,-20647,-27000,-27000,-9000,304,-27000,17181,-25200,-27000,-27000,-27000,-27000,-20500,-16200,12194,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-23465,27000,-27000,-25200,-27000,-27000,-27000,-27000,-21000,-27000,12195,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-27000,-27000,7363,-1800,-13500,-27000,-27000,-27000,-18000,-27000,12197,0
0,-21600,-27000,-23823,-27000,-27000,-18000,-26878,27000,-2454,-14400,-13500,-27000,-27000,-27000,-13100,-5400,12200,0
0,-27000,-11571,-23823,-9000,-27000,-27000,-22855,27000,17181,-25200,-13500,-27000,-27000,-27000,-16200,-5400,12201,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-24562,27000,2454,21600,-13500,-27000,-27000,-27000,-14740,-27000,12202,0
0,-27000,-11571,-20647,9000,-27000,-18000,-17126,27000,-12272,14400,-13500,-27000,-27000,-27000,-15822,-16200,12203,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,12204,0
0,-27000,-19285,-23823,9000,-27000,-27000,-26146,27000,-7363,9000,-27000,-27000,-27000,-27000,-15800,-16200,12205,0
0,-27000,-11571,-20647,-27000,-27000,-18000,-22977,27000,22090,-7200,-27000,-27000,-27000,-27000,-19180,-16200,12211,0
0,-27000,-19285,-17470,9000,-27000,-27000,-23586,27000,-12272,-9000,-13500,-27000,-27000,-27000,-12275,-16200,12212,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-19320,27000,-12272,18000,-27000,-27000,-27000,-27000,-18925,-27000,12213,0
13500,-27000,-19285,-23823,-27000,-27000,-27000,-22977,27000,-27000,16200,0,-27000,-27000,-27000,-17500,-16200,12214,0
0,-27000,-27000,-23823,9000,-27000,-27000,-22002,-27000,12272,-21600,-27000,-27000,-27000,-27000,-16000,-27000,12215,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-5180,27000,17181,21600,-13500,-27000,-27000,-27000,-17910,-16200,12216,0
-13500,-27000,-19285,-23823,-27000,-27000,-27000,-15785,27000,17181,-23400,-13500,-27000,-27000,-27000,-15660,5400,12217,0
0,-27000,-27000,-20647,-9000,-27000,-27000,-26878,27000,-7363,27000,-13500,-27000,-27000,-27000,-15100,-16200,12218,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-14810,-27000,27000,-7200,-13500,-27000,-27000,-27000,-19775,-5400,12219,0
-13500,-27000,-19285,-20647,-27000,-27000,-27000,-27000,-27000,12272,9000,0,27000,-27000,-26068,-20500,-27000,12221,0
0,-27000,-27000,-11117,-9000,-27000,-27000,-26512,27000,-17181,-1800,-27000,-27000,-27000,-27000,-21050,-27000,12222,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,-19686,-27000,12272,-21600,-13500,-27000,-27000,-27000,-18925,-27000,12223,0
0,-27000,-27000,-17470,-27000,-27000,-27000,4083,27000,27000,19800,-27000,-27000,-27000,-27000,-20736,-27000,12225,0
0,-27000,-11571,-23823,-27000,-27000,-27000,-60,-27000,17181,-10800,-27000,-27000,-27000,-27000,-20500,-27000,12226,0
-13500,-21600,-27000,-23823,-27000,-27000,-27000,-26878,27000,-2454,-16200,27000,-27000,-27000,-27000,-27000,-16200,12228,0
0,-21600,-11571,-20647,9000,-27000,-27000,-17492,27000,17181,9000,-27000,-27000,-27000,-27000,-13941,5400,12229,0
-13500,-27000,-27000,-23823,9000,-27000,-27000,-304,-27000,12272,-21600,-27000,-27000,-27000,-27000,-18600,-27000,12230,0
0,-27000,-11571,-17470,9000,-27000,-18000,-24318,27000,27000,23400,-13500,-27000,-27000,-27000,-7112,-5400,12231,0
-13500,-27000,-19285,-20647,-27000,-27000,-18000,-27000,27000,12272,5400,0,-27000,-27000,-27000,-16000,-27000,12232,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-25049,27000,-27000,10800,-13500,-27000,-27000,-27000,-18970,-16200,12234,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-26512,-27000,22090,19800,-13500,-27000,-27000,-27000,-18300,-16200,12236,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-27000,-27000,7363,-16200,-13500,-27000,-27000,-27000,-17200,-27000,12237,0
13500,-27000,-19285,-20647,-27000,-27000,-27000,-22246,-27000,27000,16200,-13500,-27000,-27000,-27000,-17977,-16200,12238,0
0,-27000,-27000,-17470,-27000,-27000,-18000,-16882,27000,17181,16200,-13500,-27000,-27000,-27000,-16560,-27000,12240,0
-13500,-27000,-19285,-27000,-27000,-27000,-27000,-27000,-27000,17181,18000,0,-27000,-27000,-27000,-20500,-27000,12241,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-17126,27000,17181,10800,-27000,-27000,-27000,-27000,-18925,-27000,12242,0
0,-27000,-19285,-11117,-27000,27000,-18000,-10787,27000,-7363,14400,-13500,-27000,-27000,-27000,-14285,-16200,12246,0
-13500,-27000,-19285,-23823,-27000,27000,-27000,-26634,27000,12272,5400,0,27000,-22846,-10241,-20300,-16200,12248,0
0,-27000,-11571,-11117,-27000,-27000,9000,-20051,27000,-12272,10800,-13500,-27000,-27000,-27000,-16475,-27000,12249,0
-13500,-27000,-27000,-23823,-27000,27000,-27000,-25902,27000,12272,-14400,-13500,-27000,-27000,-27000,-10100,5400,12250,0
-13500,-27000,-27000,-23823,-27000,27000,-27000,-25537,27000,17181,-7200,0,27000,-27000,-25137,-20300,-27000,12252,0
0,-27000,-27000,-11117,-27000,-27000,-27000,-9934,-27000,27000,23400,-27000,-27000,-27000,-27000,-20000,-27000,12254,0
0,-27000,-11571,-23823,-9000,-27000,-27000,-26634,-27000,12272,5400,-13500,-27000,-27000,-27000,-11800,5400,12256,0
0,-27000,-27000,-20647,-27000,-27000,-18000,-27000,27000,-2454,1800,-27000,-27000,-27000,-27000,-17905,-16200,12257,0
0,-27000,-27000,-20647,9000,-27000,-27000,-23343,-27000,12272,25200,-27000,-27000,-27000,-27000,-14900,-27000,12259,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-24927,27000,17181,-10800,-27000,-27000,-27000,-27000,-18500,-27000,12260,0
0,-27000,-11571,-23823,-27000,27000,-27000,-21027,27000,-2454,18000,-13500,-27000,-27000,-27000,-15330,-16200,12261,0
0,-21600,-11571,-20647,-27000,-27000,-27000,-20539,27000,12272,1800,-27000,-27000,-27000,-27000,-18925,-27000,12262,0
0,-27000,-27000,-14294,-27000,-27000,-27000,-27000,-27000,7363,-19800,-13500,-27000,-27000,-27000,-18000,-16200,12263,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-19442,27000,-12272,-23400,-27000,-27000,-27000,-27000,-19400,-16200,12265,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-26512,27000,12272,-21600,-13500,-27000,-27000,-27000,-10100,-5400,12266,0
0,-16200,-27000,-11117,-27000,-27000,18000,-12981,27000,27000,19800,-13500,-27000,-27000,-27000,-9937,-5400,12270,0
0,-27000,-19285,-27000,-27000,-27000,-27000,-26634,-27000,12272,-5400,-13500,-27000,-27000,-27000,-14400,-16200,12271,0
0,-27000,-27000,-14294,-27000,-27000,-18000,-24683,27000,27000,21600,-13500,-27000,-27000,-27000,-13865,-16200,12272,0
0,-27000,-19285,-17470,-27000,-27000,-27000,-25537,27000,-22090,3600,-13500,-27000,-27000,-27000,-17900,-27000,12273,0
0,-27000,-27000,-23823,-27000,-27000,-27000,-23708,27000,-2454,-12600,-27000,-27000,-27000,-27000,-15000,-27000,12276,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-26878,-27000,12272,25200,-27000,27000,-22846,-27000,-17190,-27000,12277,0
-13500,-27000,-11571,-20647,-27000,27000,-27000,-23221,27000,22090,-5400,0,27000,-27000,-25137,-20300,-27000,12278,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-26634,27000,7363,10800,0,-27000,-27000,-27000,-17000,-27000,12281,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,16760,27000,17181,-3600,-27000,-27000,-27000,-27000,-20000,-27000,12282,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-27000,27000,-27000,-10800,-13500,-27000,-27000,-27000,-21598,-27000,12284,0
0,-27000,-27000,-20647,-27000,-27000,-27000,-11153,27000,-7363,-18000,-13500,-27000,-27000,-27000,-15570,-16200,12285,0
-13500,-27000,-27000,-17470,-9000,-27000,-27000,-26756,27000,-12272,7200,-13500,-27000,-27000,-27000,-19762,-16200,12286,0
-13500,-27000,-11571,-20647,-27000,-27000,-27000,-26634,27000,-27000,25200,-13500,-27000,-27000,-27000,-19000,-27000,12287,0
0,-27000,-19285,-23823,-27000,-27000,-27000,-27000,27000,7363,-27000,-13500,-27000,-27000,-27000,-18414,-16200,12289,0
-13500,-27000,-27000,-23823,-27000,-27000,-27000,-25049,27000,-22090,18000,0,-27000,-27000,-27000,-23900,-16200,12291,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,-1158,27000,-7363,7200,-27000,-27000,-27000,-27000,-20000,-27000,12293,0
0,-27000,-11571,-23823,-9000,-27000,-27000,-26268,27000,17181,0,-13500,-27000,-27000,-27000,-15833,5400,12295,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-15297,27000,-12272,-10800,-13500,-27000,-27000,-27000,-18585,-16200,12296,0
-13500,-27000,-27000,-20647,-27000,-27000,-27000,-3595,27000,-2454,14400,-27000,-27000,-27000,-27000,-17500,-27000,12298,0
13500,-27000,-27000,-20647,-27000,-27000,-18000,-22611,27000,2454,-3600,-13500,-27000,-27000,-27000,-10170,-5400,12299,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-22489,27000,17181,-5400,-27000,-27000,-27000,-27000,-16500,-27000,12301,0
-13500,-27000,-11571,-17470,-27000,-27000,-27000,-22855,27000,22090,-18000,-13500,-27000,-27000,-27000,-10850,-16200,12303,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-14688,27000,17181,14400,-13500,-27000,-27000,-27000,-16980,16200,12305,0
0,-27000,-11571,-23823,-27000,-27000,-18000,-24683,27000,-22090,-16200,-13500,-27000,-27000,-27000,-18720,-5400,12306,0
0,-27000,-19285,-20647,-27000,-27000,-27000,-26146,-27000,7363,1800,-13500,-27000,-27000,-27000,-18000,-16200,12307,0
0,-27000,-27000,-17470,9000,-27000,-27000,-25415,-27000,12272,25200,-27000,-27000,-27000,-27000,-14633,-5400,12308,0
0,-27000,-27000,-17470,-27000,-27000,-27000,-26268,27000,-27000,-16200,-13500,-27000,-27000,-27000,-18100,-27000,12309,0
0,-27000,-11571,-20647,-27000,-27000,-27000,-26878,27000,22090,7200,-13500,-27000,-27000,-27000,-17862,-5400,12310,0
0,-27000,-19285,-27000,-9000,-27000,-27000,-19808,27000,17181,-12600,-13500,-27000,-27000,-27000,-16200,-16200,12311,0
0,-27000,-11571,-17470,-27000,-27000,-27000,-18467,27000,-12272,-25200,-13500,-27000,-27000,-27000,-20844,-5400,12312,0
0,-27000,-11571,-27000,-9000,-27000,-27000,-24562,27000,27000,-21600,-13500,-27000,-27000,-27000,-18200,-16200,12313,0
-13500,-27000,-19285,-11117,-27000,-27000,-27000,-11884,27000,-17181,-1800,-27000,-27000,-27000,-27000,-22333,-16200,12314,0
0,-21600,-19285,-23823,-27000,-27000,-27000,-15176,27000,7363,-18000,-13500,-27000,-27000,-27000,-13590,-5400,12318,0
0,-27000,-27000,-17470,-9000,-27000,-27000,-25171,27000,-12272,-5400,-27000,-27000,-27000,-27000,-18500,-27000,12319,0
