Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,RowNum,Quality
-3,-94,146,25,-51,159,72,190,0
349,-31,-481,-136,214,137,-44,191,0
-44,39,26,-118,-193,181,-69,196,0
158,-262,243,99,225,-434,270,202,0
67,-10,232,68,64,38,90,204,0
518,35,-113,257,408,-302,7,207,0
141,-295,351,-70,-179,214,-70,208,0
-27,-16,29,289,118,38,74,210,0
296,-373,-92,-341,96,126,190,212,0
-20,65,-29,141,257,-109,-320,213,0
317,-30,-211,289,-174,-73,140,215,0
-6,-32,-59,89,-56,137,-55,216,0
211,169,22,-154,118,-167,250,217,0
52,-94,-16,257,-60,-346,8,218,0
13,-206,276,-5,-36,137,-190,219,0
75,18,15,152,343,-478,160,220,0
232,262,-135,-278,-162,82,64,221,0
100,-27,-81,183,-13,-247,170,222,0
-11,-106,254,-404,290,-335,100,223,0
108,-15,125,-115,-5,-236,240,224,0
-148,-50,102,362,247,-69,90,228,0
-232,-173,373,257,354,-167,-83,231,0
37,73,-33,78,182,-346,120,232,0
-487,51,406,-158,107,-80,-210,235,0
307,-273,-276,152,-214,49,-120,245,0
100,43,-34,-131,-247,258,-7,246,0
-116,641,-15,310,-247,-500,72,247,0
-169,-50,84,183,225,-35,-63,249,0
592,30,99,204,376,-302,350,251,0
52,3,178,-247,-236,137,-290,252,0
-47,251,-124,-56,-376,-94,0,254,0
169,122,-71,215,-214,-214,14,255,0
-211,474,-406,-120,11,17,-190,257,0
-127,50,-200,-76,118,-258,-119,258,0
243,136,-102,-127,-472,313,-28,260,0
370,3,-178,-320,139,170,320,262,0
85,-50,50,36,-225,170,53,270,0
12,-128,156,162,64,60,20,273,0
307,-83,-124,36,-225,31,130,274,0
328,-452,178,57,-214,434,49,275,0
-603,597,54,-225,139,-445,-520,276,0
-508,-20,438,-194,64,-140,-160,282,0
434,-184,-265,299,-34,346,-17,283,0
108,-351,-146,47,-118,-57,18,284,0
-169,-83,416,-37,-165,137,340,288,0
-51,-50,-4,194,64,71,13,291,0
-95,-50,297,141,118,-73,61,292,0
95,-429,-50,257,193,-291,320,294,0
-275,20,211,78,96,-131,-14,299,0
-243,-72,100,-83,-83,93,-200,300,0
112,146,-77,141,-15,-258,110,301,0
145,-362,178,173,-36,280,220,302,0
328,-362,18,-153,53,-61,-53,303,0
-148,122,-135,131,311,-120,-380,305,0
211,284,156,2,290,-346,580,310,0
-275,45,167,-93,161,-51,-130,311,0
-465,-195,568,-268,42,-49,-240,312,0
370,-273,-438,162,171,49,-18,315,0
-3,206,-113,120,139,-60,-210,316,0
-30,-262,-16,225,204,-445,27,320,0
518,14,-395,247,-68,38,-140,324,0
20,-206,330,204,32,71,270,325,0
465,-106,-189,-42,128,71,260,327,0
360,-228,-135,215,268,-203,150,328,0
-45,-72,167,-13,85,25,-130,330,0
328,128,-113,-373,-204,225,290,331,0
-381,-61,308,-94,64,3,-115,334,0
-285,-273,579,141,150,-203,-220,336,0
-63,329,211,247,75,-643,240,337,0
349,146,-492,183,-494,203,-290,341,0
158,-94,-135,-54,-87,-76,-11,342,0
222,-94,-189,14,182,-104,190,343,0
103,-117,156,-35,236,-368,200,344,0
104,-184,10,36,193,-280,240,345,0
232,-217,-341,57,-165,93,79,346,0
232,158,97,-8,-157,-169,240,348,0
169,-161,87,-257,-163,280,-420,349,0
-232,-72,286,68,236,-164,-130,350,0
444,-496,189,57,-322,544,250,351,0
180,-206,68,204,-106,181,130,352,0
116,-161,16,-373,333,-129,130,354,0
423,-72,-200,-26,193,-16,160,361,0
-127,20,50,120,193,-73,-260,362,0
141,-25,-167,289,-102,-225,110,363,0
12,97,-406,14,-16,-67,-90,366,0
391,-396,-221,-62,-167,203,120,367,0
-317,195,75,-80,225,-133,-340,368,0
169,-206,-395,152,-141,20,-180,369,0
201,-72,189,99,182,-412,200,370,0
-60,284,-79,-194,-20,-225,-30,373,0
-222,-128,243,47,139,-19,-80,374,0
264,-50,7,21,225,-203,350,375,0
232,-262,-17,257,96,236,39,377,0
243,-83,-124,204,-5,225,-69,378,0
-105,-106,87,194,290,-66,-280,382,0
148,-429,-28,78,161,-236,-89,383,0
31,-61,-92,204,-225,-280,-250,384,0
285,-128,-308,-173,64,115,-116,385,0
201,18,-243,204,-257,-62,-104,388,0
94,40,276,-89,-78,-313,190,392,0
338,-50,-146,22,-27,-1,140,396,0
124,-106,121,268,257,21,-32,398,0
-116,62,-167,-12,150,-324,-180,400,0
180,55,-276,194,53,-153,-9,401,0
180,262,-77,-194,-126,-45,-5,402,0
123,-39,-34,-9,-137,-145,5,405,0
158,76,135,-92,247,-302,320,406,0
