long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,RowNum,gender
-20,-18,2,-20,-20,-20,-20,356,1
20,4,2,-20,-20,-20,-20,358,1
20,-12,-4,-20,-20,-20,20,360,1
20,6,8,-20,-20,-20,-20,362,1
20,0,6,-20,-20,-20,-20,363,1
20,-18,-20,-20,-20,20,-20,365,1
20,8,-12,-20,20,-20,-20,367,1
20,3,-12,-20,-20,-20,-20,369,1
20,4,-2,-20,-20,-20,-20,371,1
20,-19,-4,-20,-20,-20,-20,372,1
20,-14,6,-20,-20,-20,-20,373,1
-20,-20,-14,-20,-20,-20,-20,374,1
20,-2,-2,-20,-20,-20,-20,375,1
20,-18,-14,-20,-20,-20,20,377,1
20,2,2,-20,-20,-20,-20,382,1
20,-5,4,-20,-20,-20,20,383,1
-20,-6,4,-20,-20,20,-20,385,1
20,-1,-12,-20,-20,20,-20,389,1
20,-2,-4,20,-20,20,-20,390,1
20,-6,0,-20,-20,-20,-20,393,1
20,-1,-12,-20,-20,-20,-20,394,1
20,-18,8,-20,-20,-20,-20,398,1
-20,-2,2,-20,-20,-20,-20,399,1
-20,-14,-20,-20,-20,-20,-20,400,1
20,7,-14,-20,-20,-20,-20,401,1
20,-3,-4,-20,-20,-20,-20,405,1
20,0,-14,-20,-20,-20,-20,408,1
20,-13,6,-20,-20,20,-20,409,1
-20,2,4,-20,-20,-20,-20,411,1
20,-1,0,-20,20,-20,-20,412,1
20,3,-12,-20,-20,-20,-20,413,1
20,4,2,-20,-20,20,20,417,1
-20,7,-14,-20,-20,-20,-20,419,1
20,1,-18,-20,20,20,-20,420,1
20,-16,-4,20,-20,-20,-20,422,1
-20,-16,-20,20,-20,-20,-20,423,1
20,-9,-10,-20,-20,-20,-20,426,1
20,6,0,-20,-20,-20,-20,428,1
20,7,6,-20,20,-20,-20,429,1
20,-17,-14,-20,-20,-20,-20,430,1
20,-15,-4,-20,-20,-20,-20,432,1
20,8,-20,-20,-20,-20,-20,434,1
20,-8,2,-20,-20,-20,-20,435,1
-20,-1,-20,-20,-20,-20,20,437,1
20,3,-12,20,20,-20,-20,439,1
20,-17,0,20,-20,-20,-20,440,1
20,6,-18,-20,-20,-20,-20,444,1
20,4,0,-20,-20,20,-20,445,1
20,-13,-4,20,-20,-20,-20,447,1
20,5,0,-20,-20,-20,-20,448,1
-20,-15,-6,-20,20,-20,-20,450,1
20,-17,6,-20,-20,-20,-20,452,1
20,-6,2,-20,-20,-20,-20,453,1
20,-12,0,-20,-20,-20,-20,454,1
20,-10,8,-20,-20,-20,-20,455,1
-20,5,-6,-20,-20,-20,-20,458,1
20,-18,8,-20,-20,-20,-20,462,1
20,-20,0,-20,-20,-20,-20,464,1
20,-3,-12,-20,-20,-20,-20,466,1
20,-5,0,-20,20,-20,-20,469,1
20,-4,-12,20,20,-20,20,472,1
20,-14,8,-20,-20,-20,20,473,1
20,-12,-2,-20,-20,-20,-20,474,1
20,-18,-2,-20,-20,-20,-20,477,1
20,-2,-2,-20,-20,-20,-20,478,1
20,-20,-4,-20,20,20,-20,481,1
20,8,6,-20,-20,-20,-20,482,1
20,-6,-16,20,20,-20,-20,483,1
20,-14,-12,-20,-20,-20,-20,484,1
20,0,-12,-20,-20,-20,-20,486,1
20,-9,-16,-20,-20,-20,-20,488,1
20,-14,6,-20,-20,-20,-20,492,1
20,-14,-16,-20,20,-20,-20,496,1
20,-19,-20,-20,20,-20,-20,499,1
-20,-15,-6,-20,-20,20,-20,500,1
20,-5,4,-20,-20,-20,-20,503,1
20,-18,-18,-20,-20,-20,-20,505,1
20,2,6,-20,-20,-20,-20,506,1
20,-12,2,-20,-20,20,-20,507,1
-20,7,-18,20,-20,-20,-20,508,1
20,1,-8,-20,-20,-20,20,511,1
20,-18,-10,-20,-20,-20,-20,512,1
20,2,-8,-20,-20,-20,-20,513,1
20,-1,-10,-20,-20,-20,20,515,1
20,7,-12,-20,-20,-20,-20,516,1
20,8,-12,-20,-20,20,-20,517,1
20,-8,4,-20,-20,-20,-20,519,1
20,-6,6,-20,-20,-20,-20,520,1
20,-11,-8,-20,20,-20,-20,522,1
20,-5,-4,-20,-20,-20,-20,524,1
20,7,-16,-20,-20,-20,-20,525,1
20,0,-20,-20,-20,-20,-20,526,1
20,8,-16,-20,-20,-20,20,527,1
20,1,-10,-20,-20,-20,-20,529,1
20,0,-20,-20,-20,-20,-20,531,1
20,-7,-12,-20,-20,-20,-20,532,1
20,-11,-10,-20,-20,-20,-20,533,1
-20,-18,6,-20,-20,-20,20,534,1
20,2,-10,-20,-20,-20,-20,539,1
20,-4,-10,-20,-20,-20,-20,545,1
20,4,-2,-20,-20,-20,-20,546,1
20,2,-16,-20,-20,-20,-20,553,1
20,2,-4,-20,-20,-20,-20,558,1
-20,-14,-6,-20,-20,-20,-20,561,1
20,3,-20,20,-20,-20,-20,562,1
20,-8,-6,-20,-20,-20,-20,563,1
20,-11,2,20,20,-20,-20,564,1
20,2,0,-20,-20,-20,-20,567,1
20,-2,-10,-20,-20,-20,20,568,1
20,2,-10,-20,-20,-20,20,571,1
20,0,-8,-20,-20,20,-20,572,1
20,-5,-10,-20,-20,-20,-20,575,1
20,0,6,-20,-20,-20,-20,580,1
20,-13,-20,-20,-20,-20,-20,581,1
20,-9,-18,-20,-20,-20,-20,584,1
20,-16,0,-20,-20,-20,-20,585,1
20,5,-18,-20,-20,-20,-20,587,1
20,-10,6,-20,-20,20,20,588,1
20,-7,8,-20,-20,-20,-20,591,1
20,-19,-10,-20,-20,-20,-20,593,1
20,6,-2,-20,-20,-20,-20,595,1
20,-16,-6,-20,-20,-20,-20,596,1
20,-17,8,-20,-20,-20,-20,598,1
-20,-20,-14,-20,-20,-20,20,599,1
20,1,-12,-20,-20,20,-20,600,1
20,2,0,-20,-20,-20,-20,601,1
20,-19,-16,-20,-20,-20,-20,602,1
20,-18,6,-20,20,-20,-20,604,1
20,-3,-14,-20,-20,-20,-20,605,1
20,1,-4,-20,-20,-20,-20,608,1
20,0,-2,-20,20,20,-20,610,1
20,6,-6,-20,-20,-20,-20,612,1
20,0,-8,-20,-20,-20,-20,613,1
20,8,2,-20,-20,-20,20,615,1
20,4,-8,-20,-20,-20,-20,619,1
20,0,-18,-20,-20,-20,-20,620,1
20,-4,-14,-20,20,-20,20,621,1
20,6,-2,-20,-20,-20,-20,622,1
20,-12,-6,20,-20,-20,-20,623,1
20,-1,4,-20,-20,-20,-20,624,1
20,-8,6,-20,-20,-20,20,628,1
20,0,6,20,-20,-20,-20,632,1
20,-4,-14,-20,-20,-20,-20,636,1
20,-12,-2,-20,-20,-20,-20,638,1
20,-6,4,-20,-20,-20,-20,639,1
20,0,6,20,-20,-20,-20,640,1
20,-12,-18,20,-20,-20,-20,645,1
20,0,-6,-20,20,-20,-20,647,1
20,3,-4,20,-20,-20,-20,648,1
20,-20,-20,-20,-20,-20,-20,649,1
20,-12,-8,20,-20,-20,-20,652,1
20,-16,-14,20,-20,-20,-20,655,1
20,5,-2,-20,20,-20,-20,660,1
20,8,-4,20,-20,20,20,661,1
20,-8,0,20,-20,20,-20,665,1
