pH,Temprature,Taste,Odor,Fat ,Turbidity,Colour,RowNum,Grade
-15,-27,32,-32,32,-32,32,835,1
-32,-25,32,32,32,32,32,836,1
27,-22,32,-32,32,32,10,837,1
-17,-27,-32,32,32,32,32,841,1
22,9,-32,-32,-32,-32,-6,845,1
2,-29,-32,32,32,32,-10,847,1
11,3,-32,-32,-32,-32,32,850,1
-32,-25,32,-32,-32,-32,32,854,1
27,-22,32,32,32,32,2,855,1
3,-13,-32,-32,-32,32,10,857,1
3,-13,-32,-32,-32,-32,32,859,1
27,-22,32,32,32,32,2,862,1
3,-13,-32,-32,-32,32,10,864,1
32,-32,32,32,-32,32,32,868,1
-7,-19,32,-32,32,32,10,871,1
18,4,32,-32,32,32,32,873,1
-32,-25,32,32,32,32,32,876,1
23,-8,-32,32,32,32,32,878,1
5,-8,-32,-32,-32,32,32,879,1
-15,-27,32,-32,32,-32,32,882,1
27,-22,32,-32,32,32,10,884,1
-17,-27,-32,32,32,32,32,888,1
2,-13,32,-32,32,-32,-6,890,1
11,3,-32,-32,-32,-32,32,893,1
-32,-25,32,32,32,32,32,898,1
23,-8,-32,32,32,32,32,900,1
-15,-27,32,-32,32,-32,32,904,1
-32,-25,32,32,32,32,32,905,1
27,-22,32,-32,32,32,10,906,1
-7,-19,32,-32,32,32,10,910,1
18,4,32,-32,32,32,32,912,1
-6,-13,-32,32,32,32,32,915,1
23,-8,-32,32,32,32,32,916,1
4,-13,32,32,32,-32,-10,918,1
23,-8,-32,32,-32,-32,32,920,1
11,3,-32,-32,-32,-32,32,921,1
-32,-25,32,-32,-32,-32,32,925,1
27,-22,32,32,32,32,2,926,1
32,-32,32,32,-32,32,32,932,1
-7,-19,32,-32,32,32,10,935,1
-17,-2,-32,32,32,32,10,936,1
18,4,32,-32,32,32,32,937,1
-6,-13,-32,32,32,32,32,940,1
23,-8,-32,32,32,32,32,941,1
27,-22,32,-32,32,32,10,943,1
-17,-27,-32,32,32,32,32,947,1
22,9,-32,-32,-32,-32,-6,951,1
11,3,-32,-32,-32,-32,32,956,1
-32,-25,32,-32,-32,-32,32,960,1
27,-22,32,32,32,32,2,961,1
-32,-25,32,32,32,32,32,964,1
23,-8,-32,32,32,32,32,966,1
18,4,32,-32,32,32,32,968,1
-32,-25,32,32,32,32,32,971,1
23,-8,-32,32,32,32,32,973,1
5,-8,-32,-32,-32,32,32,974,1
-15,-27,32,-32,32,-32,32,977,1
-32,-25,32,32,32,32,32,978,1
27,-22,32,-32,32,32,10,979,1
-17,-27,-32,32,32,32,32,983,1
22,9,-32,-32,-32,-32,-6,987,1
11,3,-32,-32,-32,-32,32,992,1
-32,-25,32,32,32,32,32,997,1
23,-8,-32,32,32,32,32,999,1
-15,-27,32,-32,32,-32,32,1003,1
-32,-25,32,32,32,32,32,1004,1
27,-22,32,-32,32,32,10,1005,1
-32,-25,32,32,32,32,32,1008,1
27,-22,32,-32,32,32,10,1009,1
-15,-27,32,-32,32,-32,32,1015,1
-32,-25,32,32,32,32,32,1016,1
27,-22,32,-32,32,32,10,1017,1
-17,-27,-32,32,32,32,32,1021,1
22,9,-32,-32,-32,-32,-6,1025,1
2,-29,-32,32,32,32,-10,1027,1
11,3,-32,-32,-32,-32,32,1030,1
-32,-25,32,-32,-32,-32,32,1034,1
27,-22,32,32,32,32,2,1035,1
3,-13,-32,-32,-32,32,10,1037,1
3,-13,-32,-32,-32,-32,32,1039,1
27,-22,32,32,32,32,2,1042,1
3,-13,-32,-32,-32,32,10,1044,1
32,-32,32,32,-32,32,32,1048,1
-7,-19,32,-32,32,32,10,1051,1
18,4,32,-32,32,32,32,1053,1
-32,-25,32,32,32,32,32,1056,1
23,-8,-32,32,32,32,32,1058,1
