fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-1754,-868,-3055,-2849,-2533,-2667,-3112,-537,-179,-3016,-2150,959,5
-1524,-912,-3055,-2804,-2446,-1988,-2078,-70,-25,-2744,-1350,961,5
-2387,-2359,-1625,-2849,-2446,-2861,-2652,-1145,-76,-2821,-1550,962,5
-2387,-2270,-1625,-2849,-2468,-2958,-2744,-1145,-76,-2821,-1550,963,5
-1639,-934,-2145,-1246,-1557,1697,-1136,163,-486,-2588,-2150,965,5
-1121,0,-2340,-2537,-2371,-2085,-2147,70,-76,-2432,-1550,967,5
-1696,-489,-2730,-2893,-2360,-2376,-2354,-584,-690,-2588,-1850,970,5
-891,-311,65,-2893,1123,-2182,-1871,-397,-1919,19,-2450,973,5
-891,-311,65,-2893,1123,-2182,-1871,-397,-1919,19,-2450,975,5
-1179,155,-1950,-3027,-2446,-2667,-2675,-1145,-1356,-2744,-1650,976,5
-1294,-1113,-1820,-2715,-2512,-921,-976,-444,-383,-2627,-1750,980,5
-1294,-1113,-1820,-2715,-2512,-921,-976,-444,-383,-2627,-1750,981,5
-1811,-422,-2275,-2849,-2219,-1406,-1458,-537,-946,-2588,-2150,982,5
-1294,-178,-1625,-2136,-2555,-48,-1435,-163,-946,-2899,-2450,983,5
-1639,-934,-2795,-2849,-2295,-2570,-2859,-444,-383,-2276,-2050,984,5
-2099,-934,-1235,-934,-2479,-2667,-2262,70,-127,-1887,-1350,985,5
-1294,-934,-1820,-2582,-2360,-2861,-2629,-444,-25,-2276,-650,987,5
-1811,-1023,-2860,-3071,-2620,-2861,-3112,-1332,-1049,-2666,-1850,988,5
-1294,-1469,-1625,-2760,-2533,-1503,-2032,-444,-383,-2666,-1450,989,5
-891,-779,-2600,-2938,-2403,-2958,-3135,163,-332,-2004,-2100,991,5
-1696,-1157,-1560,-2760,-2512,-1697,-999,-584,-486,-2510,-1750,992,5
-1351,-712,-1885,-2715,-2512,-145,-149,-397,-639,-2549,-1750,994,5
-201,-1246,-1625,-2760,-2251,-2182,-1343,-350,-1714,-1031,-1550,1005,5
-143,-2359,585,-2671,-2544,-3055,-3043,1098,-895,-1498,-2050,1006,5
-2329,-1202,-3250,-2938,-2674,-2570,-2974,-210,946,-1264,-2250,1007,5
-143,-2359,585,-2671,-2544,-3055,-3043,1098,-895,-1498,-2050,1008,5
-1409,-1424,-3185,-2938,-2544,-3055,-2951,-958,-1100,-2744,-1850,1010,5
-1466,-934,-1885,-2671,-2544,-242,-333,-678,-537,-2782,-1750,1011,5
-1409,-1424,-3185,-2938,-2544,-3055,-2951,-958,-1100,-2744,-1850,1012,5
-1581,-2003,-2080,-2938,-2522,-1018,-2055,-257,-179,-2276,-2250,1013,5
-1524,-1958,-1105,-2537,-2533,-2764,-2859,-631,-383,-2276,-450,1016,5
-1409,-934,-3250,-2804,-2598,-727,-2124,-397,-332,-2082,-650,1017,5
-1351,-2982,-650,-2671,-2848,339,-1848,-491,-230,-914,-350,1018,5
-1639,-1958,-1690,-2849,-2664,-1600,-2308,-678,-25,-2121,-1250,1019,5
-143,-2092,-780,-2938,-1546,-727,-1320,958,-1151,-2004,-3150,1023,5
-1984,289,-1365,-1513,-2620,-1891,-2492,-584,793,-2432,-550,1024,5
-1869,-1157,-3250,-2893,-2815,-3055,-3204,-491,179,-2705,-1350,1025,5
-1926,-1202,-1950,-2871,-2750,-2570,-2882,-1800,25,-2627,50,1027,5
-1984,-801,-3250,-2804,-2512,-1212,-2492,-23,127,-1654,-1950,1029,5
-1524,-1602,-1105,-2804,-2577,-727,-1435,23,179,-2276,-2650,1036,5
-1064,-2493,-650,-2893,-2653,-2570,-2928,-491,76,-2199,-1150,1037,5
-1984,-1157,-2600,-2893,-2696,-48,-2170,-584,179,-1926,-1950,1042,5
-143,-712,-2535,-3027,-2468,-2570,-2836,-584,-2533,-2705,-1950,1047,5
-2042,-667,-2730,-1981,-2653,-2570,-3020,-1753,281,-2510,950,1048,5
-2387,-1113,-2730,-2849,-2609,-1988,-2354,-1706,25,-2432,-650,1050,5
-201,-1558,0,2493,-1155,1309,-1504,2314,-1100,-1615,-2850,1051,5
-201,-1558,0,2493,-1155,1309,-1504,2314,-1100,-1615,-2850,1053,5
-1179,-2537,650,-2315,-2251,-2376,-2882,584,76,-1887,-1050,1056,5
-1179,-2537,650,-2315,-2251,-2376,-2882,584,76,-1887,-1050,1058,5
-1236,-2315,-390,-2982,-2924,-2764,-3112,-771,-127,-2160,-950,1059,5
-1869,-868,-2210,-2715,-2577,-2570,-2813,-444,-25,-2393,-1950,1060,5
-1984,-756,-1885,-2715,-2620,-2473,-2859,-724,25,-2199,-1350,1061,5
-2444,-934,-2925,-2804,-2664,-2473,-2997,-958,742,-1498,-1050,1062,5
-2674,-1380,-2990,-2893,-2848,-2861,-3089,-1332,1765,-2276,-250,1063,5
-2329,-890,-2860,-2938,-2837,-2764,-2974,-1660,998,-2432,300,1065,5
-1466,-1380,-1560,-2804,-2414,-1115,-11,-303,-588,-2238,-1950,1066,5
-1409,-133,-1365,-1736,-2479,-1309,-1917,-303,-1100,-2471,-2250,1071,5
-1351,-2982,-650,-2849,-2707,-2667,-2928,-1379,-486,-1809,-550,1078,5
-1811,-712,-2990,-2715,-2642,-1503,-2767,23,332,-1926,-1850,1080,5
-1639,-1691,-260,-2671,-2143,-2667,-2928,-257,-281,-2082,-1150,1084,5
-2099,-667,-2730,-2493,-2229,-1988,-2767,-163,332,-2276,-1450,1085,5
-2387,-2359,-1625,-2626,-2609,-1115,-2055,-350,230,-758,-1050,1086,5
-1984,-1647,-1625,-2760,-2555,-533,-1986,-818,-179,-2199,-1250,1087,5
-2042,-1647,-2730,-2715,-2685,-1600,-2606,-724,-230,-2043,-1950,1088,5
-2387,-645,-2600,-2404,-2501,-2085,-2744,-350,1151,-1965,-1450,1093,5
-1294,-2047,-1300,-2804,-2577,-242,-1458,70,76,-2160,-2650,1095,5
-2329,-934,-2665,-2537,-2501,-1891,-2790,-771,998,-2082,350,1098,5
-1869,-1246,-3120,-2760,-2598,-1697,-2790,-584,-76,-2160,-1450,1102,5
546,-2003,0,-2760,-2305,-1503,-2239,350,-1407,-2276,-1250,1103,5
-1811,-801,-3250,-2626,-2479,-1600,-2767,303,332,-2432,-2250,1105,5
-1696,-511,-3250,-2671,-2512,-1600,-2744,303,179,-2199,-2250,1107,5
-2099,133,-2990,-2671,-2664,-2182,-2928,-303,793,-2354,-1750,1109,5
-1926,-979,-1105,-667,-830,3055,-746,397,-793,-2354,-2150,1111,5
-1409,-1113,-1560,-2760,-2512,-339,-378,-397,-844,-2510,-1750,1112,5
-1409,-1113,-1560,-2760,-2512,-339,-378,-397,-844,-2510,-1750,1113,5
-1409,-1113,-1560,-2760,-2512,-339,-378,-397,-844,-2510,-1750,1114,5
-1754,-690,-2405,-2760,-2555,-2182,-2928,-724,-435,-2432,-1550,1115,5
-1754,-690,-2405,-2760,-2555,-2182,-2928,-724,-435,-2432,-1550,1116,5
-1754,-690,-2405,-2760,-2555,-2182,-2928,-724,-435,-2432,-1550,1119,5
-1869,-1291,-2405,-2938,-2544,-921,-2423,-350,-179,-2238,-2450,1120,5
-1696,-712,-1170,-2671,-2631,48,-999,-350,-230,-2549,-2150,1124,5
-2387,-601,-2600,-2493,-2805,-2085,-2767,-1613,998,-2588,250,1131,5
-2329,-1736,-1365,-2715,-2577,-242,-1136,-584,-230,-2121,-1850,1132,5
-2329,-1113,-2730,-2760,-2403,-242,-2377,-1005,383,-2276,-1150,1140,5
-2502,-912,-2470,-2760,-2566,-242,-2377,-724,998,-1770,-1450,1142,5
