fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-201,-489,-1429,-2493,-2533,-1309,-1619,444,-486,-2549,-1850,508,5
-1524,-1736,-2535,-2493,-2522,-2182,-2262,-116,-844,-2315,-1650,509,5
-1064,-1291,-2990,-2760,-2490,-2376,-2882,257,-793,-2821,-2050,510,5
-1811,-845,-3250,-1914,-2446,-1697,-2354,257,435,-2432,-2150,511,5
-1064,-1291,-2990,-2760,-2490,-2376,-2882,257,-793,-2821,-2050,512,5
-776,-1647,-1690,-2381,-2360,48,-953,537,-1407,-2471,-2450,513,5
-1811,-2404,-1300,-2671,-2805,145,-470,-257,-2226,1770,-2150,514,5
-719,-845,-2145,-2315,-2544,-2861,-3089,257,-435,-2393,-1250,515,5
-2214,-1246,-3120,-2849,-2653,-2958,-3135,-23,435,-1887,-2150,517,5
-2214,-1246,-3120,-2849,-2653,-2958,-3135,-23,435,-1887,-2150,518,5
-431,-1335,1040,-2626,819,-2182,-2537,537,-1049,-1926,-2050,520,5
-776,111,-2405,-2114,-2425,-2958,-3066,1098,332,-2510,-150,521,5
-1696,-66,-3055,-2715,-2381,-2376,-2951,-210,76,-2705,-2050,522,5
-1869,-1780,-1040,-2448,-2490,-1794,-1734,444,895,-2199,-2150,523,5
-1466,-1291,-1950,-2760,-2566,-2473,-2492,771,537,-2121,-2350,524,5
-1466,511,-2600,-2715,-2164,-2279,-2882,-350,-588,-2588,-2150,525,5
-719,-712,-3250,-2582,-2425,-1503,-2515,911,-127,-2199,-2350,527,5
-603,-1424,-1690,-2493,-2533,-630,-195,397,-844,-2315,-2150,529,5
488,-2047,260,-2448,-2349,-1309,-1068,1379,-1253,-2549,-2150,530,5
-1121,-890,-2600,-2359,-2414,-1697,-2469,444,-435,-2393,-2150,535,5
-1524,-1380,-2405,-2537,-2327,-1018,-1871,397,76,-2160,-2250,536,5
-1121,-890,-2600,-2359,-2414,-1697,-2469,444,-435,-2393,-2150,537,5
-1236,89,-3250,-2671,-2468,-2376,-2675,-210,-639,-2588,-1850,541,5
-1236,89,-3250,-2671,-2468,-2376,-2675,-210,-639,-2588,-1850,542,5
-834,-1914,-1885,-2537,-2381,-145,-1366,537,-946,-2510,-2450,543,5
-719,-1202,-1625,-2404,-2566,-2473,-999,350,-742,-2315,-1950,544,5
-546,-868,-1560,-2760,-2338,-2861,-2583,163,-639,-2899,-2050,545,5
-834,-1157,-2080,-2359,-2414,-2182,-1688,163,-1202,-2432,-2250,549,5
-1351,-578,-3185,-2804,-2555,-2667,-2652,-163,76,-2432,-2050,551,5
-488,-734,-1560,-2582,-2490,-1115,-103,350,-486,-2393,-2250,553,5
-431,-1246,-1495,-2626,-2490,-1115,-80,350,-537,-2393,-2250,554,5
-1754,667,-3250,-2315,-2273,-2667,-3020,-537,281,-2744,-1650,556,5
-1121,-1869,-1300,-2136,-2522,-2667,-2606,397,-76,-2160,-1150,558,5
-1811,-1469,-3055,-2493,-2555,-1309,-1274,163,639,-2199,-1850,559,5
-2157,-1736,-2340,-2582,-2143,-2473,-2537,116,1458,-2004,-1850,561,5
-1811,-1157,-3185,-2537,-2544,-1406,-1435,210,895,-2238,-1850,562,5
-201,-2226,-585,-2626,-2479,-2279,-1986,537,-844,-2588,-2150,563,5
-949,-979,-2145,-2359,-2305,-1309,-654,444,-1458,-2510,-2350,566,5
-834,-934,-2145,-2359,-2468,-921,-401,537,-742,-2432,-2050,568,5
-1466,-1113,-3250,-2493,-2783,-2667,-3089,-303,25,-2354,-850,570,5
316,178,-1300,-2493,-1947,-2667,-2009,397,-1970,58,-1450,572,5
-891,-1736,-1235,-2537,-2012,-1018,-1917,210,-1407,-1654,-2050,573,5
-949,-1335,-2665,-2181,-2642,-2570,-2997,116,-742,-2821,-1650,576,5
-1639,-1424,-2470,-2804,-1589,-2958,-3112,-23,-588,-1187,-2450,581,5
-1696,-1602,-2600,-2493,-2642,-2958,-3066,-678,-383,-2705,-1150,583,5
-661,-845,-2275,-2226,-2327,-2473,-2032,1285,-486,-2432,-2050,587,5
-1869,-734,-3250,-2804,-2305,-2473,-2882,-444,-179,-2199,-1950,588,5
-2042,-1380,-2405,-2760,-2555,-1891,-2560,116,1202,-2043,-1850,590,5
-1811,-1647,-1429,-2404,-2642,-2764,-3020,-116,-690,-2471,-1350,591,5
-1811,-1736,-2340,-2404,-2555,-1891,-2537,-397,-76,-2627,-950,593,5
-2099,-845,-3250,-2315,-2132,-1309,-2675,-350,383,-2082,-1350,600,5
-1811,-734,-975,-2760,-2425,-2473,-1274,-350,-486,-2121,-2250,602,5
-2214,-934,-1885,-2849,-2501,-1988,-2675,-70,1100,-1965,-1850,603,5
-2214,-934,-1885,-2849,-2501,-1988,-2675,-70,1100,-1965,-1850,605,5
-546,-1869,-390,-2804,-2457,-2473,-2882,23,-486,-2393,-2150,606,5
-546,-1869,-390,-2804,-2457,-2473,-2882,23,-486,-2393,-2150,607,5
-1754,-1023,-2860,-2448,-2544,-1891,-1435,210,690,-2432,-2150,613,5
-1581,-1914,-1170,-2448,-2653,-2667,-2813,-350,-690,-2821,-1250,614,5
-1754,-1023,-2860,-2537,-2533,-1697,-1458,210,690,-2471,-1950,615,5
-1754,-957,-2795,-2493,-2544,-1794,-1412,210,690,-2432,-1950,616,5
-1926,-1291,-3055,-2982,-2446,145,-2331,-865,793,-2315,-1050,617,5
-776,-445,-2340,-2537,-2446,-2473,-2698,537,-179,-2043,-1150,624,5
258,222,-1040,-712,-2164,-1115,-1113,2782,-793,-1887,-2350,627,5
-1754,-845,-3055,-2626,-2533,-1794,-1412,163,793,-2315,-1950,628,5
-1754,-845,-3055,-2626,-2533,-1794,-1412,163,793,-2315,-1950,630,5
-776,-2404,-910,-2493,-2772,-2376,-2492,-678,127,-1848,150,636,5
-1754,-1380,-1495,-2493,-2468,-2182,-1596,-303,76,-1770,-650,640,5
-2847,-601,-2015,-2982,-1633,-2667,-1963,-1426,1253,-2160,-650,647,5
-373,-1958,-845,-2626,-2392,-2376,-2859,397,-690,-2354,-1150,651,5
-949,-1691,-1495,-2626,-2783,-1988,-2744,-865,-998,-1420,-450,653,5
-949,-1691,-1495,-2626,-2783,-1988,-2744,-865,-998,-1420,-450,657,5
-1639,-1068,-3185,-2760,-2577,-2085,-2515,210,537,-2004,-1850,659,5
-2099,-1068,-3185,-2804,-2512,-2570,-2813,210,1612,-1693,-1150,661,5
-2329,-1736,-2145,-2938,-2588,-2667,-3135,-1332,1202,-2432,-250,663,5
-1006,-2849,130,-2804,-2403,-2473,-2859,-257,-76,-1926,-1250,674,5
-1811,-1291,-2340,-2938,-2533,-2667,-2974,-537,-537,-2121,-2350,678,5
-2099,-1246,-3120,-2715,-2132,-2764,-3020,-257,25,-1848,-2150,679,5
-1006,-845,-1950,-2715,-2327,-1115,-792,116,-1253,-2666,-2450,681,5
-1754,-1958,-1300,-2715,-2479,48,-1734,-23,332,-2510,-2250,685,5
-1064,-1157,-1365,-2493,-2197,-339,-654,444,-1151,-2588,-2550,686,5
-431,44,-1560,-2804,-2522,-2085,-2744,23,-639,-2121,-1650,689,5
-1811,-2181,-1300,-2938,-2512,48,-1780,-70,332,-2588,-2250,693,5
