fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-1869,-934,-3120,-2715,-2653,-2473,-2859,-23,486,-1926,-2250,499,6
-1409,-1357,-2470,-2537,-2642,-2279,-2583,-491,-179,-2160,-50,505,6
-1236,-578,-2665,-2404,-2468,-1600,-2262,1098,281,-1732,-550,516,6
-2214,66,-3055,-2226,-2609,-727,-2055,-958,1202,-2627,1050,519,6
-1179,-1157,-3250,-2537,-2371,-1503,-2055,1379,639,-2004,-2350,526,6
-1121,-400,-1365,-1780,-2566,-2182,-3020,-257,383,-1887,-150,528,6
-1696,-1513,-2080,-2715,-2620,-2182,-2744,303,742,-1693,-2150,531,6
-1179,-2270,-780,-2537,-2512,-2182,-2078,350,-383,-2705,-2650,532,6
-1754,-1558,-2080,-2715,-2609,-2182,-2675,257,742,-1732,-2050,533,6
-1696,-1513,-2080,-2715,-2620,-2182,-2744,303,742,-1693,-2150,534,6
-1409,-1647,1170,-2893,1123,-1988,-2652,-210,-1458,-408,-2550,538,6
-1409,267,-2795,-2804,-2750,-1212,-2308,-865,690,-2860,-950,539,6
-2272,578,-3185,-2760,-2761,-1891,-2629,-1005,1151,-2744,-450,540,6
-834,-667,-3250,-2893,-2631,-2570,-2951,-23,-332,-2471,-1650,546,6
-661,-756,-2535,-2404,-2371,-2279,-2377,865,-332,-2393,-2150,547,6
-603,-801,-2600,-2315,-2392,-2182,-2285,865,-332,-2432,-2150,548,6
-1811,-1157,-3120,-2626,-2490,-1018,-1228,163,895,-2471,-1950,550,6
-1811,-1157,-3120,-2626,-2490,-1018,-1228,163,895,-2471,-1950,552,6
-1351,-2003,-1365,-2849,-1676,-3250,-2377,116,-383,-953,-2150,555,6
-1926,-957,-2145,-2582,-765,-2764,-2974,-444,127,-2238,-1350,557,6
-1869,-1246,-3250,-2760,-1318,-2182,-2354,-116,-332,-2199,-2250,560,6
-143,-1291,-1690,-2671,-2522,-1503,-2055,958,-998,-2354,-1550,564,6
-143,-1291,-1690,-2671,-2522,-1503,-2055,958,-998,-2354,-1550,565,6
-1639,-2136,-455,-2493,-2490,-1600,-1504,23,-230,-1887,-1950,567,6
-1811,-1068,-3120,-2537,-2501,-1697,-1389,163,537,-2199,-1950,569,6
-86,-2582,260,-2626,-2674,-2667,-2790,-818,-1049,-2471,850,571,6
-488,-1558,-1040,-2047,-2490,-2861,-3066,771,-435,-2510,-950,575,6
-1466,-1291,-2730,-2537,-2143,-1988,-2331,23,-690,-1965,-2050,578,6
-1064,-1469,-1820,-2448,-2468,-2958,-2974,-116,-588,-2315,-1750,579,6
-1524,-1647,-1235,-2404,-2620,-2958,-3043,-70,-793,-2393,-1350,582,6
1524,-1558,325,-2404,-2598,-2667,-2836,1379,-1458,-1887,-750,584,6
1351,-1958,260,-2404,-2262,-1503,-2446,1098,-844,-1576,-350,586,6
-2502,-1068,-2730,-2715,-2609,-1794,-2836,-1519,946,-1537,-550,595,6
201,-1558,-325,-2493,-2088,-48,-1825,23,-742,-1732,-750,601,6
-1639,-756,-2210,-2849,-2533,-2182,-2492,303,639,-1809,-1750,604,6
-546,-2181,-715,-2982,-2512,630,-2124,-257,486,-1693,-750,608,6
-546,-2181,-715,-2982,-2512,630,-2124,-257,486,-1693,-750,609,6
-546,-2181,-715,-2982,-2512,630,-2124,-257,486,-1693,-750,610,6
-1466,-601,-3185,-2715,-2685,-339,-2400,-1566,179,-2315,150,620,6
-1524,-601,-3250,-2715,-2642,-436,-2583,-818,537,-2004,-250,621,6
-1064,-2404,-1365,-2270,-1275,-1988,-2790,-771,-793,-1498,350,622,6
-834,-1068,-2015,-1869,-2360,-436,-1803,397,-793,-2588,-1650,623,6
-719,-222,-2470,-2582,-2479,-2570,-2744,631,-230,-2004,-1250,625,6
-1984,-1246,-3250,-2537,-2598,-242,-1917,-1005,281,-2354,-450,626,6
-86,-1780,-1755,-2804,-2490,-2376,-2974,303,-793,-2004,-2350,629,6
-1754,-979,-3055,-2671,-2512,-1697,-1366,163,793,-2276,-1850,631,6
-1811,-1157,-3185,-2626,-2512,-727,-2400,-724,230,-2276,-950,632,6
-1811,-1157,-3185,-2626,-2512,-727,-2400,-724,230,-2276,-950,634,6
-2387,-1291,-3250,-2671,-2522,-2764,-3181,-1052,1100,-2432,-150,641,6
-1639,-1469,-2405,-2582,-2533,-48,-1986,-818,281,-2238,-850,642,6
-546,-2092,-130,-1958,-1947,-3055,-3135,-584,-742,-2315,1550,643,6
-661,-2537,-260,356,-2143,-3055,-3181,911,-998,-2199,-750,644,6
-143,-1736,-390,-2359,-2674,-2958,-3204,-163,-230,-2121,550,645,6
-949,-2381,-650,-2671,-2522,-3055,-3250,-911,-537,-1926,250,646,6
-1984,-1958,-1235,267,-2468,-824,-2354,537,25,-2043,-1550,648,6
-1064,-2181,-1170,-2671,-2501,-242,-1573,-303,-383,-1732,-650,649,6
-1064,-1023,-2470,-2849,-2598,339,-2331,-958,25,-1070,150,650,6
-1064,-1023,-2470,-2849,-2598,339,-2331,-958,25,-1070,150,652,6
-488,-2715,-1105,-2626,-2718,1697,-1711,397,486,-1031,-1450,655,6
-1524,-2003,-1365,-2804,-2533,-533,-1871,23,383,-2238,-2150,660,6
-834,-2448,-780,-2626,-2729,-1503,-1734,-771,76,-1732,150,662,6
-719,-2181,130,-2715,-2175,-2861,-3158,-631,-332,-2121,-350,675,6
-1006,-1691,-1495,-2804,-2750,-1600,-2515,-865,-1100,-1226,-550,677,6
-1006,-1691,-1495,-2804,-2750,-1600,-2515,-865,-1100,-1226,-550,680,6
-719,-2003,-455,-2582,-2642,-533,-2331,-1285,-895,-2199,550,682,6
86,-2626,-130,-2804,-2664,-2764,-3158,70,-230,-1148,-750,683,6
-661,-1558,-1300,-2804,-2674,-2570,-2997,303,-281,-1770,-1150,688,6
-1696,-1469,-1170,-2715,-2620,1600,-1780,-1332,-179,-1342,1250,690,6
-661,-1558,-1300,-2804,-2674,-2570,-2997,303,-281,-1770,-1150,691,6
-1639,-1202,-3250,-2760,-2685,-2667,-3135,-678,383,-2276,-350,692,6
-316,-2470,-650,-2982,-2588,-1988,-2905,-678,-1202,-2549,-750,695,6
-1466,-1113,-2860,-2760,-2522,-1503,-2446,-23,76,-2121,-1550,699,6
-776,-44,-1040,-3027,-2837,-2958,-3158,-724,-1305,-2666,-2550,700,6
-2214,-712,-3250,-2916,-2783,-2667,-3112,-2548,486,-2471,1250,701,6
-776,-2359,-1235,-2760,-2425,-2182,-2951,-631,-1049,-2393,-1250,709,6
-1581,-623,-3250,-2938,-2381,-1212,-2675,-350,25,-2276,-1650,711,6
-1294,-1202,-2210,-2760,-2078,-3055,-3227,-1192,-793,-2276,-450,712,6
-1294,-2982,-845,-3249,-2848,145,-884,-3250,-2482,-2821,1050,714,6
603,-2181,1040,-2582,-2045,-3055,-3204,-303,-895,-2471,250,716,6
603,-2181,1040,-2582,-2045,-3055,-3204,-303,-895,-2471,250,717,6
-1179,-2359,-520,-2626,-2316,-3055,-3181,-911,-537,-2393,650,719,6
-949,-89,-3250,-2404,-2349,-1697,-2400,537,-230,-2199,-1250,721,6
-1351,-2404,-1170,-2804,-2664,-1988,-2560,-1613,179,-2354,950,722,6
-776,-467,-2080,-2537,-2544,-1891,-2285,163,-895,-2705,-1950,726,6
-776,-1558,-1885,-2671,-2425,-1309,-2492,-70,-230,-1303,-550,730,6
-1926,-1602,-2015,-2893,-2522,-2085,-2790,-724,25,-2043,-1850,731,6
-2214,-2047,-1105,-2181,-2881,-2182,-2170,-1940,-76,-2121,550,732,6
-1926,-1825,-3250,-3027,-2620,-242,-2515,-1239,-281,-2276,-250,733,6
-1524,-311,-3250,-2893,-2555,-145,-2354,-444,-332,-2121,-950,734,6
-546,-1602,-910,-2893,-2501,-3055,-3066,-23,-537,-1498,-750,736,6
-546,-1558,-910,-2849,-2468,-2764,-2997,-23,-537,-1537,-850,737,6
-1179,-934,-1495,-2760,-2349,-2861,-1619,210,-1253,-2121,-2550,741,6
776,-2760,454,-2849,-2577,-3055,-3204,491,-1202,-1809,-1750,746,6
-1294,-2092,-390,-2804,-2316,-2764,-3043,-678,-383,-2043,-250,748,6
-28,-2493,975,-2582,-2566,-2764,-2997,-631,-793,-2082,150,749,6
-1179,-489,-2665,-2760,-2653,-2861,-3158,-1332,-486,-2315,150,750,6
-1466,-1068,-2080,-2582,-2479,-2764,-2928,-350,-435,-2199,-1450,751,6
-1294,-1023,-1105,-2448,-2425,-1794,-2537,70,-332,-2276,-950,757,6
-201,-2359,390,-2760,-2588,-3055,-3204,-818,-1151,-1693,-250,758,6
-1754,-2092,-1300,-2849,-2588,-339,-1780,-70,230,-2238,-2150,762,6
-891,-1914,-325,-2582,-2598,-242,-2032,-397,-230,-1537,350,763,6
-1351,-2938,-520,-2938,-2761,-1600,-2698,-1426,-435,-1848,-450,766,6
-1351,-2270,-520,-2760,-2446,-2570,-2951,-724,-127,-2199,-250,770,6
-1869,-1380,-2665,-2760,-2501,-2376,-3020,-1052,281,-2238,-150,771,6
-2099,-556,-2665,-1202,-2110,-2473,-2997,-210,-127,-2627,-850,773,6
-2099,-556,-2665,-1202,-2110,-2473,-2997,-210,-127,-2627,-850,774,6
-1064,-2270,-520,-2715,-2598,-1115,-2560,-1473,-1356,-1498,750,776,6
-1639,-1602,-1495,-2715,-2609,-1988,-2813,-1473,-127,-2082,350,777,6
-1639,-1602,-1495,-2715,-2609,-1988,-2813,-1473,-127,-2082,350,778,6
-1294,-1647,-1040,-2671,-2588,-1794,-2813,-1613,-486,-1965,750,779,6
316,-1691,-455,-2715,-1524,-727,-1871,537,-1049,-1576,-850,783,6
-1121,-1424,-3250,-3027,-2620,-2764,-3066,-537,-639,-2043,-1650,784,6
-1351,-2315,-585,-2982,-2772,-2764,-2583,-1426,-435,-1770,-650,786,6
-3019,-2003,0,-1736,-2881,-533,-1550,-3203,588,-1965,1950,787,6
-1869,-712,-2795,-2537,-2392,-1891,-2905,-631,25,-2199,-350,788,6
-1869,-712,-2795,-2537,-2392,-1891,-2905,-631,25,-2199,-350,789,6
-1869,-712,-2795,-2537,-2392,-1891,-2905,-631,25,-2199,-350,790,6
-1811,-2047,-2470,-2715,-2674,-1988,-2836,-2127,-383,-2471,1650,791,6
-2272,-1691,-3250,-3027,-2783,-727,-2629,-2267,383,-2666,650,794,6
-2272,-400,-3250,-2359,-2598,-824,-2193,-1519,690,-2199,-150,796,6
-661,-1113,-3250,-2804,-2750,-2861,-3158,303,-998,-2082,-1250,798,6
-1294,-2671,-455,-2893,-2653,-1212,-2239,-1145,25,-2199,250,802,6
86,-1469,-325,-2760,-2512,-2764,-3089,303,-793,-1576,-250,803,6
