fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-1581,-2092,454,-2626,-2229,-2861,-3112,-491,-76,-2393,-250,1076,6
-1811,-2582,650,-2715,-2577,-1697,-2813,491,25,-1732,-1050,1077,6
-2214,-2181,-1885,-2671,-2870,-824,-2285,-210,486,-1537,-1950,1079,6
-1926,-44,-1885,-1825,-2577,-1794,-1894,631,793,-1732,-2417,1081,6
-1926,-44,-1885,-1825,-2577,-1794,-1894,631,793,-1732,-2400,1082,6
-2157,-1424,-2860,-2760,-2696,-533,-2377,-1005,25,-1303,-1350,1083,6
-1984,-1691,-2730,-2671,-2685,-1600,-2515,-724,-383,-2004,-2050,1089,6
-1351,-2493,-65,-2671,-2338,-1309,-2032,23,-332,-1926,-1550,1090,6
-1811,-712,-2730,-2715,-2696,727,-2193,-444,230,-2199,-1450,1091,6
-2099,-1825,-2665,-2671,-2696,-2473,-2974,-1239,230,-1848,-350,1092,6
-1754,-1424,-2405,-2760,-2750,-1600,-2882,-631,-844,-1887,-1750,1094,6
-1869,-1335,-2405,-2671,-2566,-1891,-2583,-537,-76,-2238,-1950,1097,6
-2329,-1469,-2730,-1691,-2609,-2279,-2652,-257,946,-2082,-50,1099,6
-2157,-979,-1105,-2849,-2739,-1794,-2744,-818,-76,-2043,-1550,1101,6
-2272,-756,-3185,-2003,-2262,-242,-2147,-537,690,-1965,-350,1106,6
-2099,22,-3120,-2582,-2707,-1891,-2859,-350,844,-2199,-650,1110,6
-2042,-801,-3120,-2804,-2718,-824,-2423,-1005,76,-1342,-750,1117,6
-2042,-3071,910,-2715,-2739,-1018,-2193,-1005,-179,-1770,-450,1118,6
-2329,-1513,-2340,-2804,-2772,-1891,-2606,-1426,537,-2315,-150,1121,6
-2214,-2181,195,-2671,-884,-1503,-2583,-1706,-25,-914,750,1122,6
-2214,-2092,-2340,-2671,-2967,-1891,-2813,-911,332,-2004,-550,1123,6
-2444,-1202,-1950,-2582,-2566,-1891,-2239,-1098,1049,-1926,850,1125,6
-1581,-1469,-650,-2671,-2729,-2182,-2928,-1098,-588,-2043,150,1126,6
-1294,-2448,845,-2938,-2501,-1794,-2721,-537,-383,-1498,-850,1127,6
-2329,-667,-2275,-1380,-2555,-2085,-2767,-397,844,-2199,250,1128,6
-1984,-801,-2275,-2849,-2099,-2085,-2928,-771,230,-1926,-350,1129,6
-1639,-2226,-1105,-2582,-2642,-2473,-2790,-1098,-76,-2199,250,1130,6
-1581,-2404,-585,-2582,-2674,-48,-2009,-1005,-179,-1226,-250,1134,6
-2559,-1068,-2535,-2849,-2664,-1600,-2744,-1052,895,-1965,-750,1135,6
-2272,-1335,-2275,-2849,-2544,-824,-2583,-1847,-281,-1342,-50,1136,6
-2789,-489,-2665,-2893,-2414,-1794,-2790,-1426,1509,-2354,-50,1137,6
-2272,-1513,-2405,-2626,-2555,-533,-2469,-631,230,-1615,-650,1138,6
-1984,-1023,-2730,-2804,-2642,-630,-2515,-257,230,-1342,-2150,1139,6
-2502,-1335,-2600,-2671,-2707,436,-2216,-911,742,-1576,-450,1141,6
