fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,RowNum,quality
-2329,-979,-1235,-2893,-2425,-1891,-1917,-70,435,-1459,-2350,76,5
-1409,-1291,-2015,-2849,-2251,-2182,-2308,-303,-946,-914,-2150,77,5
-1064,-1023,-2665,-2671,-2468,-2279,-907,-303,-1151,-1965,-1850,78,5
-86,-2404,-390,-2626,-2512,-1212,-2331,818,-281,-1926,-1950,79,6
-1409,-1291,-2015,-2849,-2251,-2182,-2308,-303,-946,-914,-2150,80,5
-488,-2003,-1235,-2671,-2403,-2085,-1963,-210,-1561,-2082,-1150,81,6
-1121,-1380,-1429,-2804,-2544,-2279,-2469,350,76,-2160,-1650,82,6
-1696,979,-2665,-2893,-1448,-2376,-1343,-397,-383,-2315,-2650,83,5
-834,-1335,-2990,-2671,-2088,-1988,-2101,-397,-844,-2199,-750,84,6
-1696,-690,-3250,-2537,-2566,-3055,-3089,444,588,-2510,-2450,85,5
-1409,-1558,-2145,-2938,-2490,-1309,-1045,-491,76,-2666,-2150,86,5
-1179,2136,-3250,-2893,-2501,-3055,-3112,-303,793,-2627,-750,87,5
-1236,2136,-3250,-2849,-2490,-3055,-3112,-303,844,-2666,-750,88,5
-1294,-1157,-2210,-2849,-2674,-3055,-3020,-397,230,-953,-1150,89,7
-1294,-467,390,-2760,-2099,-436,-310,-116,-690,-1965,-2250,90,5
-2674,-1558,-2665,-2626,-2848,-1697,-1113,-1566,1305,-2082,1350,91,5
-1351,845,-2925,-2671,-2468,-2085,-2721,-537,-793,-2393,-1750,92,6
-1064,-467,-2535,-2804,-2403,-1794,-1940,-257,-946,-1342,-2050,93,5
-1754,-1936,-910,-2760,-2501,-2085,-2354,70,537,-2043,-2450,94,5
-1064,-467,-2535,-2804,-2403,-1794,-1940,-257,-946,-1342,-2050,95,5
-2904,-2270,-3250,-2849,-2837,-727,-1940,-2548,1561,-1459,2350,96,6
-2272,-2047,-2730,-2893,-2664,-3055,-2928,-771,-179,-2276,-2250,97,5
-2904,-2270,-3250,-2849,-2837,-727,-1940,-2548,1561,-1459,2350,98,6
-1236,-801,325,-2849,-2110,-242,-149,-116,-1049,-2121,-2250,99,5
-2559,-756,-3120,-2849,-2436,-1309,-1228,-1239,844,-2510,-1650,100,5
-1926,-1602,-2600,-2626,-2577,-2182,-2698,-537,230,-2276,-1450,101,6
-1696,-2315,-195,-2715,-2544,-2861,-3135,-584,-230,-2471,-1350,102,6
-603,-1469,3250,-2136,3239,-242,-1803,1192,-3250,3250,-2250,103,4
-1581,-1113,-3055,-2849,-2349,-921,-1113,-958,-127,-2432,-1550,104,5
-1581,-1113,-3055,-2849,-2349,-921,-1113,-958,-127,-2432,-1550,105,5
-1811,-1869,-520,-1202,-2609,-630,-447,116,230,-1770,-1150,106,5
-1811,-1869,-520,-1202,-2620,-533,-424,116,230,-1732,-1150,107,5
-1811,-1869,-520,-1202,-2609,-630,-447,116,230,-1770,-1150,108,5
-1811,-756,-3250,-2671,-2588,-2182,-2882,-70,537,-2588,-2350,109,5
-1984,-1113,-2080,-2804,-2522,-1600,-1412,-116,1100,-2315,-2350,110,6
-1524,445,-3055,-2760,-2403,-2667,-2928,-537,-895,-2354,-2050,111,5
-1524,-756,-3120,-3071,-2598,-2473,-2928,-257,-1049,-330,-2450,112,4
-1409,-1424,-2990,-2893,-2555,-1697,-2675,-303,-230,-2354,-1650,113,6
-1639,-1113,-1560,-400,-2620,145,-608,537,-25,-2627,-2250,114,5
-1696,-1157,-1560,-445,-2620,48,-608,491,-25,-2627,-2250,115,5
-1409,-979,-130,-2893,-2295,-1988,-1182,-444,-946,-2121,-2150,116,5
-1984,-934,-2600,-2715,-2457,-1600,-1068,-678,-179,-2510,-1450,117,5
-1696,-1335,-3055,-2938,-2598,-1697,-2423,-678,-25,-2666,-2650,118,4
-1984,-979,-2795,-2715,-2414,-2279,-2377,-818,486,-2393,-1250,119,6
-1351,155,-3055,-2849,-2750,-2958,-3204,70,-76,-3250,-2550,120,4
-1294,-1914,-2145,-2760,-2588,-2764,-2974,70,-435,-2160,-2450,121,6
-1639,-1023,-2925,-2804,-2642,-1018,-2423,-444,230,-2315,-150,122,6
-1926,-1558,-2990,-2982,-2457,-1503,-2262,-584,-127,-1498,-2150,123,5
-1696,-2092,-1885,-2760,-2512,-2667,-2583,-444,-230,-2705,-2150,124,5
-1581,-1469,-520,-2626,-2436,-2570,-2515,70,1049,-2160,-1150,125,6
-1869,-200,-3250,-2537,-2642,-2667,-2928,-70,537,-2354,-2050,126,5
-834,-1068,-2340,-2582,-2653,-2376,-2423,-70,-946,-2238,-2150,127,5
-834,-1068,-2340,-2582,-2653,-2376,-2423,-70,-946,-2238,-2150,128,5
-776,-1068,-65,-2760,-450,-1115,-861,70,-1305,-564,-2350,129,5
-1754,-534,-3120,-2537,-2555,-1794,-2423,70,332,-2510,-2350,130,5
-1984,-1068,-1950,-2849,-2544,-2279,-1894,23,844,-2276,-2350,131,5
-2042,-1023,-1885,-2804,-2522,-2570,-1963,-23,742,-2276,-2350,132,6
-776,-2404,454,-2760,-2175,-824,-1435,23,-588,-2471,-1950,133,5
-1639,-2047,-130,-2760,-2490,-1988,-1848,70,-179,-2393,-2450,134,5
-1351,-1558,-1105,-2760,-2468,-1891,-103,-116,-895,-2393,-2150,135,5
-1179,-1558,-975,-2359,-2544,-1309,-470,257,-742,-2121,-2250,136,5
-2214,-2136,-1625,-2804,-2577,-1309,-2262,163,998,-2121,-1850,137,6
-1524,-1335,-1885,-2671,-2609,-2667,-2744,-303,-486,-2393,-1950,138,5
-1524,-1335,-1885,-2671,-2609,-2667,-2744,-303,-486,-2393,-1950,139,5
-1696,-1202,-1300,-2582,-2577,-1891,-2124,-116,435,-2238,-1450,140,5
719,-2448,650,-2760,-2653,-2182,-2767,491,-1356,-758,-1550,141,6
-1926,1068,-2860,-2715,-2718,-2182,-2675,-1052,690,-2860,-250,142,4
-373,-2359,-195,-3027,-2772,-2473,-2836,-23,-793,-1342,-1350,143,7
-1869,-1869,-910,-2938,-2414,-1988,-2537,-444,-179,-2354,-2450,144,6
1466,-2448,1560,-2493,-2349,-2473,-2744,1098,-895,-1537,-850,145,7
1466,-2448,1560,-2493,-2349,-2473,-2744,1098,-895,-1537,-850,146,7
-1409,-1825,-1429,-2448,-2295,-1600,-1205,-210,-793,-1926,-2250,147,5
-316,-1424,650,-2760,-2957,-2861,-2951,-537,-383,-1187,750,148,6
-1294,-556,-1690,-2404,-2479,-2376,-1963,-70,-127,-2354,-1650,149,6
-1179,-1246,-1560,-2671,-2729,-630,-1894,-537,-383,-2860,-1550,150,5
-1409,-511,-2730,-2582,-2381,-2376,-2446,163,-690,-1770,-1850,151,6
-1869,-1602,-65,-1157,-2729,-824,-608,163,-179,-1576,-1150,152,5
-891,-1001,-2210,-2760,-2284,-2085,-2262,-397,-1202,-2315,-650,153,5
-1236,-556,-1820,-2671,-2598,-2279,-2446,-163,-76,-2393,-2550,154,5
-1581,-1602,-2015,-2804,-2555,-2376,-2377,-631,76,-2432,-1950,155,5
-1409,-2270,-845,-2760,-2490,-1018,-2055,-303,-179,-2238,-2250,156,6
-1639,-1424,-1560,-2760,-2284,-1794,-1734,-631,-1151,-2315,-2250,157,5
-1984,-1068,-2990,-2982,-2761,-2861,-3158,-865,230,-2199,-2150,158,5
-949,-912,-1625,-2760,-2479,-2570,-2744,491,-486,-2199,-1650,159,6
-1466,-1869,-1625,-2493,-2588,-533,-1940,-444,-25,-2276,-1150,160,6
-776,-1157,0,-2760,276,-727,-1527,-303,-1714,1732,-2150,161,6
-2904,-1647,-2990,-2938,-2794,-1503,-953,-2034,844,-2121,550,162,7
-1294,-2092,-2860,-2849,-2533,-2182,-2262,-397,-25,-2510,-1750,163,6
-1006,-2136,-1950,-2404,-2403,-1600,-2055,444,-179,-1809,-2050,164,6
-1179,667,-2665,-2626,-2674,-2667,-2537,-70,-281,-2393,-2650,165,6
-1754,-979,-3250,-2804,-2327,-1988,-2515,-116,-25,-2276,-2650,166,6
-776,-957,-845,-2893,-526,-2861,-1963,23,-1919,-291,-2350,167,5
1006,-2092,390,-2715,-2371,-2764,-2836,1005,-1202,-1770,-750,168,6
-1466,-1202,-2600,-2849,-2273,-630,-884,-631,-1509,-2627,-1850,169,6
2732,-2849,-390,-2671,-2566,-2376,-2836,1379,-1561,-1264,-2450,170,7
2732,-2849,-390,-2671,-2566,-2376,-2836,1379,-1561,-1264,-2450,171,7
-1696,-845,-3250,-2760,-2468,-2764,-2859,584,1202,-797,-1750,172,6
-1811,-756,-2795,-2804,-2566,-1794,-2216,-70,25,-2510,-2150,173,5
-1696,-845,-3250,-2760,-2468,-2764,-2859,584,1202,-797,-1750,174,6
316,-2359,-390,-2938,-2696,-1794,-2537,678,-793,-1498,-1650,175,6
-1811,-1113,-3250,-2849,-2577,-1794,-2606,70,486,-1809,-1750,176,6
488,-2226,-130,-2270,-2403,-2861,-2905,724,-1049,-2471,-1150,177,5
-1466,-333,-520,-2804,-2381,-2570,-1412,-537,-742,-2238,-2150,178,5
-1294,-1246,-1755,-2226,-2588,-1697,-654,-116,-588,-2315,-2350,179,5
-488,-2270,-845,-2671,-2566,-2861,-3089,444,-793,-2121,-2450,180,5
-2099,-690,-3250,-2715,-2566,-2182,-2101,-116,588,-1926,-2450,181,5
-1466,-1958,1690,-2849,3250,-2570,-2354,-116,-1612,369,-2250,182,5
-143,-2404,-195,-2493,-2457,-1988,-2629,1239,-76,-1420,-1150,183,7
-1351,-2315,-1755,-2893,-2544,-1600,-2354,-397,-435,-2004,-2350,184,5
-1869,556,-2990,-2760,-2436,-2182,-1848,-631,-127,-2199,-2250,185,4
-1294,-1469,-3055,-2893,-2620,-2376,-2583,-584,-179,-2315,-1650,186,5
-1351,-2136,-1755,-2849,-2544,-1115,-2262,-350,-486,-1926,-2350,187,5
1294,-1291,-65,-2582,-2685,-2861,-2767,1332,-1509,-1148,-750,188,5
-1236,89,-3250,-2181,-2338,-824,-1986,1379,1151,-1732,-1850,189,4
-1351,-2226,-260,-2047,-2533,-1891,-2537,116,-127,-1187,1150,190,8
-1926,-1380,-2990,-2315,-2544,-2667,-2767,771,1612,-992,-2250,191,6
719,-2982,65,-1869,-2251,-2958,-2859,1192,-486,-758,-1550,192,6
-1351,-1357,-2860,-1869,-2436,-727,-1986,-257,-76,-1926,-950,193,6
-1351,-1357,-2860,-1869,-2436,-727,-1986,-257,-76,-1926,-950,194,6
-1926,-1380,-2990,-2315,-2544,-2667,-2767,771,1612,-992,-2250,195,6
719,-2982,65,-1869,-2251,-2958,-2859,1192,-486,-758,-1550,196,6
28,-2359,-325,-801,-2588,-2861,-3089,257,-742,-1342,950,197,8
-776,-2003,-1170,-1157,-2436,-2376,-2308,958,25,-1537,-1150,198,7
661,-2626,-390,-2047,-2609,-2764,-2951,724,-1305,-1342,-2350,199,6
-1466,-2582,1170,-2092,504,-2861,-3158,70,-639,-330,-1750,200,7
-776,-2003,-1170,-1157,-2436,-2376,-2308,958,25,-1537,-1150,201,7
-201,-1157,-2795,-2136,-2273,-242,-1757,1379,-332,-1770,-1850,202,5
-201,-1157,-2795,-2136,-2273,-242,-1757,1379,-332,-1770,-1850,203,5
1006,-1780,325,-2760,-2588,-921,-2262,1239,-1407,-1576,-1350,204,6
-1581,-2003,-2470,-2315,-2381,-533,-2170,-163,-25,-1809,-1350,205,6
-891,-1469,-2665,-2537,-2392,-1406,-2262,257,-179,-1187,-1050,206,7
776,-1914,195,-2181,-2240,-145,-1136,1847,-895,-836,-2450,207,5
-891,-1469,-2665,-2537,-2392,-1406,-2262,257,-179,-1187,-1050,208,7
86,-1335,-1755,-2448,-2392,-1600,-2285,1098,-793,-2043,-1350,209,6
-1926,-2181,-1625,-2582,-2316,-2861,-3020,-303,179,-2199,-1550,210,6
1754,-2270,130,-2226,-2360,-1697,-2170,1847,-1663,-1381,-2150,211,6
316,-1558,-260,-2537,-2588,-2861,-2767,1379,-1663,-2043,-2150,212,5
201,-89,-845,-2493,-2446,-824,-1780,491,-1100,-2510,-1750,213,5
-1811,-979,-2860,-2760,-2479,-2570,-2721,724,1509,-1693,-2050,214,5
-1754,-890,-3120,-2626,-2360,-2861,-2675,1052,1509,-1420,-1950,215,5
-1581,-1424,-2860,-2493,-2446,-1406,-2377,-257,25,-2238,-950,216,6
488,-2982,-130,-2982,-2642,-2667,-3043,116,-793,-2043,-1550,217,6
-1121,-645,-2470,-2493,-2381,-2182,-2744,1098,690,-1732,-1650,218,5
-1064,-890,650,-2715,-2164,-2182,-1320,116,-895,-2510,-2450,219,5
-1524,-1023,-1170,-2671,-2490,-2667,-2147,-210,-76,-2510,-2250,220,5
28,-1958,-520,-2582,-1068,-2764,-3066,1098,-946,-2121,-2150,221,6
28,-1869,-390,-2582,-1058,-2861,-3112,1098,-946,-2082,-2150,222,6
-1351,-1424,-1690,-2760,-2598,-1891,-976,-491,-537,-2432,-2250,223,6
-719,-1736,-1235,-2404,-2371,-1503,-1136,491,-281,-2082,-2150,224,6
-949,-1691,-1300,-2315,-2555,-436,-287,257,-383,-2471,-2250,225,5
-1639,-2181,-1365,-2493,-2436,-824,-1734,-303,76,-1887,-650,226,5
-258,-845,-715,-2226,-2479,-1309,-2032,865,-25,-1770,-150,227,7
-373,-356,-2470,-2359,-2490,-436,-1688,771,-383,-2043,-1250,228,6
-546,-1068,-1560,-2136,-2403,-921,-1389,1285,-690,-2121,-1950,229,5
-143,-1602,-1950,1246,-2609,-2085,-2239,2314,-1100,-1848,-2450,230,6
-143,-1602,-1950,1246,-2609,-2085,-2239,2314,-1100,-1848,-2450,231,6
776,-1424,1040,-2025,-2067,-2764,-3066,350,-1663,-1654,-150,232,7
28,-1825,0,-1647,-2219,-2861,-3089,444,-486,-1303,-150,233,5
1811,-2582,780,-2493,-2490,-2764,-2905,1379,-1100,-1926,-1950,234,6
-1064,-1291,-2730,-2715,-2240,-1794,-2377,-584,-1253,-2510,-650,235,5
-1351,-890,-3185,-2537,-2533,-1697,-2515,-350,-179,-1654,50,236,7
949,-690,195,-2136,-1991,-2667,-2905,1005,-1049,-1264,550,237,7
-776,-1869,-325,-2804,-2815,-2764,-3020,-1052,-127,-1809,850,238,6
-1409,-1869,-1170,-2404,-2512,-533,-2055,163,-332,-2043,-1350,239,5
1294,-2537,260,-2626,-2490,-2182,-2721,1239,-1356,758,-1850,240,7
373,-2047,-195,-2849,-2099,-2764,-3066,537,-383,-1615,-1850,241,6
373,-2047,-195,-2849,-2099,-2764,-3066,537,-383,-1615,-1850,242,6
949,-1246,0,-2493,-2490,-2764,-2652,1847,-1305,-1498,-950,243,6
2042,-1602,1105,-2315,-2371,-2764,-3043,724,-1816,-914,350,244,6
-373,-1291,-1235,-2404,-2414,-1891,-2331,397,-1356,-953,-1650,245,6
-661,-244,-3250,-2493,-2338,-2279,-2790,1098,-127,-1303,-2250,246,6
-1466,-823,-3250,-2582,-2403,-2570,-2951,163,-537,-1693,-2350,247,5
1869,-1424,1885,-1513,-2078,-1115,-1619,2314,-998,-1537,1350,248,5
-2387,-2849,-650,-3027,-2664,582,401,-2735,-639,-2238,250,249,6
-2042,-445,-3185,-2582,-2533,-1697,-2652,-724,895,-2160,1150,250,6
719,-1958,130,-2315,-2512,-533,-2124,1379,-588,-1109,-650,251,5
143,-1914,1040,-2337,-2121,-2182,-2721,-23,-690,-1615,50,252,7
949,-1869,1040,-2270,-2197,-2376,-2859,1379,-1151,-1226,-1250,253,7
1351,-2092,1040,-2493,-2425,-2376,-2446,1847,-1049,-1887,-1850,254,6
-1179,-667,-1755,-2760,-2305,-1988,-1527,116,-946,-1809,-2250,255,5
-949,-1780,-1235,-2493,-2446,-1309,-2239,537,-25,-992,-1750,256,6
949,-1202,1040,-2537,-2598,-2764,-2537,1005,-1663,-2354,-1650,257,5
1294,-1736,845,-2760,-2609,-2764,-3043,818,-1970,-1148,-1450,258,5
1466,-1046,1040,-1068,-2479,-2667,-2423,2314,-1561,-1693,-1650,259,7
1466,-1046,1040,-1068,-2479,-2667,-2423,2314,-1561,-1693,-1650,260,7
86,-1224,715,-2493,-2555,-2279,-2836,1379,-1100,-1848,-2650,261,5
-488,-2582,195,-2582,-2577,-2764,-2974,-397,-895,-136,350,262,7
-1351,-2715,-650,-2938,-2772,-2279,-2813,-163,-281,-1148,-2950,263,6
-661,-2537,-130,-2849,-2653,-824,-2331,-163,-281,-486,-1050,264,6
719,-1780,0,-2315,-2533,-1503,-2308,1379,-588,-214,-650,265,6
-488,-2582,195,-2582,-2577,-2764,-2974,-397,-895,-136,350,266,7
661,-1001,1040,-890,-2425,-2764,-2836,818,-1356,-681,1650,267,6
-1121,-2626,-520,-2760,-2512,-2279,-2767,163,-844,-1420,-2250,268,6
-1466,-1513,-1429,-2715,-2436,-1115,-2147,444,230,-1654,-2450,269,5
-1409,-1736,-1560,-2804,-2425,-1115,-2170,491,281,-1654,-2450,270,6
-2674,0,-2925,-3027,-2891,-2182,-1366,-2174,946,-1342,1250,271,8
1984,-1936,1170,-2359,-2457,-1697,-2400,1847,-1612,-1420,-1650,272,6
-431,-2136,130,-2760,-2490,-2764,-2790,444,-998,-2549,-2150,273,5
1006,-2136,1690,-1780,-2664,-2667,-2515,1379,-793,-2199,1350,274,7
-2099,-511,-3120,-133,-2056,3250,-539,1098,486,-2471,-1750,275,5
719,-1157,585,-2493,-2436,-2085,-2262,818,-998,-2004,-650,276,6
-891,-378,-1820,-2626,-2685,-2473,-2423,-350,-1407,-2393,-2250,277,5
-2099,-511,-3120,-133,-2056,3250,-539,1098,486,-2471,-1750,278,5
1121,-1647,260,-2493,-2457,-1503,-1917,1379,-1407,-2160,-1150,279,6
661,-1113,-65,-2448,-2457,-2376,-2446,1098,-1151,-2082,-1150,280,6
-1466,-712,-2925,-2448,-2566,-1891,-2767,163,-588,-2160,-2550,281,5
-258,-1825,-195,-2537,-2696,-2473,-2744,491,-690,-2004,-850,282,6
1006,-2047,1040,-2315,-2371,-2182,-2698,1192,-998,-2082,-850,283,7
1294,-1736,-65,-1647,-2620,-824,-2262,491,-1663,-2315,-2050,284,4
-719,-1869,-1040,-2537,-2512,-824,-1412,771,25,-2121,-2150,285,6
-1811,-511,-2210,-2804,-2295,-1891,-1619,-210,-537,-2043,-2350,286,5
-201,-2003,195,-667,-2327,-2764,-2951,724,-537,-1342,50,287,7
-834,-1469,-1040,-2448,-2436,-1018,-585,537,-588,-2160,-2150,288,5
-949,-556,-1690,-712,-2110,-339,-310,1847,-281,-369,-2350,289,5
201,-1647,910,-2671,-2175,-2764,-2928,-23,-588,-1965,50,290,6
-1869,-1202,-2470,-2804,-2392,-48,-539,-678,332,-2666,-1150,291,5
949,-2092,65,-2760,-2067,-2667,-2928,1192,-690,-1576,-1250,292,6
-1984,-356,-3250,-2849,-2664,-48,-2193,257,1253,-1887,-1750,293,5
-2099,-44,-3055,-2626,-2739,-242,-2285,-865,742,-2354,650,294,7
-1466,489,-1950,-2760,-2870,-1891,-2009,-724,-76,-2821,-750,295,5
143,-2715,-195,-2715,-2664,-2764,-2836,350,-1151,-1031,-650,296,7
-2099,-44,-3055,-2626,-2739,-242,-2285,-865,742,-2354,650,297,7
-2214,-801,-2730,-2715,-2891,-1503,-2285,-1005,588,-2627,-250,298,6
-431,-311,-1820,-2804,-2544,-2764,-2652,818,-588,-2354,-1050,299,6
-661,-1469,-1105,-3071,-2620,-2473,-2698,350,-690,-2199,-2350,300,5
1466,-44,845,-2582,-2425,-2085,-2583,1239,-1407,-2199,-1250,301,6
143,-2715,-195,-2715,-2664,-2764,-2836,350,-1151,-1031,-650,302,7
-1409,-1335,-975,-2671,-2577,-1309,-1871,163,-639,-2354,-2450,303,5
1179,-2047,845,-2626,-2392,-2764,-2974,1379,-1100,-2627,-2150,304,5
86,-1958,325,-2226,-2555,-1212,-2147,1192,-1151,-1070,-1750,305,6
1179,-2047,845,-2626,-2392,-2764,-2974,1379,-1100,-2627,-2150,306,5
-1294,-801,-1300,-2760,-2729,339,-1963,-584,-588,-2354,-1450,307,6
488,-1780,1495,-2226,-2664,-2764,-2882,724,-1049,-1965,-450,308,6
-1869,-1023,-2080,-2982,-2707,-2667,-2239,-911,-1509,-2199,-2350,309,5
1351,-2404,1430,-2671,-2598,-2764,-2721,771,-2533,-1342,-1850,310,8
3077,-734,1690,-2003,-2295,-2764,-2400,2782,-2175,-1887,-450,311,7
-2847,-1246,-3185,-2893,-2794,-2861,-2767,-1706,998,-1264,850,312,7
1294,-2092,650,-2493,-2501,-339,-1734,1192,-1407,-1693,-1150,313,5
-546,-1647,-1365,-2715,-2002,-2764,-3020,-116,-793,-1732,-450,314,5
-949,-1424,-1820,-2760,-2295,-2667,-2767,-163,-895,-2354,-1450,315,6
949,-2047,1235,-2404,-2349,-1697,-2583,1098,-1407,-2160,-850,316,6
